cpd,dose,landmark_genes,moa,MAS,TAS
cladribine,5,214404_x_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,203358_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,201555_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,203154_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,201011_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,202862_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,201416_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,201628_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,206846_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,204252_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,203285_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,202282_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,203418_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,202550_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,206723_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,201270_x_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,205036_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,202545_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,201466_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,201146_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,201032_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,203208_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,203258_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,205202_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,202431_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,201875_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,201186_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,201719_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,201040_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,201697_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,202284_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,202756_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,203013_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,209860_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,202950_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,202179_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,201795_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,201649_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,203409_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,201579_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,202679_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,201243_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,202780_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,209253_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,202388_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,201379_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,215000_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,218826_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,221492_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,206015_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,219363_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,209029_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,202889_x_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,212399_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,204542_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,217168_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,203582_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,209100_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,209526_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,209806_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,204781_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,213844_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,221046_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,209608_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,203288_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,221449_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,216836_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,205173_x_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,210719_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,209109_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,212973_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,218316_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,214086_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,202761_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,218175_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,217761_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,218168_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,219222_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,210058_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,217900_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,202599_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,202705_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,218346_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,203775_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,209191_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,203256_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,204126_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
cladribine,5,211071_s_at,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,0.8600962705659799,0.25725881209580925
clioquinol,6,202887_s_at,Chelating agent,0.7156198129915886,0.11542526061944985
clioquinol,6,219492_at,Chelating agent,0.7156198129915886,0.11542526061944985
clofarabine,3,202240_at,Ribonucleoside reductase inhibitor,0.8114124561466404,0.09508575983473602
clofarabine,3,202388_at,Ribonucleoside reductase inhibitor,0.8114124561466404,0.09508575983473602
clofarabine,3,219061_s_at,Ribonucleoside reductase inhibitor,0.8114124561466404,0.09508575983473602
clofarabine,3,204826_at,Ribonucleoside reductase inhibitor,0.8114124561466404,0.09508575983473602
clofarabine,3,218755_at,Ribonucleoside reductase inhibitor,0.8114124561466404,0.09508575983473602
clofarabine,4,202627_s_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,201762_s_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,205500_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,212143_s_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,206687_s_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,202870_s_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,200799_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,202240_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,204285_s_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,203931_s_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,202900_s_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,202396_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,201032_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,202916_s_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,203188_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,202431_s_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,201323_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,203213_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,202284_s_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,205895_s_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,203367_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,201795_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,203409_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,202528_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,201976_s_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,201412_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,202148_s_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,202388_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,201503_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,219581_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,210788_s_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,203338_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,218595_s_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,212795_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,204809_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,218170_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,204781_s_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,200678_x_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,203379_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,209262_s_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,221779_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,219061_s_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,205205_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,217761_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,218168_s_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,202599_s_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,221552_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
clofarabine,4,209191_at,Ribonucleoside reductase inhibitor,0.8572359396345233,0.27442240258822925
colchicine,2,218292_s_at,Microtubule inhibitor,0.7235072688758386,0.180792028952948
colchicine,2,204420_at,Microtubule inhibitor,0.7235072688758386,0.180792028952948
colchicine,2,202870_s_at,Microtubule inhibitor,0.7235072688758386,0.180792028952948
colchicine,2,216598_s_at,Microtubule inhibitor,0.7235072688758386,0.180792028952948
colchicine,2,200799_at,Microtubule inhibitor,0.7235072688758386,0.180792028952948
colchicine,2,202240_at,Microtubule inhibitor,0.7235072688758386,0.180792028952948
colchicine,2,202095_s_at,Microtubule inhibitor,0.7235072688758386,0.180792028952948
colchicine,2,202633_at,Microtubule inhibitor,0.7235072688758386,0.180792028952948
colchicine,2,217906_at,Microtubule inhibitor,0.7235072688758386,0.180792028952948
colchicine,2,210986_s_at,Microtubule inhibitor,0.7235072688758386,0.180792028952948
colchicine,2,201626_at,Microtubule inhibitor,0.7235072688758386,0.180792028952948
colchicine,2,202847_at,Microtubule inhibitor,0.7235072688758386,0.180792028952948
colchicine,2,217989_at,Microtubule inhibitor,0.7235072688758386,0.180792028952948
colchicine,3,207805_s_at,Microtubule inhibitor,0.7138270079483644,0.2636536899680721
colchicine,3,209464_at,Microtubule inhibitor,0.7138270079483644,0.2636536899680721
colchicine,3,212143_s_at,Microtubule inhibitor,0.7138270079483644,0.2636536899680721
colchicine,3,206687_s_at,Microtubule inhibitor,0.7138270079483644,0.2636536899680721
colchicine,3,204420_at,Microtubule inhibitor,0.7138270079483644,0.2636536899680721
colchicine,3,201202_at,Microtubule inhibitor,0.7138270079483644,0.2636536899680721
colchicine,3,216598_s_at,Microtubule inhibitor,0.7138270079483644,0.2636536899680721
colchicine,3,202240_at,Microtubule inhibitor,0.7138270079483644,0.2636536899680721
colchicine,3,203154_s_at,Microtubule inhibitor,0.7138270079483644,0.2636536899680721
colchicine,3,203442_x_at,Microtubule inhibitor,0.7138270079483644,0.2636536899680721
colchicine,3,202633_at,Microtubule inhibitor,0.7138270079483644,0.2636536899680721
colchicine,3,202726_at,Microtubule inhibitor,0.7138270079483644,0.2636536899680721
colchicine,3,201519_at,Microtubule inhibitor,0.7138270079483644,0.2636536899680721
colchicine,3,203213_at,Microtubule inhibitor,0.7138270079483644,0.2636536899680721
colchicine,3,202949_s_at,Microtubule inhibitor,0.7138270079483644,0.2636536899680721
colchicine,3,201234_at,Microtubule inhibitor,0.7138270079483644,0.2636536899680721
colchicine,3,203911_at,Microtubule inhibitor,0.7138270079483644,0.2636536899680721
colchicine,3,202447_at,Microtubule inhibitor,0.7138270079483644,0.2636536899680721
colchicine,3,202908_at,Microtubule inhibitor,0.7138270079483644,0.2636536899680721
colchicine,3,218102_at,Microtubule inhibitor,0.7138270079483644,0.2636536899680721
colchicine,4,209682_at,Microtubule inhibitor,0.7211993709205123,0.22543494280194376
colchicine,4,201746_at,Microtubule inhibitor,0.7211993709205123,0.22543494280194376
colchicine,4,207847_s_at,Microtubule inhibitor,0.7211993709205123,0.22543494280194376
colchicine,4,201202_at,Microtubule inhibitor,0.7211993709205123,0.22543494280194376
colchicine,4,202870_s_at,Microtubule inhibitor,0.7211993709205123,0.22543494280194376
colchicine,4,216598_s_at,Microtubule inhibitor,0.7211993709205123,0.22543494280194376
colchicine,4,200799_at,Microtubule inhibitor,0.7211993709205123,0.22543494280194376
colchicine,4,202954_at,Microtubule inhibitor,0.7211993709205123,0.22543494280194376
colchicine,4,202633_at,Microtubule inhibitor,0.7211993709205123,0.22543494280194376
colchicine,4,217906_at,Microtubule inhibitor,0.7211993709205123,0.22543494280194376
colchicine,4,210986_s_at,Microtubule inhibitor,0.7211993709205123,0.22543494280194376
colchicine,4,203258_at,Microtubule inhibitor,0.7211993709205123,0.22543494280194376
colchicine,4,203213_at,Microtubule inhibitor,0.7211993709205123,0.22543494280194376
colchicine,4,202949_s_at,Microtubule inhibitor,0.7211993709205123,0.22543494280194376
colchicine,4,203911_at,Microtubule inhibitor,0.7211993709205123,0.22543494280194376
colchicine,4,202847_at,Microtubule inhibitor,0.7211993709205123,0.22543494280194376
colchicine,4,202679_at,Microtubule inhibitor,0.7211993709205123,0.22543494280194376
colchicine,4,221732_at,Microtubule inhibitor,0.7211993709205123,0.22543494280194376
colchicine,4,221142_s_at,Microtubule inhibitor,0.7211993709205123,0.22543494280194376
colchicine,4,212910_at,Microtubule inhibitor,0.7211993709205123,0.22543494280194376
colchicine,4,221779_at,Microtubule inhibitor,0.7211993709205123,0.22543494280194376
colchicine,4,218581_at,Microtubule inhibitor,0.7211993709205123,0.22543494280194376
colchicine,4,203395_s_at,Microtubule inhibitor,0.7211993709205123,0.22543494280194376
colchicine,4,204126_s_at,Microtubule inhibitor,0.7211993709205123,0.22543494280194376
colchicine,4,203343_at,Microtubule inhibitor,0.7211993709205123,0.22543494280194376
colchicine,5,204420_at,Microtubule inhibitor,0.7544810888823861,0.2231096973605453
colchicine,5,201202_at,Microtubule inhibitor,0.7544810888823861,0.2231096973605453
colchicine,5,202870_s_at,Microtubule inhibitor,0.7544810888823861,0.2231096973605453
colchicine,5,216598_s_at,Microtubule inhibitor,0.7544810888823861,0.2231096973605453
colchicine,5,200799_at,Microtubule inhibitor,0.7544810888823861,0.2231096973605453
colchicine,5,202738_s_at,Microtubule inhibitor,0.7544810888823861,0.2231096973605453
colchicine,5,202954_at,Microtubule inhibitor,0.7544810888823861,0.2231096973605453
colchicine,5,217906_at,Microtubule inhibitor,0.7544810888823861,0.2231096973605453
colchicine,5,210986_s_at,Microtubule inhibitor,0.7544810888823861,0.2231096973605453
colchicine,5,212281_s_at,Microtubule inhibitor,0.7544810888823861,0.2231096973605453
colchicine,5,201292_at,Microtubule inhibitor,0.7544810888823861,0.2231096973605453
colchicine,5,203213_at,Microtubule inhibitor,0.7544810888823861,0.2231096973605453
colchicine,5,202446_s_at,Microtubule inhibitor,0.7544810888823861,0.2231096973605453
colchicine,5,202388_at,Microtubule inhibitor,0.7544810888823861,0.2231096973605453
colchicine,5,200887_s_at,Microtubule inhibitor,0.7544810888823861,0.2231096973605453
colchicine,5,218039_at,Microtubule inhibitor,0.7544810888823861,0.2231096973605453
colchicine,5,219270_at,Microtubule inhibitor,0.7544810888823861,0.2231096973605453
colchicine,5,203464_s_at,Microtubule inhibitor,0.7544810888823861,0.2231096973605453
colchicine,5,203288_at,Microtubule inhibitor,0.7544810888823861,0.2231096973605453
colchicine,5,212973_at,Microtubule inhibitor,0.7544810888823861,0.2231096973605453
colchicine,5,203395_s_at,Microtubule inhibitor,0.7544810888823861,0.2231096973605453
colchicine,5,202830_s_at,Microtubule inhibitor,0.7544810888823861,0.2231096973605453
colchicine,5,203343_at,Microtubule inhibitor,0.7544810888823861,0.2231096973605453
colchicine,5,218450_at,Microtubule inhibitor,0.7544810888823861,0.2231096973605453
combretastatin-a-4,1,213419_at,tubulin polymerization inhibitor,0.7067731025373885,0.0
combretastatin-a-4,2,202240_at,tubulin polymerization inhibitor,0.7690953043000941,0.1685014972850834
combretastatin-a-4,2,201292_at,tubulin polymerization inhibitor,0.7690953043000941,0.1685014972850834
combretastatin-a-4,2,205398_s_at,tubulin polymerization inhibitor,0.7690953043000941,0.1685014972850834
combretastatin-a-4,2,203696_s_at,tubulin polymerization inhibitor,0.7690953043000941,0.1685014972850834
cts-1027,1,213689_x_at,metalloproteinase inhibitor,0.7069088931981665,0.04781118119782336
cts-1027,1,217900_at,metalloproteinase inhibitor,0.7069088931981665,0.04781118119782336
cts-1027,6,200886_s_at,metalloproteinase inhibitor,0.7448638353551345,0.11462115114285253
cts-1027,6,208763_s_at,metalloproteinase inhibitor,0.7448638353551345,0.11462115114285253
cts-1027,6,202847_at,metalloproteinase inhibitor,0.7448638353551345,0.11462115114285253
cts-1027,6,219270_at,metalloproteinase inhibitor,0.7448638353551345,0.11462115114285253
cx-5461,4,207416_s_at,RNA polymerase inhibitor,0.8339357013417831,0.08176042214071512
cx-5461,4,202284_s_at,RNA polymerase inhibitor,0.8339357013417831,0.08176042214071512
cx-5461,4,204781_s_at,RNA polymerase inhibitor,0.8339357013417831,0.08176042214071512
cx-5461,4,218346_s_at,RNA polymerase inhibitor,0.8339357013417831,0.08176042214071512
cx-5461,5,202627_s_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,218619_s_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,201536_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,202240_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,205036_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,202431_s_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,202284_s_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,201761_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,201795_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,203409_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,201847_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,201397_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,202447_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,202148_s_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,206066_s_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,212723_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,218826_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,208708_x_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,204781_s_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,212973_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,218175_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,219222_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,218346_s_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,209191_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,218755_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,209260_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,202963_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cx-5461,5,204126_s_at,RNA polymerase inhibitor,0.8456959093674117,0.24459711479240095
cyclosporin-a,5,204748_at,Calcineurin inhibitor,0.7132129030015294,0.2337178198795057
cyclosporin-a,5,204092_s_at,Calcineurin inhibitor,0.7132129030015294,0.2337178198795057
cyclosporin-a,5,212143_s_at,Calcineurin inhibitor,0.7132129030015294,0.2337178198795057
cyclosporin-a,5,201700_at,Calcineurin inhibitor,0.7132129030015294,0.2337178198795057
cyclosporin-a,5,208644_at,Calcineurin inhibitor,0.7132129030015294,0.2337178198795057
cyclosporin-a,5,200843_s_at,Calcineurin inhibitor,0.7132129030015294,0.2337178198795057
cyclosporin-a,5,200929_at,Calcineurin inhibitor,0.7132129030015294,0.2337178198795057
cyclosporin-a,5,201560_at,Calcineurin inhibitor,0.7132129030015294,0.2337178198795057
