cpd,dose,landmark_genes,moa,MAS,TAS
AZ-628,6,201761_at,RAF inhibitor,0.7262624211136426,0.2087273168947156
AZ-628,6,202087_s_at,RAF inhibitor,0.7262624211136426,0.2087273168947156
AZ-628,6,202733_at,RAF inhibitor,0.7262624211136426,0.2087273168947156
AZ-628,6,201432_at,RAF inhibitor,0.7262624211136426,0.2087273168947156
AZ-628,6,202388_at,RAF inhibitor,0.7262624211136426,0.2087273168947156
AZ-628,6,219581_at,RAF inhibitor,0.7262624211136426,0.2087273168947156
AZ-628,6,210788_s_at,RAF inhibitor,0.7262624211136426,0.2087273168947156
AZ-628,6,212723_at,RAF inhibitor,0.7262624211136426,0.2087273168947156
AZ-628,6,200887_s_at,RAF inhibitor,0.7262624211136426,0.2087273168947156
AZ-628,6,209806_at,RAF inhibitor,0.7262624211136426,0.2087273168947156
AZ-628,6,212070_at,RAF inhibitor,0.7262624211136426,0.2087273168947156
AZ-628,6,202761_s_at,RAF inhibitor,0.7262624211136426,0.2087273168947156
AZ-628,6,218175_at,RAF inhibitor,0.7262624211136426,0.2087273168947156
AZ-628,6,216321_s_at,RAF inhibitor,0.7262624211136426,0.2087273168947156
AZ-628,6,208626_s_at,RAF inhibitor,0.7262624211136426,0.2087273168947156
AZD-5438,3,202659_at,CDK inhibitor,0.7024413696141706,0.2204806202472193
AZD-5438,3,216598_s_at,CDK inhibitor,0.7024413696141706,0.2204806202472193
AZD-5438,3,205451_at,CDK inhibitor,0.7024413696141706,0.2204806202472193
AZD-5438,3,212281_s_at,CDK inhibitor,0.7024413696141706,0.2204806202472193
AZD-5438,3,36936_at,CDK inhibitor,0.7024413696141706,0.2204806202472193
AZD-5438,3,218039_at,CDK inhibitor,0.7024413696141706,0.2204806202472193
BI-2536,1,204748_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,204039_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,207808_s_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,201746_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,201693_s_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,221478_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,206687_s_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,202507_s_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,202870_s_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,216598_s_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,212849_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,200799_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,213384_x_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,200929_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,204252_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,210986_s_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,202708_s_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,201591_s_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,202797_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,201292_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,203188_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,203258_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,201875_s_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,203213_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,203192_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,202241_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,202950_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,212846_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,201967_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,201847_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,201829_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,202679_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,212723_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,212811_x_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,204825_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,210416_s_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,221482_s_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,203119_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,209806_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,217752_s_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,218856_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,205205_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,202761_s_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,213343_s_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,218807_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,218102_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,204826_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,202623_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,205909_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,203209_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BI-2536,1,204126_s_at,PLK inhibitor,0.8333191681577344,0.290765001622927
BIIB021,1,204748_at,HSP inhibitor,0.787577187294139,0.1725439153867548
BIIB021,1,203665_at,HSP inhibitor,0.787577187294139,0.1725439153867548
BIIB021,1,204014_at,HSP inhibitor,0.787577187294139,0.1725439153867548
BIIB021,1,204420_at,HSP inhibitor,0.787577187294139,0.1725439153867548
BIIB021,1,218619_s_at,HSP inhibitor,0.787577187294139,0.1725439153867548
BIIB021,1,208728_s_at,HSP inhibitor,0.787577187294139,0.1725439153867548
BIIB021,1,208891_at,HSP inhibitor,0.787577187294139,0.1725439153867548
BIIB021,1,200799_at,HSP inhibitor,0.787577187294139,0.1725439153867548
BIIB021,1,201011_at,HSP inhibitor,0.787577187294139,0.1725439153867548
BIIB021,1,204256_at,HSP inhibitor,0.787577187294139,0.1725439153867548
BIIB021,1,208763_s_at,HSP inhibitor,0.787577187294139,0.1725439153867548
BIIB021,1,202431_s_at,HSP inhibitor,0.787577187294139,0.1725439153867548
BIIB021,1,202733_at,HSP inhibitor,0.787577187294139,0.1725439153867548
BIIB021,1,206662_at,HSP inhibitor,0.787577187294139,0.1725439153867548
BIIB021,1,201976_s_at,HSP inhibitor,0.787577187294139,0.1725439153867548
BIIB021,1,201631_s_at,HSP inhibitor,0.787577187294139,0.1725439153867548
BIIB021,1,221750_at,HSP inhibitor,0.787577187294139,0.1725439153867548
BIIB021,1,204542_at,HSP inhibitor,0.787577187294139,0.1725439153867548
BIIB021,1,209806_at,HSP inhibitor,0.787577187294139,0.1725439153867548
BIIB021,1,203458_at,HSP inhibitor,0.787577187294139,0.1725439153867548
BIIB021,1,212899_at,HSP inhibitor,0.787577187294139,0.1725439153867548
BIIB021,1,202963_at,HSP inhibitor,0.787577187294139,0.1725439153867548
CYT387,5,202659_at,JAK inhibitor,0.7146173128251847,0.14312221126979788
CYT387,5,216598_s_at,JAK inhibitor,0.7146173128251847,0.14312221126979788
CYT387,5,36936_at,JAK inhibitor,0.7146173128251847,0.14312221126979788
CYT387,5,203911_at,JAK inhibitor,0.7146173128251847,0.14312221126979788
CYT387,5,212665_at,JAK inhibitor,0.7146173128251847,0.14312221126979788
CYT387,5,202990_at,JAK inhibitor,0.7146173128251847,0.14312221126979788
CYT387,5,218039_at,JAK inhibitor,0.7146173128251847,0.14312221126979788
CYT387,5,213419_at,JAK inhibitor,0.7146173128251847,0.14312221126979788
CYT387,5,209263_x_at,JAK inhibitor,0.7146173128251847,0.14312221126979788
CYT387,6,221478_at,JAK inhibitor,0.7698444456398666,0.12254707802853836
CYT387,6,216598_s_at,JAK inhibitor,0.7698444456398666,0.12254707802853836
CYT387,6,207334_s_at,JAK inhibitor,0.7698444456398666,0.12254707802853836
CYT387,6,203911_at,JAK inhibitor,0.7698444456398666,0.12254707802853836
CYT387,6,212665_at,JAK inhibitor,0.7698444456398666,0.12254707802853836
CYT387,6,209257_s_at,JAK inhibitor,0.7698444456398666,0.12254707802853836
ENMD-2076,4,209939_x_at,Aurora kinase inhibitor|FLT3 inhibitor|VEGFR inhibitor,0.7089317223974532,0.1180499670468753
ENMD-2076,4,218346_s_at,Aurora kinase inhibitor|FLT3 inhibitor|VEGFR inhibitor,0.7089317223974532,0.1180499670468753
GSK-461364,1,201202_at,PLK inhibitor,0.7877984517977292,0.11229714952791693
GSK-461364,1,201899_s_at,PLK inhibitor,0.7877984517977292,0.11229714952791693
GSK-461364,1,201292_at,PLK inhibitor,0.7877984517977292,0.11229714952791693
GSK-461364,1,202006_at,PLK inhibitor,0.7877984517977292,0.11229714952791693
GSK-461364,1,208717_at,PLK inhibitor,0.7877984517977292,0.11229714952791693
GSK-461364,1,218102_at,PLK inhibitor,0.7877984517977292,0.11229714952791693
GSK-461364,1,209191_at,PLK inhibitor,0.7877984517977292,0.11229714952791693
GSK-461364,2,202870_s_at,PLK inhibitor,0.800681874600831,0.16495367974590816
GSK-461364,2,202954_at,PLK inhibitor,0.800681874600831,0.16495367974590816
GSK-461364,2,210986_s_at,PLK inhibitor,0.800681874600831,0.16495367974590816
GSK-461364,2,201292_at,PLK inhibitor,0.800681874600831,0.16495367974590816
GSK-461364,2,203213_at,PLK inhibitor,0.800681874600831,0.16495367974590816
GSK-461364,2,202119_s_at,PLK inhibitor,0.800681874600831,0.16495367974590816
GSK-461364,2,201243_s_at,PLK inhibitor,0.800681874600831,0.16495367974590816
GSK-461364,2,203338_at,PLK inhibitor,0.800681874600831,0.16495367974590816
GSK-461364,2,205750_at,PLK inhibitor,0.800681874600831,0.16495367974590816
GSK-461364,3,202507_s_at,PLK inhibitor,0.8186719787359307,0.0902708568569787
GSK-461364,3,202870_s_at,PLK inhibitor,0.8186719787359307,0.0902708568569787
GSK-461364,3,204252_at,PLK inhibitor,0.8186719787359307,0.0902708568569787
GSK-461364,3,212644_s_at,PLK inhibitor,0.8186719787359307,0.0902708568569787
GSK-461364,3,217906_at,PLK inhibitor,0.8186719787359307,0.0902708568569787
GSK-461364,3,201899_s_at,PLK inhibitor,0.8186719787359307,0.0902708568569787
GSK-461364,3,201292_at,PLK inhibitor,0.8186719787359307,0.0902708568569787
GSK-461364,3,203188_at,PLK inhibitor,0.8186719787359307,0.0902708568569787
GSK-461364,3,202119_s_at,PLK inhibitor,0.8186719787359307,0.0902708568569787
GSK-461364,3,212846_at,PLK inhibitor,0.8186719787359307,0.0902708568569787
GSK-461364,3,212723_at,PLK inhibitor,0.8186719787359307,0.0902708568569787
GSK-461364,3,212943_at,PLK inhibitor,0.8186719787359307,0.0902708568569787
GSK-461364,3,218050_at,PLK inhibitor,0.8186719787359307,0.0902708568569787
GSK-461364,3,205562_at,PLK inhibitor,0.8186719787359307,0.0902708568569787
GSK-461364,4,213721_at,PLK inhibitor,0.8223254683251366,0.15562536624887185
GSK-461364,4,202870_s_at,PLK inhibitor,0.8223254683251366,0.15562536624887185
GSK-461364,4,217906_at,PLK inhibitor,0.8223254683251366,0.15562536624887185
GSK-461364,4,201292_at,PLK inhibitor,0.8223254683251366,0.15562536624887185
GSK-461364,4,212723_at,PLK inhibitor,0.8223254683251366,0.15562536624887185
GSK-461364,5,202870_s_at,PLK inhibitor,0.8335949063197347,0.09115048533639417
GSK-461364,5,212723_at,PLK inhibitor,0.8335949063197347,0.09115048533639417
GSK-461364,5,218826_at,PLK inhibitor,0.8335949063197347,0.09115048533639417
GSK-461364,5,221750_at,PLK inhibitor,0.8335949063197347,0.09115048533639417
GSK-461364,6,206254_at,PLK inhibitor,0.8353673132920026,0.18643677706905334
GSK-461364,6,202911_at,PLK inhibitor,0.8353673132920026,0.18643677706905334
GSK-461364,6,201761_at,PLK inhibitor,0.8353673132920026,0.18643677706905334
GSK-461364,6,202087_s_at,PLK inhibitor,0.8353673132920026,0.18643677706905334
GSK-461364,6,202382_s_at,PLK inhibitor,0.8353673132920026,0.18643677706905334
GSK-461364,6,203512_at,PLK inhibitor,0.8353673132920026,0.18643677706905334
GSK-461364,6,212591_at,PLK inhibitor,0.8353673132920026,0.18643677706905334
GSK-461364,6,218584_at,PLK inhibitor,0.8353673132920026,0.18643677706905334
GSK-461364,6,221750_at,PLK inhibitor,0.8353673132920026,0.18643677706905334
GSK-461364,6,204542_at,PLK inhibitor,0.8353673132920026,0.18643677706905334
JTE-907,6,200799_at,Cannabinoid receptor inverse agonist,0.7108323806336075,0.17664125046488968
JTE-907,6,200929_at,Cannabinoid receptor inverse agonist,0.7108323806336075,0.17664125046488968
JTE-907,6,201098_at,Cannabinoid receptor inverse agonist,0.7108323806336075,0.17664125046488968
JTE-907,6,202433_at,Cannabinoid receptor inverse agonist,0.7108323806336075,0.17664125046488968
JTE-907,6,211318_s_at,Cannabinoid receptor inverse agonist,0.7108323806336075,0.17664125046488968
JTE-907,6,200698_at,Cannabinoid receptor inverse agonist,0.7108323806336075,0.17664125046488968
JTE-907,6,203675_at,Cannabinoid receptor inverse agonist,0.7108323806336075,0.17664125046488968
JTE-907,6,202847_at,Cannabinoid receptor inverse agonist,0.7108323806336075,0.17664125046488968
JTE-907,6,202722_s_at,Cannabinoid receptor inverse agonist,0.7108323806336075,0.17664125046488968
JTE-907,6,201397_at,Cannabinoid receptor inverse agonist,0.7108323806336075,0.17664125046488968
JTE-907,6,200757_s_at,Cannabinoid receptor inverse agonist,0.7108323806336075,0.17664125046488968
JTE-907,6,202148_s_at,Cannabinoid receptor inverse agonist,0.7108323806336075,0.17664125046488968
JTE-907,6,217168_s_at,Cannabinoid receptor inverse agonist,0.7108323806336075,0.17664125046488968
JTE-907,6,209163_at,Cannabinoid receptor inverse agonist,0.7108323806336075,0.17664125046488968
JTE-907,6,218145_at,Cannabinoid receptor inverse agonist,0.7108323806336075,0.17664125046488968
JTE-907,6,219390_at,Cannabinoid receptor inverse agonist,0.7108323806336075,0.17664125046488968
MK-1775,5,202627_s_at,WEE1 kinase inhibitor,0.7768396473621368,0.1810217626299458
MK-1775,5,207034_s_at,WEE1 kinase inhibitor,0.7768396473621368,0.1810217626299458
MK-1775,5,209464_at,WEE1 kinase inhibitor,0.7768396473621368,0.1810217626299458
MK-1775,5,205393_s_at,WEE1 kinase inhibitor,0.7768396473621368,0.1810217626299458
MK-1775,5,203213_at,WEE1 kinase inhibitor,0.7768396473621368,0.1810217626299458
MK-1775,5,202284_s_at,WEE1 kinase inhibitor,0.7768396473621368,0.1810217626299458
MK-1775,5,201710_at,WEE1 kinase inhibitor,0.7768396473621368,0.1810217626299458
MK-1775,5,203138_at,WEE1 kinase inhibitor,0.7768396473621368,0.1810217626299458
MK-1775,5,205398_s_at,WEE1 kinase inhibitor,0.7768396473621368,0.1810217626299458
MK-1775,5,204617_s_at,WEE1 kinase inhibitor,0.7768396473621368,0.1810217626299458
MK-1775,5,209806_at,WEE1 kinase inhibitor,0.7768396473621368,0.1810217626299458
MK-1775,5,205046_at,WEE1 kinase inhibitor,0.7768396473621368,0.1810217626299458
MK-1775,5,218346_s_at,WEE1 kinase inhibitor,0.7768396473621368,0.1810217626299458
MK-1775,5,209191_at,WEE1 kinase inhibitor,0.7768396473621368,0.1810217626299458
MK-1775,5,205909_at,WEE1 kinase inhibitor,0.7768396473621368,0.1810217626299458
MK-1775,5,208626_s_at,WEE1 kinase inhibitor,0.7768396473621368,0.1810217626299458
MK-1775,5,204126_s_at,WEE1 kinase inhibitor,0.7768396473621368,0.1810217626299458
MK-2206,6,212143_s_at,AKT inhibitor,0.7318185676612348,0.16682721532301242
MK-2206,6,208891_at,AKT inhibitor,0.7318185676612348,0.16682721532301242
MK-2206,6,200843_s_at,AKT inhibitor,0.7318185676612348,0.16682721532301242
MK-2206,6,204256_at,AKT inhibitor,0.7318185676612348,0.16682721532301242
MK-2206,6,205451_at,AKT inhibitor,0.7318185676612348,0.16682721532301242
MK-2206,6,201626_at,AKT inhibitor,0.7318185676612348,0.16682721532301242
MK-2206,6,202887_s_at,AKT inhibitor,0.7318185676612348,0.16682721532301242
MK-2206,6,212180_at,AKT inhibitor,0.7318185676612348,0.16682721532301242
MK-2206,6,208647_at,AKT inhibitor,0.7318185676612348,0.16682721532301242
MK-2206,6,203213_at,AKT inhibitor,0.7318185676612348,0.16682721532301242
MK-2206,6,201761_at,AKT inhibitor,0.7318185676612348,0.16682721532301242
MK-2206,6,202087_s_at,AKT inhibitor,0.7318185676612348,0.16682721532301242
MK-2206,6,202458_at,AKT inhibitor,0.7318185676612348,0.16682721532301242
MK-2206,6,212665_at,AKT inhibitor,0.7318185676612348,0.16682721532301242
MK-2206,6,202022_at,AKT inhibitor,0.7318185676612348,0.16682721532301242
MK-2206,6,206662_at,AKT inhibitor,0.7318185676612348,0.16682721532301242
MK-2206,6,221750_at,AKT inhibitor,0.7318185676612348,0.16682721532301242
MK-2206,6,217989_at,AKT inhibitor,0.7318185676612348,0.16682721532301242
MK-2206,6,222125_s_at,AKT inhibitor,0.7318185676612348,0.16682721532301242
MK-2206,6,209608_s_at,AKT inhibitor,0.7318185676612348,0.16682721532301242
MK-2206,6,215093_at,AKT inhibitor,0.7318185676612348,0.16682721532301242
MK-2206,6,208626_s_at,AKT inhibitor,0.7318185676612348,0.16682721532301242
MLN-2238,2,208687_x_at,Proteasome inhibitor,0.7963670330086924,0.038859340292553175
MLN-2238,2,214710_s_at,Proteasome inhibitor,0.7963670330086924,0.038859340292553175
MLN-2238,2,205153_s_at,Proteasome inhibitor,0.7963670330086924,0.038859340292553175
MLN-2238,2,204466_s_at,Proteasome inhibitor,0.7963670330086924,0.038859340292553175
MLN-2238,2,201628_s_at,Proteasome inhibitor,0.7963670330086924,0.038859340292553175
MLN-2238,2,202776_at,Proteasome inhibitor,0.7963670330086924,0.038859340292553175
MLN-2238,2,203123_s_at,Proteasome inhibitor,0.7963670330086924,0.038859340292553175
MLN-2238,2,218584_at,Proteasome inhibitor,0.7963670330086924,0.038859340292553175
MLN-2238,2,203848_at,Proteasome inhibitor,0.7963670330086924,0.038859340292553175
MLN-2238,2,219384_s_at,Proteasome inhibitor,0.7963670330086924,0.038859340292553175
MLN-2238,2,204517_at,Proteasome inhibitor,0.7963670330086924,0.038859340292553175
MLN-2238,2,222217_s_at,Proteasome inhibitor,0.7963670330086924,0.038859340292553175
MLN-2238,2,219170_at,Proteasome inhibitor,0.7963670330086924,0.038859340292553175
MLN-2238,3,200799_at,Proteasome inhibitor,0.8323520844815626,0.16438326526244193
MLN-2238,3,203154_s_at,Proteasome inhibitor,0.8323520844815626,0.16438326526244193
MLN-2238,3,202633_at,Proteasome inhibitor,0.8323520844815626,0.16438326526244193
MLN-2238,3,201121_s_at,Proteasome inhibitor,0.8323520844815626,0.16438326526244193
MLN-2238,3,200810_s_at,Proteasome inhibitor,0.8323520844815626,0.16438326526244193
MLN-2238,3,212851_at,Proteasome inhibitor,0.8323520844815626,0.16438326526244193
MLN-2238,3,201351_s_at,Proteasome inhibitor,0.8323520844815626,0.16438326526244193
MLN-2238,3,201379_s_at,Proteasome inhibitor,0.8323520844815626,0.16438326526244193
MLN-2238,3,203726_s_at,Proteasome inhibitor,0.8323520844815626,0.16438326526244193
MLN-2238,3,209095_at,Proteasome inhibitor,0.8323520844815626,0.16438326526244193
MLN-2238,3,212458_at,Proteasome inhibitor,0.8323520844815626,0.16438326526244193
MLN-2238,3,205172_x_at,Proteasome inhibitor,0.8323520844815626,0.16438326526244193
MLN-2238,3,217867_x_at,Proteasome inhibitor,0.8323520844815626,0.16438326526244193
MLN-2238,3,219016_at,Proteasome inhibitor,0.8323520844815626,0.16438326526244193
MLN-2238,3,217911_s_at,Proteasome inhibitor,0.8323520844815626,0.16438326526244193
MLN-2238,3,208626_s_at,Proteasome inhibitor,0.8323520844815626,0.16438326526244193
MLN-2238,3,203279_at,Proteasome inhibitor,0.8323520844815626,0.16438326526244193
MLN-2238,3,205379_at,Proteasome inhibitor,0.8323520844815626,0.16438326526244193
MLN-4924,3,203665_at,Nedd activating enzyme inhibitor,0.7178479468347218,0.18357598534757225
MLN-4924,3,204256_at,Nedd activating enzyme inhibitor,0.7178479468347218,0.18357598534757225
MLN-4924,3,202117_at,Nedd activating enzyme inhibitor,0.7178479468347218,0.18357598534757225
MLN-4924,3,203192_at,Nedd activating enzyme inhibitor,0.7178479468347218,0.18357598534757225
MLN-4924,3,202148_s_at,Nedd activating enzyme inhibitor,0.7178479468347218,0.18357598534757225
MLN-4924,3,212403_at,Nedd activating enzyme inhibitor,0.7178479468347218,0.18357598534757225
MLN-4924,3,200887_s_at,Nedd activating enzyme inhibitor,0.7178479468347218,0.18357598534757225
MLN-4924,3,219076_s_at,Nedd activating enzyme inhibitor,0.7178479468347218,0.18357598534757225
MLN-4924,3,204662_at,Nedd activating enzyme inhibitor,0.7178479468347218,0.18357598534757225
MLN-4924,3,203343_at,Nedd activating enzyme inhibitor,0.7178479468347218,0.18357598534757225
MLN-4924,4,204748_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,221478_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,203665_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,201700_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,206687_s_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,209875_s_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,204256_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,204252_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,201709_s_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,202651_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,202284_s_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,201761_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,201462_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,200810_s_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,201849_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,203304_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,202148_s_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,202388_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,200887_s_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,219076_s_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,221750_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,221856_s_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,218845_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,209304_x_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,212070_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,217761_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,218346_s_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,204662_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-4924,4,218450_at,Nedd activating enzyme inhibitor,0.8110094922970482,0.23204324138047036
MLN-8054,3,202284_s_at,Aurora kinase inhibitor|Mitotic inhibitor|Protein kinase inhibitor,0.7325832236316843,0.08822116665869327
MLN-8054,3,204484_at,Aurora kinase inhibitor|Mitotic inhibitor|Protein kinase inhibitor,0.7325832236316843,0.08822116665869327
MLN-8054,3,218346_s_at,Aurora kinase inhibitor|Mitotic inhibitor|Protein kinase inhibitor,0.7325832236316843,0.08822116665869327
MLN-8054,3,204126_s_at,Aurora kinase inhibitor|Mitotic inhibitor|Protein kinase inhibitor,0.7325832236316843,0.08822116665869327
