cluster,Average_silhouette_score,dose
14,0.01963574377925662,3
15,-0.0003869810582015219,3
16,0.004080212153144571,3
17,0.012388928125435995,3
18,-0.0009206481903535845,3
19,0.013324967285103117,3
20,-0.004012411371028464,3
21,-0.002509114958814781,3
22,-0.006279447599698342,3
23,0.011616993266429503,3
24,0.00478184874503573,3
25,-0.0026428787406851018,3
26,-0.005366929051413363,3
27,-0.007079365673281044,3
28,0.003316512068853196,3
29,-0.00893249428345795,3
30,-0.0005186690035283469,3
31,-0.0021812786897495084,3
32,-0.003876968047250333,3
33,-0.005875386413832337,3
34,-0.005835518030044549,3
35,-0.007167052714310906,3
36,0.0014440112819446758,3
37,-0.007145468282300595,3
38,0.004640816403925724,3
39,0.0008700423751740046,3
40,-0.021856235124909702,3
2,0.16483369107167942,4
3,0.09036461246370724,4
4,0.03988475978192623,4
5,0.04383788483443072,4
6,0.04475367864774271,4
7,0.009214428301057436,4
8,0.009910691108861598,4
9,0.03974995002451727,4
10,0.013301773092917758,4
11,0.012989773202450846,4
12,-0.000911024806493958,4
13,0.0001096420224740772,4
14,0.0045341370516212755,4
15,0.0047484391164162865,4
16,0.01933987383509996,4
17,-0.0016653749652080696,4
18,0.0021387293849443926,4
19,-0.01066398286283139,4
20,-0.014445873212733482,4
21,0.003114834960000026,4
22,-0.0010709885327591872,4
23,0.0030116297238122693,4
24,-0.002443590237337462,4
25,0.004276638287840394,4
26,-0.007242429840298384,4
27,-0.003917009289802848,4
28,-0.006626199836915904,4
29,0.0024673877210363636,4
30,-0.0047641424023251505,4
31,-0.012553009770550252,4
32,0.0026706354474246696,4
33,-0.004559757181101572,4
34,-0.0028117697708554944,4
35,0.0031618099220217678,4
36,0.0005261948882822439,4
37,-0.007405054747793039,4
38,-0.005369427456018084,4
39,-0.002609925304228184,4
40,-0.0005078017275071641,4
2,0.13536651189146906,5
3,0.044217040219298814,5
4,0.04929483082138217,5
5,0.046907843302210886,5
6,0.04889895901133748,5
7,0.05348575108146184,5
8,0.013985587870203181,5
9,0.01408272308591967,5
10,0.01477380896290666,5
11,0.016449420628447262,5
12,0.0023496841224008753,5
13,0.016787428735501642,5
14,0.0061960770108608855,5
15,-0.0019744669870942312,5
16,0.009175907664933751,5
17,0.005148802643615935,5
18,0.004981785541191322,5
19,0.0010471722176388911,5
20,0.0028477873457251465,5
21,0.012151931590701015,5
22,-0.008896976826308323,5
23,-0.003356496533507205,5
24,-0.001119270878016416,5
25,0.014395359544415322,5
26,-0.004309140609182216,5
27,0.008847558339038794,5
28,0.01444279484474162,5
29,0.0016473236434338694,5
30,-0.0016710259767177482,5
31,0.009313479717255744,5
32,0.011328867593193875,5
33,-0.0036377082486212754,5
34,-0.011699224172339047,5
35,-0.008171567485101049,5
36,-0.005564430791356064,5
37,-0.0015512475951796872,5
38,-0.00741136571322915,5
39,-0.000906421874236649,5
40,0.011889221305979188,5
2,0.41923970553773104,6
3,0.1111727736032751,6
4,0.05094795646985193,6
5,0.03580157936693636,6
6,0.054284967580130336,6
7,0.042174552242177504,6
8,0.04164432473382936,6
9,0.006462704974439646,6
10,0.009075767448222166,6
11,0.01255692456084511,6
12,0.0370110021182744,6
13,0.006166918420981556,6
14,0.004035996096349475,6
15,0.01109515356122681,6
16,-0.001593055280616992,6
17,0.0061327667080361015,6
18,0.005973337939975276,6
19,-0.004731493120399101,6
20,0.002192862191320222,6
21,-0.005405793692967268,6
22,0.002859075655279867,6
23,-0.0040145712424313655,6
24,0.002679635451629516,6
25,0.013656323339218145,6
26,0.005518218538850742,6
27,0.0003431481298869024,6
28,0.008275274891947383,6
29,-0.009391099274548972,6
30,-0.0018341052685151987,6
31,-0.00611902792705215,6
32,-0.00770923877194807,6
33,-0.016010683648854825,6
34,0.004564543511707507,6
35,0.0030215350472265643,6
36,-0.009650477972105753,6
37,-0.011909711486969139,6
38,-0.010441456522592575,6
39,-0.001243375011925408,6
40,-0.002175038706731795,6
