gene_symbol,AARS,ABCB6,ABCC5,ABHD4,ABHD6,ABL1,ACAA1,ACAT2,ACBD3,ACD,ACLY,ACOT9,ADAT1,ADCK3,ADI1,ADO,AGL,AKAP8,AKAP8L,AKR7A2,AKT1,ALDOC,AMDHD2,ANKRD10,ANO10,ANXA7,APBB2,APOE,APP,APPBP2,ARFIP2,ARHGAP1,ARHGEF2,ARID5B,ARL4C,ARPP19,ASAH1,ASCC3,ATF1,ATF5,ATF6,ATG3,ATP1B1,ATP2C1,ATP6V0B,ATP6V1D,AURKA,AURKB,AXIN1,B3GNT1,BACE2,BAG3,BAMBI,BAX,BDH1,BECN1,BHLHE40,BIRC2,BIRC5,BLCAP,BLMH,BLVRA,BNIP3,BNIP3L,BPHL,BRCA1,BRP44,BUB1B,BZW2,C5,CALU,CANT1,CASC3,CASK,CASP10,CAST,CAT,CBLB,CBR1,CBR3,CCDC86,CCDC90A,CCDC92,CCL2,CCNA1,CCNA2,CCNB1,CCNB2,CCND1,CCND3,CCNF,CCNH,CCP110,CD320,CD40,CD44,CD58,CD97,CDC20,CDC25A,CDC25B,CDC42,CDC45,CDCA4,CDH3,CDK1,CDK19,CDK2,CDK4,CDK5R1,CDK7,CDKN1A,CDKN1B,CDKN2A,CEBPA,CEBPD,CEBPZ,CENPE,CEP57,CERK,CETN3,CFLAR,CHAC1,CHEK1,CHEK2,CHERP,CHIC2,CHMP4A,CHMP6,CIAPIN1,CIRBP,CISD1,CLIC4,CLPX,CLSTN1,CLTB,CLTC,CNDP2,CNPY3,COASY,COG2,COG4,COG7,COL1A1,COL4A1,COPB2,COPS7A,CPNE3,CREB1,CRELD2,CRK,CRKL,CRTAP,CRYZ,CSK,CSNK1E,CSNK2A2,CSRP1,CTNNAL1,CTSL1,CTTN,CXCL2,CYB561,CYCS,DAG1,DAXX,DCK,DCUN1D4,DDB2,DDIT4,DDR1,DDX10,DDX42,DECR1,DENND2D,DERA,DHRS7,DHX29,DLD,DNAJB1,DNAJB2,DNAJB6,DNAJC15,DNM1,DNM1L,DNMT1,DNTTIP2,DPH2,DRAP1,DSG2,DUSP14,DUSP22,DUSP3,DUSP4,DUSP6,DYNLT3,E2F2,EAPP,EBNA1BP2,EBP,ECD,ECH1,EDEM1,EDN1,EGF,EGFR,EGR1,EIF4EBP1,EIF4G1,EIF5,ELAC2,ELOVL6,EML3,ENOPH1,ENOSF1,EPB41L2,EPHB2,EPN2,EPRS,ERBB2,ERBB3,ERO1L,ETFB,ETV1,EXT1,EZH2,FAH,FAIM,FAM20B,FAM57A,FAM63A,FAM69A,FAS,FASTKD5,FAT1,FBXL12,FBXO11,FBXO21,FDFT1,FEZ2,FGFR4,FHL2,FIS1,FKBP14,FOSL1,FOXJ3,FOXO3,FOXO4,FRS2,FSD1,FYN,FZD7,G3BP1,GAA,GABPB1,GADD45A,GADD45B,GALE,GATA2,GATA3,GDPD5,GFOD1,GFPT1,GLI2,GLRX,GMNN,GNA15,GNAI1,GNAI2,GNAS,GNB5,GNPDA1,GOLT1B,GPATCH8,GPC1,GPER,GPR56,GRB10,GRB7,GRN,GRWD1,GSTM2,GTF2A2,GTF2E2,GTPBP8,HADH,HAT1,HDAC2,HDAC6,HDGFRP3,HEATR1,HEBP1,HERC6,HERPUD1,HES1,HIST1H2BK,HIST2H2BE,HK1,HLA-DMA,HLA-DRA,HMG20B,HMGA2,HMGCR,HMGCS1,HMOX1,HN1L,HOMER2,HOXA10,HOXA5,HPRT1,HS2ST1,HSD17B10,HSD17B11,HSPA1A,HSPA4,HSPA8,HSPB1,HSPD1,HYOU1,IARS2,ICMT,ID2,IDE,IER3,IFNAR1,IFRD2,IGF1R,IGF2R,IGFBP3,IKBKAP,IKBKB,IKBKE,IKZF1,ILK,INPP1,INPP4B,INSIG1,INTS3,IPO13,IQGAP1,ISOC1,ITFG1,ITGAE,ITGB1BP1,ITGB5,JMJD6,JUN,KAT6A,KAT6B,KCNK1,KCTD5,KDELR2,KDM3A,KDM5B,KIAA0196,KIAA0355,KIAA0528,KIAA0907,KIAA1033,KIF14,KIF20A,KLHDC2,KLHL9,KTN1,LAGE3,LAMA3,LAP3,LBR,LIG1,LIPA,LOXL1,LPAR2,LPGAT1,LRP10,LRPAP1,LRRC16A,LSM6,LSR,LYN,LYRM1,MACF1,MAMLD1,MAP2K5,MAP4K4,MAP7,MAPK13,MAPK1IP1L,MAPK9,MAPKAPK2,MAPKAPK3,MAPKAPK5,MAST2,MCM3,MCOLN1,ME2,MEF2C,MELK,MFSD10,MICALL1,MIF,MLEC,MLLT11,MMP2,MNAT1,MOK,MPZL1,MRPL12,MRPS16,MRPS2,MSH6,MTA1,MTERFD1,MTF2,MTFR1,MTHFD2,MUC1,MVP,MYBL2,MYC,MYCBP,MYCBP2,MYLK,MYO10,NCK1,NCK2,NCOA3,NENF,NET1,NFATC3,NFATC4,NFE2L2,NFIL3,NFKB2,NFKBIA,NFKBIB,NGRN,NIPSNAP1,NISCH,NMT1,NOLC1,NOS3,NOSIP,NOTCH1,NPC1,NPEPL1,NPRL2,NR2F6,NR3C1,NRAS,NRIP1,NSDHL,NT5DC2,NUCB2,NUDCD3,NUDT9,NUP62,NUP85,NUP88,NUP93,NUSAP1,OXA1L,OXCT1,P4HA2,P4HTM,PAFAH1B1,PAICS,PAK1,PAK4,PAK6,PAN2,PARP1,PARP2,PAX8,PCCB,PCK2,PCMT1,PCNA,PDGFA,PDHX,PDLIM1,PDS5A,PECR,PEX11A,PFKL,PGAM1,PGM1,PGRMC1,PHF15,PHGDH,PHKB,PHKG2,PIGB,PIH1D1,PIK3C2B,PIK3R4,PIN1,PKIG,PLA2G15,PLCB3,PLEKHJ1,PLK1,PLOD3,PLP2,PLS1,PLSCR1,PLSCR3,PMAIP1,PMM2,PNKP,PNP,POLB,POLD4,POLE2,POLG2,POLR1C,POLR2I,POLR2K,POP4,PPARG,PPIC,PPIE,PPP2R3C,PPP2R5A,PPP2R5E,PRAF2,PRCP,PRKAG2,PRKCD,PRKCQ,PRKX,PROS1,PRPF4,PRSS23,PRUNE,PSIP1,PSMB10,PSMB8,PSMD4,PSMD9,PSME2,PSRC1,PTGS2,PTPLAD1,PTPN12,PTPN6,PTPRC,PWP1,PXMP2,PXN,PYCR1,PYGL,RAB11FIP2,RAB27A,RAB31,RAB4A,RAD51C,RAD9A,RAE1,RALA,RALGDS,RAP1GAP,RASA1,RBKS,RBM34,RBM6,REEP5,RELB,RFC2,RFC5,RFNG,RFX5,RGS2,RHEB,RHOA,RNF167,RNMT,RNPS1,RPA1,RPA2,RPIA,RPL39L,RPN1,RPP38,RPS6,RPS6KA1,RRAGA,RRP12,RRP1B,RRP8,RRS1,RSU1,RUVBL1,S100A13,S100A4,SACM1L,SATB1,SCAND1,SCARB1,SCP2,SCRN1,SDHB,SENP6,SERPINE1,SESN1,SFN,SGCB,SH3BP5,SHB,SHC1,SKIV2L,SKP1,SLC11A2,SLC1A4,SLC25A13,SLC25A14,SLC25A4,SLC27A3,SLC2A6,SLC35A3,SLC35B1,SLC35F2,SLC37A4,SLC5A6,SMAD3,SMARCA4,SMC3,SMC4,SMNDC1,SNAP25,SNCA,SNX11,SNX6,SOCS2,SORBS3,SOX2,SOX4,SPAG4,SPAG7,SPDEF,SPEN,SPP1,SPR,SPRED2,SPTAN1,SPTLC2,SQRDL,SQSTM1,SRC,SSBP2,ST3GAL5,ST6GALNAC2,ST7,STAP2,STAT1,STAT3,STMN1,STUB1,STX1A,STX4,SUPV3L1,SUV39H1,SUZ12,SYNE2,SYNGR3,TARBP1,TATDN2,TBC1D9B,TBP,TBPL1,TBX2,TCEA2,TCEAL4,TCERG1,TCFL5,TCTN1,TERF2IP,TES,TEX10,TGFBR2,THAP11,TIAM1,TIMELESS,TIMM17B,TIMM22,TIMM9,TIMP2,TIPARP,TLE1,TLR4,TM9SF3,TMCO1,TMED10,TMEM109,TMEM110,TMEM2,TMEM50A,TMEM97,TNFRSF21,TNIP1,TOMM70A,TOP2A,TOPBP1,TOR1A,TP53,TP53BP2,TPD52L2,TPM1,TRAK2,TRAM2,TRAPPC3,TRAPPC6A,TRIB1,TRIB3,TRIM2,TSC22D3,TSEN2,TSKU,TSPAN3,TSPAN4,TSPAN6,TSTA3,TUBB6,TWF2,TXLNA,TXNDC9,TXNRD1,UBE2A,UBE2C,UBE2L6,UBE3B,UBE3C,UBQLN2,UFM1,UGDH,USP1,USP14,USP22,USP6NL,USP7,UTP14A,VAPB,VAT1,VAV3,VDAC1,VGLL4,VPS28,VPS72,WDR7,WDTC1,WFS1,WIPF2,XBP1,XPNPEP1,XPO7,YKT6,YME1L1,YTHDF1,ZDHHC6,ZFP36,ZMYM2,ZNF274,ZNF318,ZNF586,ZNF589,ZW10
AARS,17,0,1,1,1,1,0,4,0,0,4,1,0,1,0,1,1,1,0,1,0,3,0,0,1,1,1,0,0,0,1,1,1,0,0,1,2,2,0,0,1,0,0,0,0,1,2,5,1,0,1,2,0,1,0,0,0,2,8,1,0,2,1,0,0,1,0,0,1,2,1,2,1,0,0,0,0,0,1,0,2,0,3,0,1,2,2,3,0,2,2,1,0,0,0,1,0,0,1,2,0,2,8,0,0,2,0,4,0,0,0,4,0,1,0,0,1,0,0,1,0,0,3,4,2,0,0,1,1,1,0,0,5,0,0,1,0,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,4,0,4,0,0,1,1,0,0,3,13,0,5,0,1,1,1,1,1,2,1,1,0,0,2,2,1,0,0,1,1,0,0,1,2,2,1,0,0,0,2,0,2,0,0,0,1,0,6,0,3,2,3,0,0,1,2,1,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,0,0,2,0,3,1,1,0,1,2,3,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,5,0,2,2,0,0,0,1,0,5,2,2,0,1,2,2,0,0,1,0,1,1,1,1,4,0,1,1,0,0,1,4,0,5,0,0,1,0,1,0,1,4,1,0,0,1,0,0,0,0,3,3,1,1,0,0,1,3,1,0,2,0,1,0,0,0,4,1,0,2,3,0,0,0,6,1,0,0,0,0,5,2,1,5,0,0,0,0,1,0,0,0,0,0,3,2,0,2,2,3,1,0,1,0,1,3,1,1,0,0,2,0,0,0,1,0,0,0,1,0,2,1,2,2,0,0,0,1,2,1,2,1,1,0,3,1,1,0,0,2,0,1,0,0,1,0,0,1,0,1,0,2,13,0,1,6,1,4,1,2,1,0,1,0,1,1,0,0,0,2,0,0,1,0,1,0,0,1,1,1,1,3,0,1,0,1,2,2,3,1,1,0,0,2,3,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,13,0,1,1,1,0,0,1,0,0,0,0,0,1,13,0,0,0,0,0,1,1,3,1,0,4,2,0,0,0,1,0,2,0,1,1,0,1,2,0,1,1,0,1,0,1,1,2,0,0,3,0,1,0,0,0,0,1,1,0,2,0,1,0,0,0,0,1,0,2,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0,1,0,2,1,0,0,1,2,4,1,0,0,5,0,0,0,0,1,2,0,2,1,1,0,1,1,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,3,3,0,0,1,0,0,1,0,1,6,1,1,1,0,0,0,2,0,1,1,3,0,2,3,0,1,1,1,1,1,0,0,0,0,3,0,1,3,1,0,1,0,1,1,1,0,0,0,0,0,1,1,2,1,0,0,1,5,0,0,0,2,0,0,1,1,0,2,0,0,0,0,3,2,0,1,0,0,6,0,2,2,0,4,3,0,1,1,2,2,0,0,1,4,0,2,0,6,2,0,1,0,0,3,1,0,0,0,0,6,0,14,0,0,1,1,0,0,4,0,1,1,0,0,1,1,1,0,1,2,1,0,0,0,1,2,1,0,4,1,1,0,0,0,0,0,1,0,2,0,0,1,1,1,2,0,0,0,1,0,0,1
ABCB6,0,7,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,2,1,0,1,3,0,0,1,0,0,2,0,0,0,1,3,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,2,4,0,1,1,0,0,1,3,0,1,0,0,0,0,0,5,0,4,0,3,2,0,5,3,5,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,1,0,1,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,3,0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,3,3,0,0,0,0,2,0,3,3,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,3,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,2,1,1,0,1,1,0,1,0,0,0,0,0,1,1,2,0,0,1,0,0,0,2,0,0,0,0,3,1,0,0,0,0,1,1,0,2,1,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,3,0,2,3,0,1,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2,2,4,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,2,1,0,3,5,2,0,1,0,0,4,0,0,1,0,1,0,1,0,0,0,0,0,1,0,3,0,0,1,0,3,4,0,1,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ABCC5,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ABHD4,1,1,0,6,0,0,0,0,0,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,0,0,1,1,0,0,4,0,0,1,0,0,0,0,0,0,2,1,1,3,0,0,0,0,2,1,1,1,0,1,1,1,0,2,2,1,0,0,1,0,0,0,0,1,0,0,3,0,2,1,3,0,0,3,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,2,2,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,2,1,1,1,1,0,0,2,0,0,0,0,3,1,1,0,0,0,0,0,0,2,3,1,1,1,1,0,1,0,0,0,0,1,1,0,1,3,1,0,0,0,1,0,0,2,1,1,0,0,1,2,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,2,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,3,1,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,1,2,0,2,3,0,1,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,2,2,0,1,0,0,2,1,0,0,1,0,1,1,0,0,0,0,1,1,1,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,2,0,1,1,2,1,0,0,0,0,1,0,1,0,0,0,2,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,3,1,0,1,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,0,0,2,0,0,1,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,1,0,0,0,1,1,0,0,1,1,2,0,0,0
ABHD6,1,0,0,0,4,0,0,0,0,1,0,1,0,1,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,2,1,0,0,0,2,0,0,2,0,0,0,1,0,0,0,2,0,1,0,1,1,0,2,0,1,0,0,1,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,1,1,1,1,0,1,2,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,2,1,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,3,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,2,0,2,1,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,2,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ABL1,1,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
