moa	dose	assay	avg_precision	no_of_compounds_per_moa	median_replicate_correlation	p_value_percent_matching
histamine receptor antagonist	10 uM	Cell Painting	0.026864824741010047	24	0.016887986405726328	0.432
histamine receptor antagonist	All	Cell Painting	0.022913752184857167	138	0.003508676507197493	1
histamine receptor antagonist	0.04 uM	L1000	0.02195830000966227	24	0.03057111591228856	0.338
histamine receptor antagonist	0.12 uM	L1000	0.02727555754955965	24	0.033598124623743564	0.148
histamine receptor antagonist	0.37 uM	L1000	0.027435299967234303	24	0.04073038869992605	0.121
histamine receptor antagonist	1.11 uM	L1000	0.025700234809546106	24	0.02766527738997304	0.325
histamine receptor antagonist	3.33 uM	L1000	0.024130433446907986	24	0.025433032097236668	0.345
histamine receptor antagonist	10 uM	L1000	0.026104640359991712	24	0.037821029030541436	0.169
histamine receptor antagonist	All	L1000	0.025067282333800067	144	0.03487166015813446	0
histamine receptor modulator	All	Cell Painting	9.788979390272688e-4	12	-0.0026019542389364987	0.996
histamine receptor modulator	All	L1000	6.55498540745762e-4	12	-0.023347904338117162	1
hiv integrase inhibitor	0.04 uM	Cell Painting	0.004281390739122301	3	0.03366942422485762	0.173
hiv integrase inhibitor	0.12 uM	Cell Painting	0.0057060249114149015	3	0.03145376974433395	0.169
hiv integrase inhibitor	0.37 uM	Cell Painting	0.005186465318832164	3	0.0754282055573029	0.017
hiv integrase inhibitor	1.11 uM	Cell Painting	0.0031587063725300527	3	0.01628247488534235	0.347
hiv integrase inhibitor	3.33 uM	Cell Painting	0.0052979757077966216	3	0.02501632999059241	0.266
hiv integrase inhibitor	10 uM	Cell Painting	0.0033979592218366	3	0.015298598959460293	0.486
hiv integrase inhibitor	All	Cell Painting	0.0030206718209655125	18	0.029720147566413467	0
hiv integrase inhibitor	0.04 uM	L1000	0.006064857902006078	3	0.16876177849231633	0.017
hiv integrase inhibitor	0.12 uM	L1000	0.0027767143781932337	3	-0.005624026897127513	0.614
hiv integrase inhibitor	0.37 uM	L1000	0.0020942434772682197	3	-0.06661314340453986	0.909
hiv integrase inhibitor	1.11 uM	L1000	0.0025221440443371156	3	-0.04491046291218276	0.842
hiv integrase inhibitor	3.33 uM	L1000	0.0025090906774856304	3	-0.02276115033239108	0.729
hiv integrase inhibitor	10 uM	L1000	0.005276243403483547	3	0.10793100654977067	0.082
hiv integrase inhibitor	All	L1000	0.0020265222917124214	18	0.01071131904023847	0.979
hiv protease inhibitor	0.04 uM	Cell Painting	0.004258112006657702	5	-0.012832000030757431	0.9
hiv protease inhibitor	0.12 uM	Cell Painting	0.007375269295645654	5	0.02086456316240371	0.253
hiv protease inhibitor	0.37 uM	Cell Painting	0.004991552348560366	5	0.01691885123390328	0.256
hiv protease inhibitor	1.11 uM	Cell Painting	0.00499228097989308	5	-0.003463948192274423	0.72
hiv protease inhibitor	3.33 uM	Cell Painting	0.004571333629838161	5	0.0015803608784162623	0.596
hiv protease inhibitor	10 uM	Cell Painting	0.007885136966556133	5	0.027878308928575884	0.282
hiv protease inhibitor	All	Cell Painting	0.003800634373101239	30	-0.0011798838733253088	1
hiv protease inhibitor	0.04 uM	L1000	0.003477953244955799	5	-0.04680464503202203	0.966
hiv protease inhibitor	0.12 uM	L1000	0.00384163398286289	5	0.006317779738567545	0.677
hiv protease inhibitor	0.37 uM	L1000	0.004203608393749448	5	0.02928870704274606	0.436
hiv protease inhibitor	1.11 uM	L1000	0.004579731797476987	5	-0.03280392926289294	0.936
hiv protease inhibitor	3.33 uM	L1000	0.004240894898369098	5	0.018801606412142215	0.507
hiv protease inhibitor	10 uM	L1000	0.004363267341767063	5	0.035417183302195655	0.362
hiv protease inhibitor	All	L1000	0.0036695045577268687	30	0.0160355048316876	0.947
hmgcr inhibitor	0.04 uM	Cell Painting	0.006688183602250666	5	0.040273443337700866	0.045
hmgcr inhibitor	0.12 uM	Cell Painting	0.0038498433969887036	5	-0.007048726724356826	0.81
hmgcr inhibitor	0.37 uM	Cell Painting	0.0040110981245087335	5	-0.0012859941835832841	0.694
hmgcr inhibitor	1.11 uM	Cell Painting	0.008616109165371602	5	0.01131766587019979	0.393
hmgcr inhibitor	3.33 uM	Cell Painting	0.01602459789376937	5	0.004007489660499595	0.547
hmgcr inhibitor	10 uM	Cell Painting	0.0296268765110141	5	0.0495621730644855	0.102
hmgcr inhibitor	All	Cell Painting	0.004990572938956465	30	0.00804216911577419	0.169
hmgcr inhibitor	0.04 uM	L1000	0.004634654224612572	5	0.011244771424168918	0.626
hmgcr inhibitor	0.12 uM	L1000	0.004122510255800884	5	-0.0015304421800900435	0.772
hmgcr inhibitor	0.37 uM	L1000	0.0047474818465211045	5	0.006352350605270443	0.677
hmgcr inhibitor	1.11 uM	L1000	0.007305524050179353	5	0.053557734891859825	0.187
hmgcr inhibitor	3.33 uM	L1000	0.005254870721454056	5	-0.011226206821091623	0.815
hmgcr inhibitor	10 uM	L1000	0.06638558736254178	5	0.039869316328702886	0.328
hmgcr inhibitor	All	L1000	0.005358531150615568	30	0.0015779286693664294	1
hsp inhibitor	0.04 uM	Cell Painting	0.0895786517775972	5	0.02379169236146562	0.167
hsp inhibitor	0.12 uM	Cell Painting	0.07448263887535256	5	0.06179563575806861	0.004
hsp inhibitor	0.37 uM	Cell Painting	0.15579621262264148	5	0.29158124824503484	0.001
hsp inhibitor	1.11 uM	Cell Painting	0.21021386357539518	5	0.35699523197632943	0
hsp inhibitor	3.33 uM	Cell Painting	0.13261724389112733	5	0.3674167692548067	0
hsp inhibitor	10 uM	Cell Painting	0.12599257059199234	5	0.3227394150762182	0
hsp inhibitor	All	Cell Painting	0.09989035278567497	30	0.2806764576689837	0
hsp inhibitor	0.04 uM	L1000	0.1453082930726706	5	0.1202837558186641	0.015
hsp inhibitor	0.12 uM	L1000	0.30587537514533175	5	0.02972171550842905	0.417
hsp inhibitor	0.37 uM	L1000	0.44421816643118434	5	0.3351257414088135	0
hsp inhibitor	1.11 uM	L1000	0.7412066249163024	5	0.6968216548980803	0
hsp inhibitor	3.33 uM	L1000	0.9999999999999999	5	0.7037139339523656	0
hsp inhibitor	10 uM	L1000	0.9999999999999999	5	0.7374533799410818	0
hsp inhibitor	All	L1000	0.5356986633478421	30	0.33994731927369115	0
immunostimulant	All	Cell Painting	6.738673728465057e-4	12	-0.027693758667135793	1
immunostimulant	All	L1000	0.0036211385640990577	12	0.07766924368785993	0
immunosuppressant	All	Cell Painting	0.0014222708366823412	12	0.01544869413349136	0.014
immunosuppressant	All	L1000	8.3400371940806e-4	12	-0.008234747043876106	1
inosine monophosphate dehydrogenase inhibitor	All	Cell Painting	0.02441632937699268	12	0.0281266356287216	0
inosine monophosphate dehydrogenase inhibitor	All	L1000	0.04973451462883371	12	0.0031121630326060063	0.993
insulin secretagogue	0.04 uM	Cell Painting	0.0023668895379452635	4	-0.03611663019841692	0.987
insulin secretagogue	0.12 uM	Cell Painting	0.0033348784832609793	4	-0.017247053964666876	0.888
insulin secretagogue	0.37 uM	Cell Painting	0.002681531013521131	4	-0.015615920656684712	0.86
insulin secretagogue	1.11 uM	Cell Painting	0.0030010505251935847	4	-0.002066890858747153	0.66
insulin secretagogue	3.33 uM	Cell Painting	0.003821249807496217	4	0.009312162647102076	0.444
insulin secretagogue	10 uM	Cell Painting	0.0045042189179563584	4	0.044075957832730675	0.171
insulin secretagogue	All	Cell Painting	0.0024049931104957387	24	-0.010868369931570851	1
insulin secretagogue	0.04 uM	L1000	0.0036653768959561293	4	0.037919438672735645	0.352
insulin secretagogue	0.12 uM	L1000	0.004319492154286328	4	0.05470968722235471	0.186
insulin secretagogue	0.37 uM	L1000	0.006605490761437342	4	0.09449021544097844	0.067
insulin secretagogue	1.11 uM	L1000	0.006755676440070074	4	0.07915869042248432	0.094
insulin secretagogue	3.33 uM	L1000	0.00376682410972701	4	0.04058132530030492	0.293
insulin secretagogue	10 uM	L1000	0.0027407256992533413	4	0.012794635544816364	0.596
insulin secretagogue	All	L1000	0.0031259762177450203	24	0.05336349969148043	0
insulin sensitizer	All	Cell Painting	0.004711097654887768	12	0.028222181540122335	0
insulin sensitizer	All	L1000	0.004519277913065256	12	0.09126825725693412	0
integrin antagonist	0.04 uM	Cell Painting	0.011035107988855071	5	-0.00843796183850958	0.838
integrin antagonist	0.12 uM	Cell Painting	0.0058061418985253235	5	0.001875080956462331	0.651
integrin antagonist	0.37 uM	Cell Painting	0.005512125469760669	5	0.012903171856926078	0.348
integrin antagonist	1.11 uM	Cell Painting	0.004956145532617705	5	0.00362809336330135	0.554
integrin antagonist	3.33 uM	Cell Painting	0.014800214132900799	5	-0.009659201450031924	0.827
integrin antagonist	10 uM	Cell Painting	0.029037716194709705	5	0.03716653570399585	0.168
integrin antagonist	All	Cell Painting	0.004300853470372049	30	-0.005018283992063452	1
integrin antagonist	0.04 uM	L1000	0.005863243479643088	5	0.031415297388940146	0.422
integrin antagonist	0.12 uM	L1000	0.006915607802759971	5	0.04665596133809101	0.241
integrin antagonist	0.37 uM	L1000	0.006799313237384887	5	0.0015912531837799686	0.726
integrin antagonist	1.11 uM	L1000	0.005233274876702467	5	-0.002978967925105702	0.768
integrin antagonist	3.33 uM	L1000	0.0054863490267347634	5	-0.02878147192035483	0.914
integrin antagonist	10 uM	L1000	0.005368893443318573	5	0.023189230369884205	0.502
integrin antagonist	All	L1000	0.0043028417667804525	30	0.021102237171767617	0.657
isocitrate dehydrogenase inhibitor	All	Cell Painting	0.0015868687634559577	12	0.011879998204659266	0.079
isocitrate dehydrogenase inhibitor	All	L1000	0.0012138038437161237	12	0.03731752314858782	0.042
jak inhibitor	0.04 uM	Cell Painting	0.007938348724943181	5	0.023890698580018275	0.165
jak inhibitor	0.12 uM	Cell Painting	0.006385098279929604	5	-0.0027960426662788124	0.736
jak inhibitor	0.37 uM	Cell Painting	0.0060186555646047826	5	0.0019921259846971606	0.622
jak inhibitor	1.11 uM	Cell Painting	0.006291359860645615	5	0.02474339171798512	0.153
jak inhibitor	3.33 uM	Cell Painting	0.01674685434818999	5	0.04918339869946954	0.012
jak inhibitor	10 uM	Cell Painting	0.019577419074209942	5	0.06202464867430396	0.05
jak inhibitor	All	Cell Painting	0.005724796557442506	30	0.015304134187994322	0.001
jak inhibitor	0.04 uM	L1000	0.0053519088666586995	5	-0.04061491369470634	0.956
jak inhibitor	0.12 uM	L1000	0.0033451207317007846	5	-0.015677592907734874	0.869
jak inhibitor	0.37 uM	L1000	0.009960106245721226	5	0.015579314696136794	0.581
jak inhibitor	1.11 uM	L1000	0.005445764626230907	5	0.05518722779296251	0.177
jak inhibitor	3.33 uM	L1000	0.005662774980705722	5	0.030948639652851617	0.357
jak inhibitor	10 uM	L1000	0.006194784462032837	5	0.018378435415352085	0.556
jak inhibitor	All	L1000	0.003775469986017485	30	0.010916976029419346	0.999
jnk inhibitor	All	Cell Painting	0.035144511617343846	12	0.034641067901734435	0
jnk inhibitor	All	L1000	0.004700751371461427	12	0.07013862682897887	0
leukotriene receptor antagonist	0.04 uM	Cell Painting	0.007427347011398119	4	0.018417063182151326	0.299
leukotriene receptor antagonist	0.12 uM	Cell Painting	0.003366697186704392	4	0.0029621101835569648	0.596
leukotriene receptor antagonist	0.37 uM	Cell Painting	0.005291618442963373	4	-0.010007611352813823	0.793
leukotriene receptor antagonist	1.11 uM	Cell Painting	0.002841927478405349	4	-0.0275349537209083	0.948
leukotriene receptor antagonist	3.33 uM	Cell Painting	0.0034175376605583008	4	-0.009904449582223205	0.806
leukotriene receptor antagonist	10 uM	Cell Painting	0.0061967117684792305	4	0.010656437659679791	0.567
leukotriene receptor antagonist	All	Cell Painting	0.0032002351662547223	24	0.0026592767077630256	0.964
leukotriene receptor antagonist	0.04 uM	L1000	0.005835510897857679	4	0.06655194146439868	0.181
leukotriene receptor antagonist	0.12 uM	L1000	0.004158912468210149	4	0.009081338971427403	0.632
leukotriene receptor antagonist	0.37 uM	L1000	0.006069621173593542	4	0.02570035448287849	0.48
leukotriene receptor antagonist	1.11 uM	L1000	0.011524329979339781	4	0.030766334694953608	0.403
leukotriene receptor antagonist	3.33 uM	L1000	0.006438532038973639	4	0.01199011117902564	0.575
leukotriene receptor antagonist	10 uM	L1000	0.0037889966845451955	4	0.033804612172974896	0.393
leukotriene receptor antagonist	All	L1000	0.004268528304125865	24	0.038472824496002554	0.002
lipase inhibitor	All	Cell Painting	9.390814246729695e-4	12	-0.004655790158831569	0.999
lipase inhibitor	All	L1000	0.0020805359534651464	12	0.03661314839349256	0.048
lipoxygenase inhibitor	0.04 uM	Cell Painting	0.0027633709166329963	3	0.00812330882366598	0.462
lipoxygenase inhibitor	0.12 uM	Cell Painting	0.008382835555249348	3	0.010601628375837563	0.411
lipoxygenase inhibitor	0.37 uM	Cell Painting	0.005788931320846215	3	0.01273664637807974	0.407
lipoxygenase inhibitor	1.11 uM	Cell Painting	0.001901683922460303	3	-0.015270074878145095	0.774
lipoxygenase inhibitor	3.33 uM	Cell Painting	0.006445990890617438	3	0.052240127705078215	0.071
lipoxygenase inhibitor	10 uM	Cell Painting	0.001861513998868107	3	-0.031665634252610084	0.921
lipoxygenase inhibitor	All	Cell Painting	0.0019684519532910663	18	7.936321715486644e-4	0.982
lipoxygenase inhibitor	0.04 uM	L1000	0.0025621995802483388	3	0.024555196919252287	0.426
lipoxygenase inhibitor	0.12 uM	L1000	0.0028606909979276224	3	0.04887007890779817	0.272
lipoxygenase inhibitor	0.37 uM	L1000	0.0027570402426728906	3	0.02742571346146482	0.443
lipoxygenase inhibitor	1.11 uM	L1000	0.005014550684183851	3	0.043907986148544215	0.305
lipoxygenase inhibitor	3.33 uM	L1000	0.0018873639443949403	3	-0.011157424851012076	0.65
lipoxygenase inhibitor	10 uM	L1000	0.00281008797015697	3	-0.004766983729766997	0.647
lipoxygenase inhibitor	All	L1000	0.0018420501150068264	18	0.011839538106944358	0.97
matrix metalloprotease inhibitor	0.04 uM	Cell Painting	0.002871816793925519	3	-0.016643512842329778	0.79
matrix metalloprotease inhibitor	0.12 uM	Cell Painting	0.0027271666588662034	3	-0.010173642091950808	0.741
matrix metalloprotease inhibitor	0.37 uM	Cell Painting	0.006820307155350352	3	-0.023084763416514928	0.855
matrix metalloprotease inhibitor	1.11 uM	Cell Painting	0.004464350986800546	3	0.0089867332007183	0.443
matrix metalloprotease inhibitor	3.33 uM	Cell Painting	0.02268300239402901	3	0.08360263141126342	0.016
matrix metalloprotease inhibitor	10 uM	Cell Painting	0.02178391963070026	3	0.11287040724138471	0.035
matrix metalloprotease inhibitor	All	Cell Painting	0.003967558999111755	18	0.026016003060218285	0
matrix metalloprotease inhibitor	0.04 uM	L1000	0.0023659680249774667	3	-0.051065089790967744	0.832
matrix metalloprotease inhibitor	0.12 uM	L1000	0.0019049456134587724	3	-0.06039730535868392	0.88
matrix metalloprotease inhibitor	0.37 uM	L1000	0.005366243142944429	3	0.024090760110732634	0.47
matrix metalloprotease inhibitor	1.11 uM	L1000	0.003282044113121995	3	-0.06428921932872836	0.892
matrix metalloprotease inhibitor	3.33 uM	L1000	0.003549158718985582	3	0.02572651619220945	0.395
matrix metalloprotease inhibitor	10 uM	L1000	0.027045062946928964	3	0.103949268051317	0.091
matrix metalloprotease inhibitor	All	L1000	0.0023856766238104965	18	0.012199972853324265	0.961
mdm inhibitor	0.04 uM	Cell Painting	0.031153305840661106	3	0.07607910968342606	0.018
mdm inhibitor	0.12 uM	Cell Painting	0.11362625438599948	3	0.005024147127264466	0.513
mdm inhibitor	0.37 uM	Cell Painting	0.33865953808297494	3	0.02200121990528871	0.276
mdm inhibitor	1.11 uM	Cell Painting	0.3428292137969557	3	0.07533133661257488	0.027
mdm inhibitor	3.33 uM	Cell Painting	0.36375049934371967	3	0.21144117110341992	0.001
mdm inhibitor	10 uM	Cell Painting	0.23964378413517884	3	0.22218662439118134	0.003
mdm inhibitor	All	Cell Painting	0.08562146996465117	18	0.10364019025856819	0
mdm inhibitor	0.04 uM	L1000	0.00180322466290994	3	-0.08151158870132201	0.918
mdm inhibitor	0.12 uM	L1000	0.002845029025425809	3	-0.006790807171939637	0.621
mdm inhibitor	0.37 uM	L1000	0.024465790047054414	3	0.023298963013852293	0.475
mdm inhibitor	1.11 uM	L1000	0.17211117979714724	3	0.20462402030140306	0.006
mdm inhibitor	3.33 uM	L1000	0.40378324426963597	3	0.44334374770924306	0
mdm inhibitor	10 uM	L1000	0.8857142857142857	3	0.6834689372653592	0
mdm inhibitor	All	L1000	0.09618677104246452	18	0.06559270436261627	0
mek inhibitor	0.04 uM	Cell Painting	0.07267024430760685	8	0.16943328012062248	0
mek inhibitor	0.12 uM	Cell Painting	0.23380810983048028	8	0.22201471573434242	0
mek inhibitor	0.37 uM	Cell Painting	0.5843148791522819	8	0.3323275691232261	0
mek inhibitor	1.11 uM	Cell Painting	0.6277091509805295	8	0.37847732277633084	0
mek inhibitor	3.33 uM	Cell Painting	0.5865875321515294	8	0.4099457923183255	0
mek inhibitor	10 uM	Cell Painting	0.5773485167562769	8	0.4296945634488759	0
mek inhibitor	All	Cell Painting	0.3312392763452995	48	0.29530174677688653	0
mek inhibitor	0.04 uM	L1000	0.15817771919910337	8	0.17654681413958412	0.001
mek inhibitor	0.12 uM	L1000	0.5072844536955659	8	0.28515164909042734	0
mek inhibitor	0.37 uM	L1000	0.8689063236984457	8	0.5035473825511201	0
mek inhibitor	1.11 uM	L1000	0.9429192379657815	8	0.5508164705458369	0
mek inhibitor	3.33 uM	L1000	0.9999999999999999	8	0.6190278638384056	0
mek inhibitor	10 uM	L1000	0.9850313877354715	8	0.6716873912992891	0
mek inhibitor	All	L1000	0.6255823960743335	48	0.4611769067946221	0
membrane permeability inhibitor	All	Cell Painting	6.59810796026359e-4	12	-0.03126115985621808	1
membrane permeability inhibitor	All	L1000	7.865069175408663e-4	12	0.03769288432667291	0.038
microtubule inhibitor	0.04 uM	Cell Painting	0.011118713287530321	3	0.018612372866224455	0.324
microtubule inhibitor	0.12 uM	Cell Painting	0.11780548442317469	3	0.07395537108133231	0.012
microtubule inhibitor	0.37 uM	Cell Painting	0.09201426024955436	3	0.026294844082993624	0.232
microtubule inhibitor	1.11 uM	Cell Painting	0.02426372084538118	3	0.029150626204889833	0.2
microtubule inhibitor	3.33 uM	Cell Painting	0.01012781713787405	3	0.056338532564118644	0.056
microtubule inhibitor	10 uM	Cell Painting	0.007603142876536588	3	0.02853102228935584	0.362
microtubule inhibitor	All	Cell Painting	0.021330787486310666	18	0.04350162491392584	0
microtubule inhibitor	0.04 uM	L1000	0.0039001127354135585	3	0.08993461917516103	0.116
microtubule inhibitor	0.12 uM	L1000	0.015104061837442194	3	0.11872533771164354	0.062
microtubule inhibitor	0.37 uM	L1000	0.058232700635126824	3	0.07077446448193793	0.189
microtubule inhibitor	1.11 uM	L1000	0.059921843175431685	3	0.07259429002592993	0.164
microtubule inhibitor	3.33 uM	L1000	0.021810174418250547	3	0.0017229239935670796	0.558
microtubule inhibitor	10 uM	L1000	0.014681179634049706	3	0.0916411471765792	0.115
microtubule inhibitor	All	L1000	0.015101516222946625	18	0.07217515145543155	0
mineralocorticoid receptor antagonist	0.04 uM	Cell Painting	0.00610707382952302	3	0.0459448675486799	0.094
mineralocorticoid receptor antagonist	0.12 uM	Cell Painting	0.006042485054439108	3	0.021848676494758825	0.261
mineralocorticoid receptor antagonist	0.37 uM	Cell Painting	0.0032219592844515864	3	0.026462274266961235	0.232
mineralocorticoid receptor antagonist	1.11 uM	Cell Painting	0.015082462875433484	3	0.03840157930359636	0.139
mineralocorticoid receptor antagonist	3.33 uM	Cell Painting	0.008754303739042063	3	0.041880810094181625	0.123
mineralocorticoid receptor antagonist	10 uM	Cell Painting	0.015438528527314211	3	0.08695683098503555	0.075
mineralocorticoid receptor antagonist	All	Cell Painting	0.002881280118413994	18	0.020670341831896616	0
mineralocorticoid receptor antagonist	0.04 uM	L1000	0.002713911649200374	3	-0.08148227081925062	0.918
mineralocorticoid receptor antagonist	0.12 uM	L1000	0.002017681039441124	3	-0.07979273588598039	0.922
mineralocorticoid receptor antagonist	0.37 uM	L1000	0.002621582624548725	3	-0.05614800386342803	0.884
mineralocorticoid receptor antagonist	1.11 uM	L1000	0.002785820069685277	3	-0.010390900256672376	0.659
mineralocorticoid receptor antagonist	3.33 uM	L1000	0.002740512915834294	3	-0.03230735800042096	0.788
mineralocorticoid receptor antagonist	10 uM	L1000	0.0050049429474920346	3	0.059510930326524256	0.236
mineralocorticoid receptor antagonist	All	L1000	0.001939407727164511	18	-0.004876518324168173	1
monoamine oxidase inhibitor	0.04 uM	Cell Painting	0.005110577600190681	6	-0.001965959558518809	0.733
monoamine oxidase inhibitor	0.12 uM	Cell Painting	0.00432686056335066	6	-0.004178001166181549	0.774
monoamine oxidase inhibitor	0.37 uM	Cell Painting	0.006585253496683222	6	0.006636729811181604	0.478
monoamine oxidase inhibitor	1.11 uM	Cell Painting	0.007054516942163603	6	0.002809951363116741	0.621
monoamine oxidase inhibitor	3.33 uM	Cell Painting	0.0046389018446471395	6	-0.013080581132249997	0.932
monoamine oxidase inhibitor	10 uM	Cell Painting	0.004565278894267895	6	-0.004994073837492306	0.888
monoamine oxidase inhibitor	All	Cell Painting	0.00486915811435393	36	0.0025326765189576874	0.989
monoamine oxidase inhibitor	0.04 uM	L1000	0.005318866656823662	6	0.012034169170134036	0.673
monoamine oxidase inhibitor	0.12 uM	L1000	0.007719356284021099	6	0.057334238488581164	0.125
monoamine oxidase inhibitor	0.37 uM	L1000	0.005220316167040477	6	0.06838377015122715	0.102
monoamine oxidase inhibitor	1.11 uM	L1000	0.005888919727327905	6	0.03316720082788768	0.321
monoamine oxidase inhibitor	3.33 uM	L1000	0.005187866240010721	6	0.02198503496469122	0.447
monoamine oxidase inhibitor	10 uM	L1000	0.005947128591133449	6	0.0459626387119386	0.276
monoamine oxidase inhibitor	All	L1000	0.005286355888883768	36	0.031205077573069145	0.011
mtor inhibitor	0.04 uM	Cell Painting	0.14781417714582903	6	0.2106155766144697	0
mtor inhibitor	0.12 uM	Cell Painting	0.2186171643131907	6	0.24749596986488717	0
mtor inhibitor	0.37 uM	Cell Painting	0.4594002400531736	6	0.3663088656832304	0
mtor inhibitor	1.11 uM	Cell Painting	0.31270065290304605	6	0.3099254511122797	0
mtor inhibitor	3.33 uM	Cell Painting	0.375501774296256	6	0.3046217619111401	0
mtor inhibitor	10 uM	Cell Painting	0.23802530376313405	6	0.330449092975246	0
mtor inhibitor	All	Cell Painting	0.23850745399618634	36	0.307607629946045	0
mtor inhibitor	0.04 uM	L1000	0.4024367352347553	6	0.3847240198679786	0
mtor inhibitor	0.12 uM	L1000	0.5231380056222641	6	0.3904233043126125	0
mtor inhibitor	0.37 uM	L1000	0.7322158201557929	6	0.431470478245013	0
mtor inhibitor	1.11 uM	L1000	0.7872705839273182	6	0.4710593378159846	0
mtor inhibitor	3.33 uM	L1000	0.6955989916491205	6	0.4642950542878065	0
mtor inhibitor	10 uM	L1000	0.6058591126036328	6	0.4443303821178165	0
mtor inhibitor	All	L1000	0.5629021312188558	36	0.43210987851403315	0
mtor inhibitor|pi3k inhibitor	0.04 uM	Cell Painting	0.04976704010496616	4	0.0779713813717694	0.006
mtor inhibitor|pi3k inhibitor	0.12 uM	Cell Painting	0.12304435517822795	4	0.05596414572970215	0.022
mtor inhibitor|pi3k inhibitor	0.37 uM	Cell Painting	0.22293520416746834	4	0.15742047366097622	0.001
mtor inhibitor|pi3k inhibitor	1.11 uM	Cell Painting	0.3331645987602088	4	0.2153633513097417	0.001
mtor inhibitor|pi3k inhibitor	3.33 uM	Cell Painting	0.30854950963575173	4	0.22968911305125414	0
mtor inhibitor|pi3k inhibitor	10 uM	Cell Painting	0.16928882003511495	4	0.20918226338842966	0.001
mtor inhibitor|pi3k inhibitor	All	Cell Painting	0.16618903382718786	24	0.13934289539765862	0
mtor inhibitor|pi3k inhibitor	0.04 uM	L1000	0.04621151599273474	4	0.052582572954741356	0.253
mtor inhibitor|pi3k inhibitor	0.12 uM	L1000	0.1888542011212918	4	0.09878628689399996	0.049
mtor inhibitor|pi3k inhibitor	0.37 uM	L1000	0.27121733783100876	4	0.133304143318933	0.02
mtor inhibitor|pi3k inhibitor	1.11 uM	L1000	0.37572412507750197	4	0.4297330140941741	0
mtor inhibitor|pi3k inhibitor	3.33 uM	L1000	0.46706695913194074	4	0.5931055248332862	0
mtor inhibitor|pi3k inhibitor	10 uM	L1000	0.4623081529388761	4	0.6671653862167258	0
mtor inhibitor|pi3k inhibitor	All	L1000	0.24651448036785484	24	0.19947792093317304	0
mucolytic agent	0.04 uM	Cell Painting	0.0068025537561370595	3	0.04277973004695011	0.111
mucolytic agent	0.12 uM	Cell Painting	0.0037139910192376963	3	0.023319186988385622	0.247
mucolytic agent	0.37 uM	Cell Painting	0.004058522160724599	3	-0.0024267047388626434	0.607
mucolytic agent	1.11 uM	Cell Painting	0.002229636720903624	3	9.370047679105917e-4	0.556
mucolytic agent	3.33 uM	Cell Painting	0.002221043867510937	3	0.010239425706301214	0.431
mucolytic agent	10 uM	Cell Painting	0.0031030334883148224	3	-0.04789285875221062	0.968
mucolytic agent	All	Cell Painting	0.002109487538217659	18	0.014999369889246689	0.004
mucolytic agent	0.04 uM	L1000	0.001772909225346105	3	-0.01917099224472217	0.698
mucolytic agent	0.12 uM	L1000	0.0036714720910723773	3	-0.14629569258072747	0.982
mucolytic agent	0.37 uM	L1000	0.002670641684975391	3	0.032930631276508554	0.408
mucolytic agent	1.11 uM	L1000	0.007973863665170989	3	0.04754198207943623	0.286
mucolytic agent	3.33 uM	L1000	0.004783825683061951	3	4.4846944081081456e-4	0.563
mucolytic agent	10 uM	L1000	0.0025398177686419784	3	0.015292434658143282	0.521
mucolytic agent	All	L1000	0.0019863172299040424	18	0.016684871702296038	0.834
neurotrophic agent	All	Cell Painting	0.001292611846159582	12	0.030440442579716315	0
neurotrophic agent	All	L1000	7.838810352374385e-4	12	-0.0136057021338216	1
nfkb pathway inhibitor	0.04 uM	Cell Painting	0.006145822799247705	4	-0.003903807719018207	0.724
nfkb pathway inhibitor	0.12 uM	Cell Painting	0.005242148876514401	4	0.01717390890135306	0.314
nfkb pathway inhibitor	0.37 uM	Cell Painting	0.005887940991692713	4	0.022569452066465257	0.213
nfkb pathway inhibitor	1.11 uM	Cell Painting	0.004224130371488226	4	0.024314916432848437	0.202
nfkb pathway inhibitor	3.33 uM	Cell Painting	0.0064225915766164005	4	0.014628949203964113	0.349
nfkb pathway inhibitor	10 uM	Cell Painting	0.0070478129244985034	4	0.069735180219037	0.05
nfkb pathway inhibitor	All	Cell Painting	0.004198028776787792	30	0.013469184909062279	0.003
nfkb pathway inhibitor	0.04 uM	L1000	0.008989561117504725	4	0.04729726379384144	0.285
nfkb pathway inhibitor	0.12 uM	L1000	0.004573975813943679	4	0.014201043258175035	0.57
nfkb pathway inhibitor	0.37 uM	L1000	0.005824829736836951	4	0.0036699105296346627	0.69
nfkb pathway inhibitor	1.11 uM	L1000	0.004635377025286623	4	0.00730678242861702	0.633
nfkb pathway inhibitor	3.33 uM	L1000	0.006301598936222277	4	-0.005583963062682336	0.729
nfkb pathway inhibitor	10 uM	L1000	0.0036344527085634525	4	0.042423832629139235	0.311
nfkb pathway inhibitor	All	L1000	0.0036113039000219126	24	0.018155700948464647	0.827
nitric oxide donor	All	Cell Painting	0.0019415639019479689	12	0.016153305011868187	0.012
nitric oxide donor	All	L1000	7.052667954040896e-4	12	-0.02643713964002497	1
nitric oxide stimulant	All	Cell Painting	8.340535787542916e-4	12	-0.008815579997831093	1
nitric oxide stimulant	All	L1000	0.0010464115562066473	12	0.021884688551681034	0.48
