moa	dose	assay	avg_precision	no_of_compounds_per_moa	median_replicate_correlation	p_value_percent_matching
cck receptor antagonist	All	L1000	0.00232077512230105	24	-0.0020933487785752152	1
cdk inhibitor	0.04 uM	Cell Painting	0.03557299354080149	7	0.06292101865817265	0.001
cdk inhibitor	0.12 uM	Cell Painting	0.08363818573807943	7	0.10220626357604508	0
cdk inhibitor	0.37 uM	Cell Painting	0.07965736391640413	7	0.14559085895485752	0
cdk inhibitor	1.11 uM	Cell Painting	0.08206802769424701	7	0.14310591134634262	0
cdk inhibitor	3.33 uM	Cell Painting	0.12600444477433267	7	0.21741848197441696	0
cdk inhibitor	10 uM	Cell Painting	0.28540068650795614	7	0.26606586473658284	0
cdk inhibitor	All	Cell Painting	0.0714832475194683	42	0.10973081738417556	0
cdk inhibitor	0.04 uM	L1000	0.005506652472571472	7	4.1074255380421453e-4	0.86
cdk inhibitor	0.12 uM	L1000	0.01030404390682553	7	-0.020038867136224662	0.942
cdk inhibitor	0.37 uM	L1000	0.02081193582385672	7	0.05664369991021196	0.134
cdk inhibitor	1.11 uM	L1000	0.11698606451464497	7	0.15980988064323215	0
cdk inhibitor	3.33 uM	L1000	0.11382653169255058	7	0.16340210263045754	0
cdk inhibitor	10 uM	L1000	0.23588840483699922	7	0.21469003238979648	0
cdk inhibitor	All	L1000	0.05742771430032951	42	0.07026554111540742	0
cftr channel agonist	All	Cell Painting	0.0011082981571983671	12	0.003179687914020501	0.778
cftr channel agonist	All	L1000	8.627492673365339e-4	12	0.0031855616401565904	0.993
chelating agent	0.04 uM	Cell Painting	0.0031384696192982373	4	0.006284257572448308	0.518
chelating agent	0.12 uM	Cell Painting	0.0033577453196707643	4	-0.04564397606958824	0.999
chelating agent	0.37 uM	Cell Painting	0.003080774387051818	4	1.2207420648514735e-4	0.637
chelating agent	1.11 uM	Cell Painting	0.0032885494589403133	4	0.009633083087950585	0.428
chelating agent	3.33 uM	Cell Painting	0.0033363893778109973	4	-0.010760410784596641	0.821
chelating agent	10 uM	Cell Painting	0.003031981347213121	4	0.009894917041201337	0.574
chelating agent	All	Cell Painting	0.0026649675229826132	24	-0.0023684239242376635	1
chelating agent	0.04 uM	L1000	0.0047698929134605255	4	0.06310984206233572	0.195
chelating agent	0.12 uM	L1000	0.005712440375042439	4	0.05005287770595852	0.23
chelating agent	0.37 uM	L1000	0.005918664946709279	4	0.01093597257639961	0.634
chelating agent	1.11 uM	L1000	0.004036037044342328	4	0.0069497341179789885	0.636
chelating agent	3.33 uM	L1000	0.004635665833556591	4	0.06830139237212347	0.124
chelating agent	10 uM	L1000	0.0025231506514205573	4	-0.02632028925678195	0.881
chelating agent	All	L1000	0.0031187955219433125	24	0.03394664005596201	0.024
cholesterol inhibitor	0.04 uM	Cell Painting	0.0038216015311339432	3	0.015164442284388291	0.368
cholesterol inhibitor	0.12 uM	Cell Painting	0.010357782897974892	3	0.013346451980555198	0.375
cholesterol inhibitor	0.37 uM	Cell Painting	0.007755865300394909	3	0.043201576123825275	0.102
cholesterol inhibitor	1.11 uM	Cell Painting	0.0019436165303899787	3	-0.011939435226858383	0.738
cholesterol inhibitor	3.33 uM	Cell Painting	0.005015669442546913	3	0.0013226939046029284	0.561
cholesterol inhibitor	10 uM	Cell Painting	0.00783420305075722	3	0.04214527888464872	0.242
cholesterol inhibitor	All	Cell Painting	0.0028295876049293307	18	0.01717944410806646	0.002
cholesterol inhibitor	0.04 uM	L1000	0.002343447570904108	3	-0.032309247486592266	0.768
cholesterol inhibitor	0.12 uM	L1000	0.0033736766614631177	3	0.026175141390599413	0.405
cholesterol inhibitor	0.37 uM	L1000	0.005410894647709831	3	0.04679252499068613	0.32
cholesterol inhibitor	1.11 uM	L1000	0.004121871967473198	3	-0.02459678748284486	0.746
cholesterol inhibitor	3.33 uM	L1000	0.004486720786965068	3	0.026283615160546756	0.39
cholesterol inhibitor	10 uM	L1000	0.004014393205294001	3	0.04128237649517545	0.353
cholesterol inhibitor	All	L1000	0.0024207342014449604	18	0.02669292531540603	0.254
coagulation factor inhibitor	0.04 uM	Cell Painting	0.003543038281051269	4	0.02913683354879461	0.144
coagulation factor inhibitor	0.12 uM	Cell Painting	0.0023059231731836073	4	-0.03484726712270758	0.983
coagulation factor inhibitor	0.37 uM	Cell Painting	0.0071803622379055	4	0.002758099092294226	0.586
coagulation factor inhibitor	1.11 uM	Cell Painting	0.008481048681636578	4	0.006844995516835921	0.482
coagulation factor inhibitor	3.33 uM	Cell Painting	0.003921090433569447	4	0.015410694006396455	0.331
coagulation factor inhibitor	10 uM	Cell Painting	0.005931232886574823	4	0.03098009689571763	0.29
coagulation factor inhibitor	All	Cell Painting	0.003472607357024796	24	-0.0010013409462776195	1
coagulation factor inhibitor	0.04 uM	L1000	0.005035194199681332	4	0.05859160855984752	0.215
coagulation factor inhibitor	0.12 uM	L1000	0.008104441706562989	4	0.13684259420354622	0.016
coagulation factor inhibitor	0.37 uM	L1000	0.0065580466905767075	4	0.04707096664433465	0.291
coagulation factor inhibitor	1.11 uM	L1000	0.002820433581093876	4	-0.07528585020853264	0.979
coagulation factor inhibitor	3.33 uM	L1000	0.007206046928220222	4	0.049274788261094084	0.221
coagulation factor inhibitor	10 uM	L1000	0.002994529166237497	4	-0.08484643744714948	0.99
coagulation factor inhibitor	All	L1000	0.003376621482178214	24	0.0307711658143756	0.058
cyclooxygenase inhibitor	0.04 uM	Cell Painting	0.03071536142108438	27	0.0017630000888233886	0.93
cyclooxygenase inhibitor	0.12 uM	Cell Painting	0.03196709720465369	27	0.010191237151493292	0.241
cyclooxygenase inhibitor	0.37 uM	Cell Painting	0.030721608956069714	27	0.00400335097682829	0.744
cyclooxygenase inhibitor	1.11 uM	Cell Painting	0.030242321420062175	27	0.0026671893922145143	0.833
cyclooxygenase inhibitor	3.33 uM	Cell Painting	0.02961533273716483	27	4.176112750408031e-4	0.963
cyclooxygenase inhibitor	10 uM	Cell Painting	0.029345670266292912	27	0.008501636504501696	0.922
cyclooxygenase inhibitor	All	Cell Painting	0.02968324746511099	150	0.002667076317195393	1
cyclooxygenase inhibitor	0.04 uM	L1000	0.029962194834002382	27	0.021509994297136247	0.8
cyclooxygenase inhibitor	0.12 uM	L1000	0.035474009058532395	27	0.023633699926879644	0.562
cyclooxygenase inhibitor	0.37 uM	L1000	0.0341112121221592	27	0.025800282090626975	0.577
cyclooxygenase inhibitor	1.11 uM	L1000	0.03260174515797967	27	0.028841438796973342	0.258
cyclooxygenase inhibitor	3.33 uM	L1000	0.0336460322801857	27	0.012169622291200593	0.928
cyclooxygenase inhibitor	10 uM	L1000	0.03195528364979694	27	0.022899506208943033	0.707
cyclooxygenase inhibitor	All	L1000	0.03245503275033696	162	0.02410970345098583	0.188
cyclooxygenase inhibitor|prostanoid receptor antagonist	0.04 uM	Cell Painting	0.048078613056637395	4	0.0017120524339023706	0.612
cyclooxygenase inhibitor|prostanoid receptor antagonist	0.12 uM	Cell Painting	0.045691272653491086	4	0.02264842068430893	0.225
cyclooxygenase inhibitor|prostanoid receptor antagonist	0.37 uM	Cell Painting	0.05028498357808653	4	0.0044748442947482306	0.552
cyclooxygenase inhibitor|prostanoid receptor antagonist	1.11 uM	Cell Painting	0.04039830851098357	4	-0.00984756247037	0.793
cyclooxygenase inhibitor|prostanoid receptor antagonist	3.33 uM	Cell Painting	0.04172074723171333	4	8.78788985418032e-4	0.616
cyclooxygenase inhibitor|prostanoid receptor antagonist	10 uM	Cell Painting	0.03925427696295437	4	-0.04395359517895368	0.995
cyclooxygenase inhibitor|prostanoid receptor antagonist	All	Cell Painting	0.03963309966059092	24	0.0036035241776737293	0.897
cyclooxygenase inhibitor|prostanoid receptor antagonist	0.04 uM	L1000	0.033748396114825385	4	0.03326156242233237	0.387
cyclooxygenase inhibitor|prostanoid receptor antagonist	0.12 uM	L1000	0.04353051467457314	4	0.01047400330438999	0.61
cyclooxygenase inhibitor|prostanoid receptor antagonist	0.37 uM	L1000	0.04330647756083816	4	0.05273080822634311	0.25
cyclooxygenase inhibitor|prostanoid receptor antagonist	1.11 uM	L1000	0.036813103601268805	4	0.02376050051950399	0.474
cyclooxygenase inhibitor|prostanoid receptor antagonist	3.33 uM	L1000	0.043012734805428415	4	0.016838957835850998	0.527
cyclooxygenase inhibitor|prostanoid receptor antagonist	10 uM	L1000	0.03687123383682499	4	-0.04764468919096887	0.954
cyclooxygenase inhibitor|prostanoid receptor antagonist	All	L1000	0.036420570336446294	24	0.013878491227981004	0.974
cytochrome p450 inhibitor	All	Cell Painting	7.635372394791161e-4	12	-0.03225261489345804	1
cytochrome p450 inhibitor	All	L1000	8.608456776488842e-4	12	0.017607227748527347	0.71
diacylglycerol o acyltransferase inhibitor	All	Cell Painting	0.03836178916585523	12	0.14206035679461726	0
diacylglycerol o acyltransferase inhibitor	All	L1000	0.02394470054505078	12	0.18674641862184338	0
dihydrofolate reductase inhibitor	All	Cell Painting	8.470661203573726e-4	12	0.0028400981743698433	0.803
dihydrofolate reductase inhibitor	All	L1000	8.383576524335068e-4	12	0.012822440391429194	0.883
dihydroorotate dehydrogenase inhibitor	All	Cell Painting	0.009314087700784828	12	0.02740513071257786	0
dihydroorotate dehydrogenase inhibitor	All	L1000	0.002119498232695142	12	0.045814444153223693	0.006
dipeptidyl peptidase inhibitor	0.04 uM	Cell Painting	0.0058431482143497795	3	0.06256219686757054	0.039
dipeptidyl peptidase inhibitor	0.12 uM	Cell Painting	0.004747145461049882	3	0.016353499672608636	0.339
dipeptidyl peptidase inhibitor	0.37 uM	Cell Painting	0.006331345314732145	3	0.01840943036390507	0.321
dipeptidyl peptidase inhibitor	1.11 uM	Cell Painting	0.00752364766638148	3	0.01692700136593523	0.336
dipeptidyl peptidase inhibitor	3.33 uM	Cell Painting	0.0043050993585692105	3	0.008056479236501064	0.459
dipeptidyl peptidase inhibitor	10 uM	Cell Painting	0.003895163408392015	3	0.021159732785548016	0.439
dipeptidyl peptidase inhibitor	All	Cell Painting	0.002266648328748837	18	0.007023767428547541	0.322
dipeptidyl peptidase inhibitor	0.04 uM	L1000	0.004714347343357332	3	-0.019673493918381905	0.701
dipeptidyl peptidase inhibitor	0.12 uM	L1000	0.005364048383170024	3	0.010373166739104779	0.504
dipeptidyl peptidase inhibitor	0.37 uM	L1000	0.005420601857061233	3	0.07227280794339168	0.182
dipeptidyl peptidase inhibitor	1.11 uM	L1000	0.0023672425371710224	3	0.0033791213837004357	0.575
dipeptidyl peptidase inhibitor	3.33 uM	L1000	0.004404762024785962	3	0.07434974008772144	0.155
dipeptidyl peptidase inhibitor	10 uM	L1000	0.0032438340037929327	3	0.04270889437332053	0.342
dipeptidyl peptidase inhibitor	All	L1000	0.002817123653533472	18	0.04130742169357683	0.005
diuretic	All	Cell Painting	0.0016145750797452434	12	-0.016881685080811056	1
diuretic	All	L1000	0.0018671526124340366	12	0.03985482616005713	0.021
dna alkylating agent	All	Cell Painting	0.0016684369401937995	12	0.026739735541505764	0
dna alkylating agent	All	L1000	0.001150720393274549	12	-0.008308785180634631	1
dna alkylating drug	All	Cell Painting	7.353543927986448e-4	12	-0.02118265939034815	1
dna alkylating drug	All	L1000	8.864577661041224e-4	12	0.03167703317319969	0.111
dna directed dna polymerase inhibitor	All	Cell Painting	0.0010519104098908165	12	-0.013052167296483955	1
dna directed dna polymerase inhibitor	All	L1000	8.971855874653134e-4	12	0.02693782190214613	0.242
dna inhibitor	0.04 uM	Cell Painting	0.011126975505205534	5	0.019653161377477427	0.229
dna inhibitor	0.12 uM	Cell Painting	0.02246723024230045	5	-0.004901128726747902	0.771
dna inhibitor	0.37 uM	Cell Painting	0.04177626452507067	5	4.87533544115965e-4	0.658
dna inhibitor	1.11 uM	Cell Painting	0.04857278483936172	5	-7.255926643075794e-4	0.652
dna inhibitor	3.33 uM	Cell Painting	0.01599092857639692	5	0.021875809816109582	0.186
dna inhibitor	10 uM	Cell Painting	0.11065536453300867	5	0.024848374065538092	0.324
dna inhibitor	All	Cell Painting	0.014354235892068114	30	0.004360210672568324	0.814
dna inhibitor	0.04 uM	L1000	0.0042064039510335445	5	-0.022767868239682652	0.895
dna inhibitor	0.12 uM	L1000	0.0033176876064291757	5	0.014235847926825692	0.593
dna inhibitor	0.37 uM	L1000	0.003477767479522438	5	-0.026013610655534335	0.916
dna inhibitor	1.11 uM	L1000	0.0035401710816542926	5	-0.03126522906877863	0.927
dna inhibitor	3.33 uM	L1000	0.043534500693928314	5	0.006394866551645718	0.661
dna inhibitor	10 uM	L1000	0.01187796605954451	5	0.019852527480908787	0.542
dna inhibitor	All	L1000	0.00407546022911449	30	0.016470175844378987	0.938
dna methyltransferase inhibitor	0.04 uM	Cell Painting	0.03202052627339984	3	0.0786813181345641	0.014
dna methyltransferase inhibitor	0.12 uM	Cell Painting	0.09022061578025493	3	0.13647024447577608	0.001
dna methyltransferase inhibitor	0.37 uM	Cell Painting	0.06715133216801739	3	0.15350532132809375	0
dna methyltransferase inhibitor	1.11 uM	Cell Painting	0.00975733385991692	3	0.06528981009517053	0.038
dna methyltransferase inhibitor	3.33 uM	Cell Painting	0.009189348627852917	3	0.029543620227601593	0.219
dna methyltransferase inhibitor	10 uM	Cell Painting	0.008930933588578292	3	0.09624379967798553	0.055
dna methyltransferase inhibitor	All	Cell Painting	0.013051193765452749	18	0.09547123987259112	0
dna methyltransferase inhibitor	0.04 uM	L1000	0.0031607051275926875	3	0.05475926534854291	0.248
dna methyltransferase inhibitor	0.12 uM	L1000	0.0037835405910720205	3	0.033396625976065505	0.353
dna methyltransferase inhibitor	0.37 uM	L1000	0.01144122984663491	3	0.10738676571128174	0.09
dna methyltransferase inhibitor	1.11 uM	L1000	0.00890414429520394	3	0.06672112931312553	0.193
dna methyltransferase inhibitor	3.33 uM	L1000	0.005845999094154446	3	0.050448477556154864	0.25
dna methyltransferase inhibitor	10 uM	L1000	0.011919535984854231	3	0.10183403842137403	0.093
dna methyltransferase inhibitor	All	L1000	0.0038476741075666493	18	0.06655548815004003	0
dna polymerase inhibitor	0.04 uM	Cell Painting	0.002131618005016018	3	4.253345563181275e-4	0.568
dna polymerase inhibitor	0.12 uM	Cell Painting	0.0025692257498362656	3	0.02320528844393378	0.248
dna polymerase inhibitor	0.37 uM	Cell Painting	0.0027401710139426643	3	-0.009080803445148843	0.699
dna polymerase inhibitor	1.11 uM	Cell Painting	0.004219612107121615	3	-0.015392838822074088	0.774
dna polymerase inhibitor	3.33 uM	Cell Painting	0.0018201038920462615	3	-0.03605647222561616	0.931
dna polymerase inhibitor	10 uM	Cell Painting	0.0028431385079523324	3	0.02592736056070796	0.384
dna polymerase inhibitor	All	Cell Painting	0.0017165971602190007	18	8.769825467977981e-4	0.978
dna polymerase inhibitor	0.04 uM	L1000	0.0042023254713439385	3	-0.01668693972772681	0.685
dna polymerase inhibitor	0.12 uM	L1000	0.002732613677041043	3	-0.0587086658042296	0.874
dna polymerase inhibitor	0.37 uM	L1000	0.00397432612361023	3	-0.007137375056066797	0.663
dna polymerase inhibitor	1.11 uM	L1000	0.0027707442938058836	3	-0.078661487715304207	0.927
dna polymerase inhibitor	3.33 uM	L1000	0.046027179623067745	3	0.039497745396435066	0.302
dna polymerase inhibitor	10 uM	L1000	0.0340896787609407	3	0.07842096445578874	0.161
dna polymerase inhibitor	All	L1000	0.0029713555188786932	18	0.04410772422295032	0.002
dna synthesis inhibitor	0.04 uM	Cell Painting	0.007397465775105254	7	0.003188081188048955	0.625
dna synthesis inhibitor	0.12 uM	Cell Painting	0.0067954546584417215	7	0.005972606793368265	0.545
dna synthesis inhibitor	0.37 uM	Cell Painting	0.00572561486928644	7	0.0010548328658750434	0.651
dna synthesis inhibitor	1.11 uM	Cell Painting	0.005566473806820614	7	0.007031278726871462	0.472
dna synthesis inhibitor	3.33 uM	Cell Painting	0.007328817710595225	7	-0.012074530455877702	0.941
dna synthesis inhibitor	10 uM	Cell Painting	0.01818755943225786	7	-0.00634772304268108	0.941
dna synthesis inhibitor	All	Cell Painting	0.0065345772587282955	42	0.005656226468349413	0.586
dna synthesis inhibitor	0.04 uM	L1000	0.0060773781575006874	7	0.03550126678899226	0.374
dna synthesis inhibitor	0.12 uM	L1000	0.006118547288118016	7	0.032541985366058755	0.354
dna synthesis inhibitor	0.37 uM	L1000	0.006094126161634336	7	0.03976645056963363	0.309
dna synthesis inhibitor	1.11 uM	L1000	0.006007208466958456	7	0.0214956048339116	0.535
dna synthesis inhibitor	3.33 uM	L1000	0.008601802446457139	7	0.010465672219474613	0.652
dna synthesis inhibitor	10 uM	L1000	0.005452014762118544	7	-0.00391315479699852	0.891
dna synthesis inhibitor	All	L1000	0.005504917805013305	42	0.010466331286653516	1
dopamine receptor agonist	0.04 uM	Cell Painting	0.010540265415084639	9	0.0012615748154992347	0.734
dopamine receptor agonist	0.12 uM	Cell Painting	0.009268847010236047	9	-0.005176413370368144	0.902
dopamine receptor agonist	0.37 uM	Cell Painting	0.008195246576612674	9	0.005416440061485461	0.515
dopamine receptor agonist	1.11 uM	Cell Painting	0.0078707556993656	9	-0.013812924600250933	0.983
dopamine receptor agonist	3.33 uM	Cell Painting	0.008954871615104996	9	1.2691680461350292e-4	0.775
dopamine receptor agonist	10 uM	Cell Painting	0.009769284278013837	9	9.92079786201259e-4	0.872
dopamine receptor agonist	All	Cell Painting	0.008400227626611814	54	-0.00177781341016057	1
dopamine receptor agonist	0.04 uM	L1000	0.01069384552526639	9	0.02980641594087593	0.427
dopamine receptor agonist	0.12 uM	L1000	0.012490646883155685	9	0.02713017067237842	0.402
dopamine receptor agonist	0.37 uM	L1000	0.009931761960850374	9	0.04468421692716075	0.202
dopamine receptor agonist	1.11 uM	L1000	0.009828059000458257	9	0.04142001875149691	0.175
dopamine receptor agonist	3.33 uM	L1000	0.012438623294536367	9	0.046257335505358745	0.116
dopamine receptor agonist	10 uM	L1000	0.010911768462304178	9	0.04125166252358133	0.238
dopamine receptor agonist	All	L1000	0.010406787879593902	54	0.03723417138602196	0
dopamine receptor antagonist	0.04 uM	Cell Painting	0.028980019272198943	19	0.013710181290233398	0.108
dopamine receptor antagonist	0.12 uM	Cell Painting	0.0302925895401224	19	-0.001498395727189042	0.965
dopamine receptor antagonist	0.37 uM	Cell Painting	0.030820000733315644	19	0.006587048682550403	0.433
dopamine receptor antagonist	1.11 uM	Cell Painting	0.029174268976330766	19	0.005111161255271804	0.583
dopamine receptor antagonist	3.33 uM	Cell Painting	0.042512650103350154	19	0.01808917997718743	0.022
dopamine receptor antagonist	10 uM	Cell Painting	0.07595852523682826	19	0.04939263403638751	0.003
dopamine receptor antagonist	All	Cell Painting	0.03135697988432027	108	0.006990708844538628	0.219
dopamine receptor antagonist	0.04 uM	L1000	0.03343518261900395	19	0.04508661046189499	0.071
dopamine receptor antagonist	0.12 uM	L1000	0.029503999087765017	19	0.04456242087134499	0.042
dopamine receptor antagonist	0.37 uM	L1000	0.03241287658525842	19	0.032462492672558706	0.318
dopamine receptor antagonist	1.11 uM	L1000	0.03052170327825148	19	0.049056123418274665	0.023
dopamine receptor antagonist	3.33 uM	L1000	0.0365485046897409	19	0.03927759180385006	0.063
dopamine receptor antagonist	10 uM	L1000	0.045445792075307606	19	0.05496809367047058	0.026
dopamine receptor antagonist	All	L1000	0.03100918235524835	114	0.03189214177663503	0
dopamine receptor antagonist|serotonin receptor antagonist	0.04 uM	Cell Painting	0.04604068360323371	9	-0.004271014123936502	0.894
dopamine receptor antagonist|serotonin receptor antagonist	0.12 uM	Cell Painting	0.04825028208481351	9	0.01801473453050567	0.155
dopamine receptor antagonist|serotonin receptor antagonist	0.37 uM	Cell Painting	0.0473283870891608	9	0.008475057341957762	0.386
dopamine receptor antagonist|serotonin receptor antagonist	1.11 uM	Cell Painting	0.05004795545779586	9	0.011427841375754543	0.305
dopamine receptor antagonist|serotonin receptor antagonist	3.33 uM	Cell Painting	0.06920522077047761	9	0.02764991523683695	0.024
dopamine receptor antagonist|serotonin receptor antagonist	10 uM	Cell Painting	0.07667329466134556	9	0.04975950410698836	0.033
dopamine receptor antagonist|serotonin receptor antagonist	All	Cell Painting	0.04965885779767197	54	0.011410232165107621	0.001
dopamine receptor antagonist|serotonin receptor antagonist	0.04 uM	L1000	0.04673336420899002	9	0.007341301553054408	0.825
dopamine receptor antagonist|serotonin receptor antagonist	0.12 uM	L1000	0.04577694668051879	9	0.03965044531996562	0.187
dopamine receptor antagonist|serotonin receptor antagonist	0.37 uM	L1000	0.04603470425990967	9	-0.006103297984102565	0.937
dopamine receptor antagonist|serotonin receptor antagonist	1.11 uM	L1000	0.04425150710147797	9	-0.0027234201904656804	0.902
dopamine receptor antagonist|serotonin receptor antagonist	3.33 uM	L1000	0.04640787764363015	9	0.022383699765989425	0.458
dopamine receptor antagonist|serotonin receptor antagonist	10 uM	L1000	0.051920455220323264	9	0.030434058927509236	0.422
dopamine receptor antagonist|serotonin receptor antagonist	All	L1000	0.044955684957336366	54	0.012408516032684253	0.999
dopamine reuptake inhibitor	All	Cell Painting	8.724801425155573e-4	12	-0.003631711883387725	0.999
dopamine reuptake inhibitor	All	L1000	0.0010570751122228887	12	0.04828077314912664	0.002
dopamine uptake inhibitor	All	Cell Painting	9.012498590238822e-4	12	-0.0034411628214761785	0.999
dopamine uptake inhibitor	All	L1000	0.0010949689307289058	12	0.07618655023305854	0
egfr inhibitor	0.04 uM	Cell Painting	0.03604004639476446	13	0.06073401259360432	0
egfr inhibitor	0.12 uM	Cell Painting	0.06639528490960872	13	0.10843464893653823	0
egfr inhibitor	0.37 uM	Cell Painting	0.10941354791443601	13	0.12803826486715608	0
egfr inhibitor	1.11 uM	Cell Painting	0.10999345490348832	13	0.13165772448661728	0
egfr inhibitor	3.33 uM	Cell Painting	0.1426887298574816	13	0.1302955749488086	0
egfr inhibitor	10 uM	Cell Painting	0.055419795359408844	13	0.12122376088002812	0
egfr inhibitor	All	Cell Painting	0.05941105649254254	72	0.09100204938342943	0
egfr inhibitor	0.04 uM	L1000	0.012988552475287272	13	0.03209830980265936	0.311
egfr inhibitor	0.12 uM	L1000	0.02000045994106356	13	0.10566933659063288	0
egfr inhibitor	0.37 uM	L1000	0.024264476314289005	13	0.10937881659740453	0
egfr inhibitor	1.11 uM	L1000	0.02439825366492348	13	0.10750259227247645	0
egfr inhibitor	3.33 uM	L1000	0.03747023594491081	13	0.14988695579297073	0
egfr inhibitor	10 uM	L1000	0.05627104149572005	13	0.16127231166304629	0
egfr inhibitor	All	L1000	0.02361904058062363	78	0.09167745200008506	0
elastase inhibitor	All	Cell Painting	0.0010236029501311302	12	0.009463631714328815	0.199
elastase inhibitor	All	L1000	0.0019063357545973472	12	0.09636682967809528	0
endothelin receptor antagonist	0.04 uM	Cell Painting	0.0032632354907120046	4	0.011250236983128853	0.419
endothelin receptor antagonist	0.12 uM	Cell Painting	0.0024192029908580493	4	-0.030542727866339513	0.971
endothelin receptor antagonist	0.37 uM	Cell Painting	0.003645062412466275	4	-0.0017471747123261475	0.666
endothelin receptor antagonist	1.11 uM	Cell Painting	0.002997819856371895	4	-0.0014256238651733247	0.645
endothelin receptor antagonist	3.33 uM	Cell Painting	0.0026464065173671474	4	-0.036255818822450644	0.989
endothelin receptor antagonist	10 uM	Cell Painting	0.004332399083152087	4	0.017011508024096386	0.468
endothelin receptor antagonist	All	Cell Painting	0.0024463099995486637	24	-0.010413199537137076	1
endothelin receptor antagonist	0.04 uM	L1000	0.006099215764038086	4	0.058533275657778966	0.215
endothelin receptor antagonist	0.12 uM	L1000	0.003851798218843754	4	0.04230885691062783	0.283
endothelin receptor antagonist	0.37 uM	L1000	0.003716424280464533	4	0.04065315243845549	0.353
endothelin receptor antagonist	1.11 uM	L1000	0.0035186182516581616	4	0.02786516003999069	0.43
endothelin receptor antagonist	3.33 uM	L1000	0.004355965879743325	4	0.0541588918380025	0.185
endothelin receptor antagonist	10 uM	L1000	0.005001137628377577	4	0.06800612301786982	0.161
endothelin receptor antagonist	All	L1000	0.0029606237483749557	24	0.028019889255469957	0.14
estrogen receptor agonist	0.04 uM	Cell Painting	0.005846351680220645	6	0.021242291489639468	0.177
estrogen receptor agonist	0.12 uM	Cell Painting	0.0076085629812278855	6	0.020177965716484354	0.191
estrogen receptor agonist	0.37 uM	Cell Painting	0.004996367534688448	6	-0.01899675028522711	0.967
estrogen receptor agonist	1.11 uM	Cell Painting	0.005213976795329121	6	0.00787765083044017	0.479
estrogen receptor agonist	3.33 uM	Cell Painting	0.006121234207894009	6	0.00544858836115081	0.563
estrogen receptor agonist	10 uM	Cell Painting	0.0064803617121909915	6	0.02550192423347988	0.286
estrogen receptor agonist	All	Cell Painting	0.00533105150290734	36	0.00570479947049362	0.551
estrogen receptor agonist	0.04 uM	L1000	0.004954618739955386	6	0.03895864701383736	0.32
estrogen receptor agonist	0.12 uM	L1000	0.004479817691208121	6	0.02519210607161682	0.434
estrogen receptor agonist	0.37 uM	L1000	0.00430405424229682	6	0.0031918312102602125	0.753
estrogen receptor agonist	1.11 uM	L1000	0.0065564077972547	6	0.00604494467020873	0.693
estrogen receptor agonist	3.33 uM	L1000	0.004540174543883202	6	-0.03309305765217012	0.957
estrogen receptor agonist	10 uM	L1000	0.004123860633511858	6	0.012090304959836628	0.659
estrogen receptor agonist	All	L1000	0.004505552005740565	36	0.010507149121358344	0.998
estrogen receptor antagonist	All	Cell Painting	0.005874960545295776	12	0.004907780586519834	0.621
estrogen receptor antagonist	All	L1000	0.003560715530883724	12	0.19431009747899103	0
estrogen receptor antagonist|selective estrogen receptor modulator (serm)	All	Cell Painting	0.003985210668003166	12	-0.03266752919397496	1
estrogen receptor antagonist|selective estrogen receptor modulator (serm)	All	L1000	0.0030670834772754006	12	0.0623190059863182	0
farnesyltransferase inhibitor	0.04 uM	Cell Painting	0.005649748141013726	3	0.019493822025181178	0.315
farnesyltransferase inhibitor	0.12 uM	Cell Painting	0.0034949118618022423	3	0.017165625928597716	0.326
farnesyltransferase inhibitor	0.37 uM	Cell Painting	0.0028377907068253194	3	-0.004862467074990404	0.639
farnesyltransferase inhibitor	1.11 uM	Cell Painting	0.003326374359182323	3	0.03364358572160918	0.165
farnesyltransferase inhibitor	3.33 uM	Cell Painting	0.026564079195658143	3	0.09395082192165755	0.011
farnesyltransferase inhibitor	10 uM	Cell Painting	0.0042854964125735116	3	0.07678394652096993	0.089
farnesyltransferase inhibitor	All	Cell Painting	0.004270997817638651	18	0.03447287163527703	0
farnesyltransferase inhibitor	0.04 uM	L1000	0.002421258971093129	3	-0.002476279869215623	0.603
farnesyltransferase inhibitor	0.12 uM	L1000	0.002148759879814958	3	-0.1533846850377494	0.984
farnesyltransferase inhibitor	0.37 uM	L1000	0.001947137412253691	3	-0.01036000169283992	0.685
farnesyltransferase inhibitor	1.11 uM	L1000	0.0022919016490950224	3	0.05539875160367678	0.243
farnesyltransferase inhibitor	3.33 uM	L1000	0.003910668628981786	3	0.04417224318703313	0.279
farnesyltransferase inhibitor	10 uM	L1000	0.005066605230753548	3	0.03763755662888513	0.371
farnesyltransferase inhibitor	All	L1000	0.0017120436587975093	18	-0.0017981179737934496	1
fatty acid synthase inhibitor	All	Cell Painting	0.0017221758388333414	12	0.013308912673485445	0.046
fatty acid synthase inhibitor	All	L1000	0.0016327316303831056	12	0.13655071731019436	0
fgfr inhibitor|vegfr inhibitor	0.04 uM	Cell Painting	0.010194593824261132	3	-0.01766182125941162	0.797
fgfr inhibitor|vegfr inhibitor	0.12 uM	Cell Painting	0.007747815513282725	3	0.026947958975625803	0.21
fgfr inhibitor|vegfr inhibitor	0.37 uM	Cell Painting	0.007428979511547102	3	-0.01654321195663451	0.788
fgfr inhibitor|vegfr inhibitor	1.11 uM	Cell Painting	0.010533281064026769	3	0.051453133110752815	0.064
