target	dose	assay	avg_precision	no_of_compounds_per_target	median_correlation
ESR1	3.33 uM	Cell Painting	0.01895667050845171	15	0.012771604649641487
ESR1	3.33 uM	L1000	0.018094043573302465	15	0.02012147609568758
ESR1	10 uM	Cell Painting	0.037739614050311274	15	0.04034319876131007
ESR1	10 uM	L1000	0.020401668224882225	15	0.044429941706765015
ESR1	All	Cell Painting	0.01677551501360646	90	0.01806475490766184
ESR1	All	L1000	0.017890947527390143	90	0.028469494641433033
ESR1|ESR2	0.04 uM	Cell Painting	0.026253252780395468	15	0.024312369298588668
ESR1|ESR2	0.04 uM	L1000	0.017040463895922182	15	0.038582261252847576
ESR1|ESR2	0.12 uM	Cell Painting	0.022777807617939724	15	0.025136170890998098
ESR1|ESR2	0.12 uM	L1000	0.013327903565762186	15	0.02519210607161682
ESR1|ESR2	0.37 uM	Cell Painting	0.014888059195908814	15	-0.002688911827549419
ESR1|ESR2	0.37 uM	L1000	0.014977058898150389	15	0.02400628045524859
ESR1|ESR2	1.11 uM	Cell Painting	0.02023475440904633	15	0.020112781391618813
ESR1|ESR2	1.11 uM	L1000	0.019195283895864602	15	0.03879202534129927
ESR1|ESR2	3.33 uM	Cell Painting	0.016286543192816277	15	0.012771604649641487
ESR1|ESR2	3.33 uM	L1000	0.015326364401447329	15	0.02012147609568758
ESR1|ESR2	10 uM	Cell Painting	0.019796191083311446	15	0.04034319876131007
ESR1|ESR2	10 uM	L1000	0.017210252363230493	15	0.044429941706765015
ESR1|ESR2	All	Cell Painting	0.01750451445195641	90	0.01806475490766184
ESR1|ESR2	All	L1000	0.015071416081152417	90	0.028469494641433033
ESR1|ESR2|ESRRB|ESRRG	0.04 uM	Cell Painting	0.012326333567064444	15	0.024312369298588668
ESR1|ESR2|ESRRB|ESRRG	0.04 uM	L1000	0.015710615552551578	15	0.038582261252847576
ESR1|ESR2|ESRRB|ESRRG	0.12 uM	Cell Painting	0.025459167121883255	15	0.025136170890998098
ESR1|ESR2|ESRRB|ESRRG	0.12 uM	L1000	0.01521551297876009	15	0.02519210607161682
ESR1|ESR2|ESRRB|ESRRG	0.37 uM	Cell Painting	0.018231499547611205	15	-0.002688911827549419
ESR1|ESR2|ESRRB|ESRRG	0.37 uM	L1000	0.019919975969529293	15	0.02400628045524859
ESR1|ESR2|ESRRB|ESRRG	1.11 uM	Cell Painting	0.027320671841001128	15	0.020112781391618813
ESR1|ESR2|ESRRB|ESRRG	1.11 uM	L1000	0.013038932573392881	15	0.03879202534129927
ESR1|ESR2|ESRRB|ESRRG	3.33 uM	Cell Painting	0.01701090978121845	15	0.012771604649641487
ESR1|ESR2|ESRRB|ESRRG	3.33 uM	L1000	0.019333660982912934	15	0.02012147609568758
ESR1|ESR2|ESRRB|ESRRG	10 uM	Cell Painting	0.019807297610731918	15	0.04034319876131007
ESR1|ESR2|ESRRB|ESRRG	10 uM	L1000	0.01601777736174764	15	0.044429941706765015
ESR1|ESR2|ESRRB|ESRRG	All	Cell Painting	0.01583914475083986	90	0.01806475490766184
ESR1|ESR2|ESRRB|ESRRG	All	L1000	0.013808461230415797	90	0.028469494641433033
ESR1|ESR2|G6PD|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|HSD17B1|NR1I2|NR1I3|PPARA|SIGMAR1|SULT2A1|SULT2B1	0.04 uM	Cell Painting	0.04348803839540794	43	0.010186804462971022
ESR1|ESR2|G6PD|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|HSD17B1|NR1I2|NR1I3|PPARA|SIGMAR1|SULT2A1|SULT2B1	0.04 uM	L1000	0.059635364704768	43	0.03199335461341873
ESR1|ESR2|G6PD|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|HSD17B1|NR1I2|NR1I3|PPARA|SIGMAR1|SULT2A1|SULT2B1	0.12 uM	Cell Painting	0.04671302178835296	43	0.013466462575282698
ESR1|ESR2|G6PD|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|HSD17B1|NR1I2|NR1I3|PPARA|SIGMAR1|SULT2A1|SULT2B1	0.12 uM	L1000	0.06902128162518201	43	0.02234454420352519
ESR1|ESR2|G6PD|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|HSD17B1|NR1I2|NR1I3|PPARA|SIGMAR1|SULT2A1|SULT2B1	0.37 uM	Cell Painting	0.04101609251661029	43	0.0092697524735554
ESR1|ESR2|G6PD|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|HSD17B1|NR1I2|NR1I3|PPARA|SIGMAR1|SULT2A1|SULT2B1	0.37 uM	L1000	0.04267820397933266	43	0.02021019629591833
ESR1|ESR2|G6PD|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|HSD17B1|NR1I2|NR1I3|PPARA|SIGMAR1|SULT2A1|SULT2B1	1.11 uM	Cell Painting	0.03923984462554067	43	0.013137335376365505
ESR1|ESR2|G6PD|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|HSD17B1|NR1I2|NR1I3|PPARA|SIGMAR1|SULT2A1|SULT2B1	1.11 uM	L1000	0.04833850843287546	43	0.023669219044250747
ESR1|ESR2|G6PD|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|HSD17B1|NR1I2|NR1I3|PPARA|SIGMAR1|SULT2A1|SULT2B1	3.33 uM	Cell Painting	0.03918457029637456	43	0.013274273789642809
ESR1|ESR2|G6PD|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|HSD17B1|NR1I2|NR1I3|PPARA|SIGMAR1|SULT2A1|SULT2B1	3.33 uM	L1000	0.058028683332770205	43	0.02250415296077329
ESR1|ESR2|G6PD|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|HSD17B1|NR1I2|NR1I3|PPARA|SIGMAR1|SULT2A1|SULT2B1	10 uM	Cell Painting	0.057764970153786926	43	0.023256236026642042
ESR1|ESR2|G6PD|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|HSD17B1|NR1I2|NR1I3|PPARA|SIGMAR1|SULT2A1|SULT2B1	10 uM	L1000	0.05593600633051378	43	0.027398557538773734
ESR1|ESR2|G6PD|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|HSD17B1|NR1I2|NR1I3|PPARA|SIGMAR1|SULT2A1|SULT2B1	All	Cell Painting	0.04240361591655441	258	0.010963678358014569
ESR1|ESR2|G6PD|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|GRIN1|GRIN2A|GRIN2B|GRIN2C|GRIN2D|GRIN3A|GRIN3B|HSD17B1|NR1I2|NR1I3|PPARA|SIGMAR1|SULT2A1|SULT2B1	All	L1000	0.04526407677643033	258	0.023962527733766774
ESR1|ESR2|GPER1	0.04 uM	Cell Painting	0.016625590088571177	15	0.024312369298588668
ESR1|ESR2|GPER1	0.04 uM	L1000	0.02645013716250952	15	0.038582261252847576
ESR1|ESR2|GPER1	0.12 uM	Cell Painting	0.021845287950924747	15	0.025136170890998098
ESR1|ESR2|GPER1	0.12 uM	L1000	0.01879970591620846	15	0.02519210607161682
ESR1|ESR2|GPER1	0.37 uM	Cell Painting	0.011635840513715821	15	-0.002688911827549419
ESR1|ESR2|GPER1	0.37 uM	L1000	0.017821426570524917	15	0.02400628045524859
ESR1|ESR2|GPER1	1.11 uM	Cell Painting	0.015812815701065287	15	0.020112781391618813
ESR1|ESR2|GPER1	1.11 uM	L1000	0.025244101877295484	15	0.03879202534129927
ESR1|ESR2|GPER1	3.33 uM	Cell Painting	0.02320849344382279	15	0.012771604649641487
ESR1|ESR2|GPER1	3.33 uM	L1000	0.02065231295341429	15	0.02012147609568758
ESR1|ESR2|GPER1	10 uM	Cell Painting	0.030702650927853417	15	0.04034319876131007
ESR1|ESR2|GPER1	10 uM	L1000	0.017748766883082436	15	0.044429941706765015
ESR1|ESR2|GPER1	All	Cell Painting	0.015441889159986698	90	0.01806475490766184
ESR1|ESR2|GPER1	All	L1000	0.017298874942018677	90	0.028469494641433033
ESR1|ESR2|MAP1A|MAP2	0.04 uM	Cell Painting	0.017835678967616	17	0.018462670710554893
ESR1|ESR2|MAP1A|MAP2	0.04 uM	L1000	0.013208250761025952	17	0.035414358644701716
ESR1|ESR2|MAP1A|MAP2	0.12 uM	Cell Painting	0.040317898462686796	17	0.0192589970127948
ESR1|ESR2|MAP1A|MAP2	0.12 uM	L1000	0.017471956129801656	17	0.014957756138945108
ESR1|ESR2|MAP1A|MAP2	0.37 uM	Cell Painting	0.017832203176165424	17	0.0014228901907152975
ESR1|ESR2|MAP1A|MAP2	0.37 uM	L1000	0.01757387389110824	17	0.015117787020457005
ESR1|ESR2|MAP1A|MAP2	1.11 uM	Cell Painting	0.023516990170384913	17	0.018965529286715656
ESR1|ESR2|MAP1A|MAP2	1.11 uM	L1000	0.015997520023680628	17	0.030399747535049558
ESR1|ESR2|MAP1A|MAP2	3.33 uM	Cell Painting	0.022080672400501287	17	0.013201688533648408
ESR1|ESR2|MAP1A|MAP2	3.33 uM	L1000	0.01946836601299801	17	0.010366757612706234
ESR1|ESR2|MAP1A|MAP2	10 uM	Cell Painting	0.03383886243099045	17	0.03693030840674785
ESR1|ESR2|MAP1A|MAP2	10 uM	L1000	0.05139899602909827	17	0.04761078587591705
ESR1|ESR2|MAP1A|MAP2	All	Cell Painting	0.02113699357561838	102	0.015885964112297868
ESR1|ESR2|MAP1A|MAP2	All	L1000	0.014735040899138354	102	0.02227295489437515
ESR1|PGR	0.04 uM	Cell Painting	0.07758174232386719	25	0.01936523733504078
ESR1|PGR	0.04 uM	L1000	0.05340714413792196	25	0.0256723738052679
ESR1|PGR	0.12 uM	Cell Painting	0.05879983376281497	25	0.015055626565893866
ESR1|PGR	0.12 uM	L1000	0.11239690371169286	25	0.023909735988089733
ESR1|PGR	0.37 uM	Cell Painting	0.030988939179951356	25	0.009912814585792037
ESR1|PGR	0.37 uM	L1000	0.08219677338501538	25	0.03775686709697612
ESR1|PGR	1.11 uM	Cell Painting	0.03849385040253441	25	0.02119476447469277
ESR1|PGR	1.11 uM	L1000	0.0773373865811828	25	0.04662357519275566
ESR1|PGR	3.33 uM	Cell Painting	0.06491775217145518	25	0.01946919346497325
ESR1|PGR	3.33 uM	L1000	0.09551074337689729	25	0.034193754187254254
ESR1|PGR	10 uM	Cell Painting	0.05402602840514335	25	0.046072937757883584
ESR1|PGR	10 uM	L1000	0.07550685768538	25	0.050376419851550225
ESR1|PGR	All	Cell Painting	0.044063880133191236	150	0.021244434392745235
ESR1|PGR	All	L1000	0.06272300278114593	150	0.033826888138905935
F10	0.04 uM	Cell Painting	0.003543038281051269	4	0.02913683354879461
F10	0.04 uM	L1000	0.005035194199681332	4	0.05859160855984752
F10	0.12 uM	Cell Painting	0.0023059231731836073	4	-0.03484726712270758
F10	0.12 uM	L1000	0.008104441706562989	4	0.13684259420354622
F10	0.37 uM	Cell Painting	0.0071803622379055	4	0.002758099092294226
F10	0.37 uM	L1000	0.0065580466905767075	4	0.04707096664433465
F10	1.11 uM	Cell Painting	0.008481048681636578	4	0.006844995516835921
F10	1.11 uM	L1000	0.002820433581093876	4	-0.07528585020853264
F10	3.33 uM	Cell Painting	0.003921090433569447	4	0.015410694006396455
F10	3.33 uM	L1000	0.007206046928220222	4	0.049274788261094084
F10	10 uM	Cell Painting	0.005931232886574823	4	0.03098009689571763
F10	10 uM	L1000	0.002994529166237497	4	-0.08484643744714948
F10	All	Cell Painting	0.003472607357024796	24	0.017491487877648575
F10	All	L1000	0.003376621482178214	24	0.06923069455620827
F2	0.04 uM	Cell Painting	NA	1	NA
F2	0.04 uM	L1000	NA	1	NA
F2	0.12 uM	Cell Painting	NA	1	NA
F2	0.12 uM	L1000	NA	1	NA
F2	0.37 uM	Cell Painting	NA	1	NA
F2	0.37 uM	L1000	NA	1	NA
F2	1.11 uM	Cell Painting	NA	1	NA
F2	1.11 uM	L1000	NA	1	NA
F2	3.33 uM	Cell Painting	NA	1	NA
F2	3.33 uM	L1000	NA	1	NA
F2	10 uM	Cell Painting	NA	1	NA
F2	10 uM	L1000	NA	1	NA
F2	All	Cell Painting	NA	6	0.28943179290838755
F2	All	L1000	NA	6	0.14349118832063892
FAAH|PTGS1|PTGS2|TRPV1	0.04 uM	Cell Painting	0.04589242144651094	35	0.007183686279137609
FAAH|PTGS1|PTGS2|TRPV1	0.04 uM	L1000	0.03901740673517727	35	0.020733236007488883
FAAH|PTGS1|PTGS2|TRPV1	0.12 uM	Cell Painting	0.06617019404197708	35	0.0065841029428585175
FAAH|PTGS1|PTGS2|TRPV1	0.12 uM	L1000	0.07818930706963692	35	0.023946489247699078
FAAH|PTGS1|PTGS2|TRPV1	0.37 uM	Cell Painting	0.07296555333043428	35	0.005839105958387119
FAAH|PTGS1|PTGS2|TRPV1	0.37 uM	L1000	0.05873980095241417	35	0.026268036970856255
FAAH|PTGS1|PTGS2|TRPV1	1.11 uM	Cell Painting	0.07691474118013275	35	0.003726409725630743
FAAH|PTGS1|PTGS2|TRPV1	1.11 uM	L1000	0.04139451553083019	35	0.025147165299237446
FAAH|PTGS1|PTGS2|TRPV1	3.33 uM	Cell Painting	0.06560857653098758	35	0.003409936108788127
FAAH|PTGS1|PTGS2|TRPV1	3.33 uM	L1000	0.08399328992450436	35	0.025565251856226174
FAAH|PTGS1|PTGS2|TRPV1	10 uM	Cell Painting	0.07109299162417398	35	0.0033729141228591828
FAAH|PTGS1|PTGS2|TRPV1	10 uM	L1000	0.03280689739872776	35	0.026665409103770528
FAAH|PTGS1|PTGS2|TRPV1	All	Cell Painting	0.056922058921411535	210	0.004749523980703557
FAAH|PTGS1|PTGS2|TRPV1	All	L1000	0.04245601214042074	210	0.026392743575370782
FASN	0.04 uM	Cell Painting	0.006916234304567511	3	0.04103112476700822
FASN	0.04 uM	L1000	0.0032493570550176307	3	0.05372352198346023
FASN	0.12 uM	Cell Painting	0.006034730503318127	3	0.055105838071287466
FASN	0.12 uM	L1000	0.005822075551178901	3	0.18408128677931146
FASN	0.37 uM	Cell Painting	0.002304020394237419	3	-0.02056894122577294
FASN	0.37 uM	L1000	0.0065029515725146675	3	0.16998067065223196
FASN	1.11 uM	Cell Painting	0.003069840248281036	3	-0.014658754023604824
FASN	1.11 uM	L1000	0.004028250368767134	3	0.02061192555985223
FASN	3.33 uM	Cell Painting	0.0023987983946189744	3	-0.043773359021178015
FASN	3.33 uM	L1000	0.0024193461125854663	3	0.03578114066619494
FASN	10 uM	Cell Painting	0.0017659102163984852	3	-0.02654485005297374
FASN	10 uM	L1000	0.003348418369398974	3	0.02203477471589097
FASN	All	Cell Painting	0.00209857890610091	18	0.025771379752246013
FASN	All	L1000	0.0024106470671672263	18	0.07721089241201232
FFAR1	0.04 uM	Cell Painting	0.0016313213703099511	2	1.1104337063444495e-5
FFAR1	0.04 uM	L1000	0.0025380710659898475	2	0.03465523995228776
FFAR1	0.12 uM	Cell Painting	0.002531645569620253	2	-5.493763352820474e-4
FFAR1	0.12 uM	L1000	0.005208333333333333	2	0.03816923950290768
FFAR1	0.37 uM	Cell Painting	0.001184834123222749	2	-0.01879928079628726
FFAR1	0.37 uM	L1000	0.014084507042253521	2	0.13123644352338604
FFAR1	1.11 uM	Cell Painting	0.0011049723756906078	2	-0.05113867259602084
FFAR1	1.11 uM	L1000	0.041666666666666664	2	0.06772988523006988
FFAR1	3.33 uM	Cell Painting	0.010101010101010102	2	0.07481746115164074
FFAR1	3.33 uM	L1000	0.005235602094240838	2	0.032091132938384344
FFAR1	10 uM	Cell Painting	0.125	2	0.19218558852675469
FFAR1	10 uM	L1000	0.1111111111111111	2	0.09355419934359177
FFAR1	All	Cell Painting	0.00124441381809239	12	0.052233303252490856
FFAR1	All	L1000	0.00238708461995481	12	0.10115045592884755
FFAR1|PPARG|TRPC5|TRPM3	0.04 uM	Cell Painting	0.019298662069274223	14	0.0048752110544919335
FFAR1|PPARG|TRPC5|TRPM3	0.04 uM	L1000	0.015357181361079265	14	0.025360110765100943
FFAR1|PPARG|TRPC5|TRPM3	0.12 uM	Cell Painting	0.04277640829437641	14	0.0013965795854355752
FFAR1|PPARG|TRPC5|TRPM3	0.12 uM	L1000	0.022057211156930795	14	0.03816923950290768
FFAR1|PPARG|TRPC5|TRPM3	0.37 uM	Cell Painting	0.012151038503872943	14	0.003752960614714389
FFAR1|PPARG|TRPC5|TRPM3	0.37 uM	L1000	0.03755559666291233	14	0.04960670061201225
FFAR1|PPARG|TRPC5|TRPM3	1.11 uM	Cell Painting	0.01164782620661713	14	-3.769368346974122e-4
FFAR1|PPARG|TRPC5|TRPM3	1.11 uM	L1000	0.018056675092640414	14	0.03519408822667589
FFAR1|PPARG|TRPC5|TRPM3	3.33 uM	Cell Painting	0.04192082538409725	14	0.022804899067300422
FFAR1|PPARG|TRPC5|TRPM3	3.33 uM	L1000	0.01558195271271054	14	0.02803478470918236
FFAR1|PPARG|TRPC5|TRPM3	10 uM	Cell Painting	0.040381514538884646	14	0.040586046654159776
FFAR1|PPARG|TRPC5|TRPM3	10 uM	L1000	0.040306052702016176	14	0.05093345977446484
FFAR1|PPARG|TRPC5|TRPM3	All	Cell Painting	0.016059107255100673	84	0.011561067994495536
FFAR1|PPARG|TRPC5|TRPM3	All	L1000	0.015240317096090042	84	0.037700822276811166
FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13	0.04 uM	Cell Painting	0.016155577732096457	18	-0.002880942226746379
FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13	0.04 uM	L1000	0.019271729076645358	18	0.03996952329850863
FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13	0.12 uM	Cell Painting	0.016794394476361246	18	0.005104161678243013
FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13	0.12 uM	L1000	0.03885669655471992	18	0.03696862203184812
FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13	0.37 uM	Cell Painting	0.022981908080399904	18	0.01062532400606713
FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13	0.37 uM	L1000	0.02623848272637314	18	0.036805084742818656
FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13	1.11 uM	Cell Painting	0.015850139086886435	18	0.008129234129236504
FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13	1.11 uM	L1000	0.021906419137336597	18	0.026861394199576834
FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13	3.33 uM	Cell Painting	0.017398067795234153	18	0.015419367105934414
FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13	3.33 uM	L1000	0.02041598302336814	18	0.01908659706592805
FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13	10 uM	Cell Painting	0.018075177802174637	18	0.02161649181764711
FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13	10 uM	L1000	0.08023650521134411	18	0.018089795510208256
FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13	All	Cell Painting	0.015203873803425708	108	0.0063607553820745535
FGF1|IL3|PDE4A|PDE4B|PDE4C|PDE4D|S100A12|S100A13	All	L1000	0.02098926648313947	108	0.031193252507947574
FGFR1|FGFR2|FGFR3|FLT1|FLT3|FLT4|KDR|MERTK|MET|MST1R|NTRK1|NTRK2|PDGFRB	0.04 uM	Cell Painting	0.019013262119158096	20	0.009013775993067817
FGFR1|FGFR2|FGFR3|FLT1|FLT3|FLT4|KDR|MERTK|MET|MST1R|NTRK1|NTRK2|PDGFRB	0.04 uM	L1000	0.025691473164840117	20	0.03994776358608028
FGFR1|FGFR2|FGFR3|FLT1|FLT3|FLT4|KDR|MERTK|MET|MST1R|NTRK1|NTRK2|PDGFRB	0.12 uM	Cell Painting	0.0171727194294053	20	0.005318358354755896
FGFR1|FGFR2|FGFR3|FLT1|FLT3|FLT4|KDR|MERTK|MET|MST1R|NTRK1|NTRK2|PDGFRB	0.12 uM	L1000	0.02104695479165642	20	0.03823178431779026
FGFR1|FGFR2|FGFR3|FLT1|FLT3|FLT4|KDR|MERTK|MET|MST1R|NTRK1|NTRK2|PDGFRB	0.37 uM	Cell Painting	0.023359729782953722	20	0.009369145901912453
FGFR1|FGFR2|FGFR3|FLT1|FLT3|FLT4|KDR|MERTK|MET|MST1R|NTRK1|NTRK2|PDGFRB	0.37 uM	L1000	0.016857220012010274	20	0.021333483115351257
FGFR1|FGFR2|FGFR3|FLT1|FLT3|FLT4|KDR|MERTK|MET|MST1R|NTRK1|NTRK2|PDGFRB	1.11 uM	Cell Painting	0.023929971322301145	20	0.011106409247689537
FGFR1|FGFR2|FGFR3|FLT1|FLT3|FLT4|KDR|MERTK|MET|MST1R|NTRK1|NTRK2|PDGFRB	1.11 uM	L1000	0.02716853353691868	20	0.038098792233322715
FGFR1|FGFR2|FGFR3|FLT1|FLT3|FLT4|KDR|MERTK|MET|MST1R|NTRK1|NTRK2|PDGFRB	3.33 uM	Cell Painting	0.03639296227701821	20	0.01619179139641107
FGFR1|FGFR2|FGFR3|FLT1|FLT3|FLT4|KDR|MERTK|MET|MST1R|NTRK1|NTRK2|PDGFRB	3.33 uM	L1000	0.026192949147703756	20	0.017748467860852702
FGFR1|FGFR2|FGFR3|FLT1|FLT3|FLT4|KDR|MERTK|MET|MST1R|NTRK1|NTRK2|PDGFRB	10 uM	Cell Painting	0.037186349069261146	20	0.045202612780789575
FGFR1|FGFR2|FGFR3|FLT1|FLT3|FLT4|KDR|MERTK|MET|MST1R|NTRK1|NTRK2|PDGFRB	10 uM	L1000	0.023881474838236848	20	0.060279234254030166
FGFR1|FGFR2|FGFR3|FLT1|FLT3|FLT4|KDR|MERTK|MET|MST1R|NTRK1|NTRK2|PDGFRB	All	Cell Painting	0.021220447306429607	120	0.010105438663333369
FGFR1|FGFR2|FGFR3|FLT1|FLT3|FLT4|KDR|MERTK|MET|MST1R|NTRK1|NTRK2|PDGFRB	All	L1000	0.01764747955171343	120	0.029321421377250485
FGFR1|FLT1|KDR|KIT|PDGFRA|PDGFRB|RET	0.04 uM	Cell Painting	0.015673242722241264	12	0.004538219301949937
FGFR1|FLT1|KDR|KIT|PDGFRA|PDGFRB|RET	0.04 uM	L1000	0.012534592065576193	12	0.036018631742530845
FGFR1|FLT1|KDR|KIT|PDGFRA|PDGFRB|RET	0.12 uM	Cell Painting	0.015145706941410486	12	0.004803434293279903
FGFR1|FLT1|KDR|KIT|PDGFRA|PDGFRB|RET	0.12 uM	L1000	0.011469474290102939	12	0.042687157651423446
FGFR1|FLT1|KDR|KIT|PDGFRA|PDGFRB|RET	0.37 uM	Cell Painting	0.011774031088795878	12	-0.003240320765991763
FGFR1|FLT1|KDR|KIT|PDGFRA|PDGFRB|RET	0.37 uM	L1000	0.010541609412320976	12	0.013262328746101492
FGFR1|FLT1|KDR|KIT|PDGFRA|PDGFRB|RET	1.11 uM	Cell Painting	0.012756320442734307	12	0.011655726199614707
FGFR1|FLT1|KDR|KIT|PDGFRA|PDGFRB|RET	1.11 uM	L1000	0.013883279221071118	12	0.02886078623522007
FGFR1|FLT1|KDR|KIT|PDGFRA|PDGFRB|RET	3.33 uM	Cell Painting	0.016630323548600983	12	0.03308675471495151
FGFR1|FLT1|KDR|KIT|PDGFRA|PDGFRB|RET	3.33 uM	L1000	0.013343249634844121	12	0.04327176961200496
FGFR1|FLT1|KDR|KIT|PDGFRA|PDGFRB|RET	10 uM	Cell Painting	0.02669425233516197	12	0.06133971338937103
FGFR1|FLT1|KDR|KIT|PDGFRA|PDGFRB|RET	10 uM	L1000	0.01768438067454924	12	0.08441879896358202
FGFR1|FLT1|KDR|KIT|PDGFRA|PDGFRB|RET	All	Cell Painting	0.012198043224598052	72	0.01391220212290726
FGFR1|FLT1|KDR|KIT|PDGFRA|PDGFRB|RET	All	L1000	0.010131153020555658	72	0.028418163951326073
FKBP1A	0.04 uM	Cell Painting	0.001841620626151013	2	0.01831794962373881
FKBP1A	0.04 uM	L1000	0.002188183807439825	2	0.06909256072693673
FKBP1A	0.12 uM	Cell Painting	0.0014925373134328358	2	-0.010607627205602136
FKBP1A	0.12 uM	L1000	0.00411522633744856	2	0.014781667197646094
FKBP1A	0.37 uM	Cell Painting	0.0017241379310344827	2	0.001549886153829914
FKBP1A	0.37 uM	L1000	0.01098901098901099	2	0.09853291883365761
FKBP1A	1.11 uM	Cell Painting	0.014084507042253521	2	0.12767242671454845
FKBP1A	1.11 uM	L1000	0.002079002079002079	2	0.10159654051584441
FKBP1A	3.33 uM	Cell Painting	0.008264462809917356	2	0.10987025766605
FKBP1A	3.33 uM	L1000	0.0014367816091954023	2	0.012439678253543019
