pert_iname	moa	L1000_probe	L1000_readout	L1000_abs_readout	gene_symbol
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	209191_at	-3.03915645	3.03915645	TUBB6
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	201788_at	-2.6386094	2.6386094	DDX42
l-ergothioneine	free radical scavenger	209161_at	-3.45453145	3.45453145	PRPF4
l-ergothioneine	free radical scavenger	219581_at	3.25758085	3.25758085	TSEN2
l-ergothioneine	free radical scavenger	218755_at	3.63045315	3.63045315	KIF20A
l-ergothioneine	free radical scavenger	217995_at	-2.03114615	2.03114615	SQRDL
l-ergothioneine	free radical scavenger	201503_at	-3.9855315000000004	3.9855315000000004	G3BP1
l-ergothioneine	free radical scavenger	201817_at	3.6605765999999997	3.6605765999999997	UBE3C
l-ergothioneine	free radical scavenger	217777_s_at	-2.4239117	2.4239117	PTPLAD1
l-ergothioneine	free radical scavenger	202491_s_at	2.75804935	2.75804935	IKBKAP
l-ergothioneine	free radical scavenger	212955_s_at	-2.01691815	2.01691815	POLR2I
l-ergothioneine	free radical scavenger	205120_s_at	2.1894187499999997	2.1894187499999997	SGCB
l-ergothioneine	free radical scavenger	217956_s_at	-2.3146597	2.3146597	ENOPH1
l-ergothioneine	free radical scavenger	218086_at	-2.12811168	2.12811168	NPDC1
l-ergothioneine	free radical scavenger	215093_at	-2.4263686	2.4263686	NSDHL
l-ergothioneine	free radical scavenger	218826_at	-3.36711645	3.36711645	SLC35F2
l-ergothioneine	free radical scavenger	206050_s_at	2.04751235	2.04751235	RNH1
l-ergothioneine	free radical scavenger	205811_at	-2.38156985	2.38156985	POLG2
l-ergothioneine	free radical scavenger	221492_s_at	-3.0988624	3.0988624	ATG3
l-ergothioneine	free radical scavenger	203494_s_at	-2.00073445	2.00073445	CEP57
l-ergothioneine	free radical scavenger	202623_at	-2.5035472	2.5035472	EAPP
l-ergothioneine	free radical scavenger	202963_at	-2.42818725	2.42818725	RFX5
l-ergothioneine	free radical scavenger	218051_s_at	3.1456131999999997	3.1456131999999997	NT5DC2
l-ergothioneine	free radical scavenger	203138_at	-4.53960535	4.53960535	HAT1
l-ergothioneine	free radical scavenger	204662_at	-2.50598	2.50598	CCP110
l-ergothioneine	free radical scavenger	203336_s_at	-2.4048763500000003	2.4048763500000003	ITGB1BP1
l-ergothioneine	free radical scavenger	212591_at	-3.4924383	3.4924383	RBM34
l-ergothioneine	free radical scavenger	212880_at	2.5931897	2.5931897	WDR7
l-ergothioneine	free radical scavenger	208626_s_at	-2.6803732	2.6803732	VAT1
l-ergothioneine	free radical scavenger	211758_x_at	-4.0525312499999995	4.0525312499999995	TXNDC9
l-ergothioneine	free radical scavenger	218742_at	2.7290896	2.7290896	NARFL
l-ergothioneine	free radical scavenger	217900_at	-5.2682258	5.2682258	IARS2
l-ergothioneine	free radical scavenger	209045_at	-4.0654383	4.0654383	XPNPEP1
l-ergothioneine	free radical scavenger	217722_s_at	-2.88566285	2.88566285	NGRN
l-ergothioneine	free radical scavenger	213995_at	-2.02851085	2.02851085	ATP5S
l-ergothioneine	free radical scavenger	203566_s_at	-2.8868253499999996	2.8868253499999996	AGL
l-ergothioneine	free radical scavenger	219082_at	3.04216335	3.04216335	AMDHD2
l-ergothioneine	free radical scavenger	209409_at	2.43433145	2.43433145	GRB10
l-ergothioneine	free radical scavenger	204605_at	-2.34101925	2.34101925	CGRRF1
l-ergothioneine	free radical scavenger	221610_s_at	3.28369965	3.28369965	STAP2
l-ergothioneine	free radical scavenger	208634_s_at	2.0006258	2.0006258	MACF1
l-ergothioneine	free radical scavenger	211783_s_at	2.09938455	2.09938455	MTA1
l-ergothioneine	free radical scavenger	202500_at	2.2070265	2.2070265	DNAJB2
l-ergothioneine	free radical scavenger	205130_at	2.57470335	2.57470335	MOK
l-ergothioneine	free radical scavenger	209507_at	-4.39848245	4.39848245	RPA3
l-ergothioneine	free radical scavenger	217989_at	-2.6275413	2.6275413	HSD17B11
l-ergothioneine	free radical scavenger	209100_at	-3.4237652	3.4237652	IFRD2
l-ergothioneine	free radical scavenger	218215_s_at	3.05333675	3.05333675	NR1H2
l-ergothioneine	free radical scavenger	209262_s_at	-4.0993553	4.0993553	NR2F6
l-ergothioneine	free radical scavenger	203346_s_at	-3.1579427	3.1579427	MTF2
l-ergothioneine	free radical scavenger	212231_at	-5.13633825	5.13633825	FBXO21
l-ergothioneine	free radical scavenger	201185_at	-2.1496385	2.1496385	HTRA1
l-ergothioneine	free radical scavenger	218852_at	-5.6537085000000005	5.6537085000000005	PPP2R3C
l-ergothioneine	free radical scavenger	210719_s_at	3.6697702999999997	3.6697702999999997	HMG20B
l-ergothioneine	free radical scavenger	218001_at	3.1599095	3.1599095	MRPS2
l-ergothioneine	free radical scavenger	218679_s_at	-2.1424567000000003	2.1424567000000003	VPS28
l-ergothioneine	free radical scavenger	212899_at	2.73797155	2.73797155	CDK19
l-ergothioneine	free radical scavenger	204679_at	-2.0627417	2.0627417	KCNK1
l-ergothioneine	free radical scavenger	201565_s_at	3.12610675	3.12610675	ID2
l-ergothioneine	free radical scavenger	219952_s_at	3.1210183000000002	3.1210183000000002	MCOLN1
l-ergothioneine	free radical scavenger	218050_at	-2.79982805	2.79982805	UFM1
l-ergothioneine	free radical scavenger	203303_at	-3.09782555	3.09782555	DYNLT3
l-ergothioneine	free radical scavenger	209608_s_at	-3.17022235	3.17022235	ACAT2
l-ergothioneine	free radical scavenger	202052_s_at	2.06139795	2.06139795	RAI14
l-ergothioneine	free radical scavenger	204825_at	-4.0112561	4.0112561	MELK
l-ergothioneine	free radical scavenger	218346_s_at	2.9736119	2.9736119	SESN1
l-ergothioneine	free radical scavenger	218961_s_at	3.02600335	3.02600335	PNKP
l-ergothioneine	free radical scavenger	219711_at	3.16836025	3.16836025	ZNF586
l-ergothioneine	free radical scavenger	218104_at	-2.4990226499999997	2.4990226499999997	TEX10
l-ergothioneine	free radical scavenger	205205_at	3.5106078500000004	3.5106078500000004	RELB
l-ergothioneine	free radical scavenger	200981_x_at	-4.107696499999999	4.107696499999999	GNAS
l-ergothioneine	free radical scavenger	202813_at	3.3223637000000004	3.3223637000000004	TARBP1
l-ergothioneine	free radical scavenger	208908_s_at	-2.96780225	2.96780225	CAST
l-ergothioneine	free radical scavenger	211747_s_at	-7.280612	7.280612	LSM5
l-ergothioneine	free radical scavenger	217911_s_at	-2.33679855	2.33679855	BAG3
l-ergothioneine	free radical scavenger	218375_at	-2.9950474	2.9950474	NUDT9
l-ergothioneine	free radical scavenger	218034_at	2.4240499	2.4240499	FIS1
l-ergothioneine	free radical scavenger	219390_at	-2.4023421000000003	2.4023421000000003	FKBP14
l-ergothioneine	free radical scavenger	219076_s_at	-2.9060857	2.9060857	PXMP2
l-ergothioneine	free radical scavenger	208424_s_at	-3.31018	3.31018	CIAPIN1
l-ergothioneine	free radical scavenger	201788_at	-2.6021938000000002	2.6021938000000002	DDX42
l-ergothioneine	free radical scavenger	218168_s_at	2.57346535	2.57346535	ADCK3
l-ergothioneine	free radical scavenger	221856_s_at	2.4592718000000002	2.4592718000000002	FAM63A
l-ergothioneine	free radical scavenger	212689_s_at	-2.438605	2.438605	KDM3A
l-ergothioneine	free radical scavenger	215884_s_at	-2.7160375500000002	2.7160375500000002	UBQLN2
l-ergothioneine	free radical scavenger	203067_at	4.526904	4.526904	PDHX
l-ergothioneine	free radical scavenger	217168_s_at	-2.56962775	2.56962775	HERPUD1
l-ergothioneine	free radical scavenger	203119_at	3.4268675	3.4268675	CCDC86
l-ergothioneine	free radical scavenger	217758_s_at	-3.34054965	3.34054965	TM9SF3
l-ergothioneine	free radical scavenger	208708_x_at	-6.23424435	6.23424435	EIF5
l-ergothioneine	free radical scavenger	204517_at	4.6843725	4.6843725	PPIC
l-ergothioneine	free radical scavenger	212485_at	6.3413312	6.3413312	GPATCH8
l-ergothioneine	free radical scavenger	218108_at	-3.06045385	3.06045385	UBR7
l-ergothioneine	free radical scavenger	218193_s_at	-3.7157815999999997	3.7157815999999997	GOLT1B
l-ergothioneine	free radical scavenger	217761_at	-3.3752732500000002	3.3752732500000002	ADI1
l-ergothioneine	free radical scavenger	218794_s_at	-3.909277	3.909277	TXNL4B
l-ergothioneine	free radical scavenger	203458_at	-2.3718767	2.3718767	SPR
l-ergothioneine	free radical scavenger	204809_at	2.9844811	2.9844811	CLPX
l-ergothioneine	free radical scavenger	203301_s_at	-2.5724781	2.5724781	DMTF1
l-ergothioneine	free radical scavenger	221552_at	2.15620955	2.15620955	ABHD6
l-ergothioneine	free radical scavenger	200814_at	-3.8882954	3.8882954	PSME1
l-ergothioneine	free radical scavenger	201976_s_at	2.15159475	2.15159475	MYO10
l-ergothioneine	free radical scavenger	202148_s_at	2.06208885	2.06208885	PYCR1
l-ergothioneine	free radical scavenger	203405_at	-2.9101925	2.9101925	PSMG1
l-ergothioneine	free radical scavenger	212281_s_at	-2.6211226	2.6211226	TMEM97
l-ergothioneine	free radical scavenger	203627_at	-2.83467565	2.83467565	IGF1R
l-ergothioneine	free radical scavenger	218597_s_at	-2.75073975	2.75073975	CISD1
l-ergothioneine	free radical scavenger	201932_at	-2.13827195	2.13827195	LRRC41
l-ergothioneine	free radical scavenger	202784_s_at	4.0340793	4.0340793	NNT
l-ergothioneine	free radical scavenger	213384_x_at	2.62273375	2.62273375	PLCB3
l-ergothioneine	free radical scavenger	200799_at	-6.224838699999999	6.224838699999999	HSPA1A
l-ergothioneine	free radical scavenger	201292_at	2.1560039	2.1560039	TOP2A
l-ergothioneine	free radical scavenger	201339_s_at	2.83960085	2.83960085	SCP2
l-ergothioneine	free radical scavenger	201875_s_at	-3.8716942	3.8716942	MPZL1
l-ergothioneine	free radical scavenger	201460_at	3.02774745	3.02774745	MAPKAPK2
l-ergothioneine	free radical scavenger	201102_s_at	2.038164	2.038164	PFKL
l-ergothioneine	free radical scavenger	201323_at	-2.6294139999999997	2.6294139999999997	EBNA1BP2
l-ergothioneine	free radical scavenger	208398_s_at	-2.0147989	2.0147989	TBPL1
l-ergothioneine	free radical scavenger	212255_s_at	2.0826948	2.0826948	ATP2C1
l-ergothioneine	free radical scavenger	208905_at	-3.58915695	3.58915695	CYCS
l-ergothioneine	free radical scavenger	202446_s_at	-2.2236187000000003	2.2236187000000003	PLSCR1
l-ergothioneine	free radical scavenger	202224_at	-3.5665105	3.5665105	CRK
l-ergothioneine	free radical scavenger	208687_x_at	2.6876895000000003	2.6876895000000003	HSPA8
l-ergothioneine	free radical scavenger	201202_at	2.67742065	2.67742065	PCNA
l-ergothioneine	free radical scavenger	208728_s_at	-4.0752245	4.0752245	CDC42
l-ergothioneine	free radical scavenger	201959_s_at	2.2568738	2.2568738	MYCBP2
l-ergothioneine	free radical scavenger	218245_at	2.09069955	2.09069955	TSKU
l-ergothioneine	free radical scavenger	204458_at	3.44918205	3.44918205	PLA2G15
l-ergothioneine	free radical scavenger	216598_s_at	2.03545535	2.03545535	CCL2
l-ergothioneine	free radical scavenger	202776_at	2.0097578	2.0097578	DNTTIP2
l-ergothioneine	free radical scavenger	202651_at	-2.9080243	2.9080243	LPGAT1
l-ergothioneine	free radical scavenger	1007_s_at	6.299925200000001	6.299925200000001	DDR1
l-ergothioneine	free radical scavenger	209515_s_at	2.26971875	2.26971875	RAB27A
l-ergothioneine	free radical scavenger	221562_s_at	3.1627275	3.1627275	SIRT3
l-ergothioneine	free radical scavenger	202188_at	-4.50099365	4.50099365	NUP93
l-ergothioneine	free radical scavenger	207042_at	3.2674918	3.2674918	E2F2
l-ergothioneine	free radical scavenger	201074_at	-3.00495115	3.00495115	SMARCC1
l-ergothioneine	free radical scavenger	203208_s_at	-4.374573	4.374573	MTFR1
l-ergothioneine	free radical scavenger	200053_at	2.66179455	2.66179455	SPAG7
l-ergothioneine	free radical scavenger	200617_at	2.3204105	2.3204105	MLEC
l-ergothioneine	free radical scavenger	202675_at	-2.3327643	2.3327643	SDHB
l-ergothioneine	free radical scavenger	207842_s_at	2.51457835	2.51457835	CASC3
l-ergothioneine	free radical scavenger	201870_at	-2.8843366	2.8843366	TOMM34
l-ergothioneine	free radical scavenger	201087_at	2.3082155999999996	2.3082155999999996	PXN
l-ergothioneine	free radical scavenger	204256_at	-2.1580700999999998	2.1580700999999998	ELOVL6
l-ergothioneine	free radical scavenger	201528_at	2.70143545	2.70143545	RPA1
l-ergothioneine	free radical scavenger	202811_at	-3.28039445	3.28039445	STAMBP
l-ergothioneine	free radical scavenger	201819_at	3.0115166	3.0115166	SCARB1
l-ergothioneine	free radical scavenger	202900_s_at	3.6029022	3.6029022	NUP88
l-ergothioneine	free radical scavenger	209586_s_at	3.185561	3.185561	PRUNE
l-ergothioneine	free radical scavenger	201260_s_at	2.5302138000000003	2.5302138000000003	SYPL1
l-ergothioneine	free radical scavenger	204000_at	3.9176145	3.9176145	GNB5
l-ergothioneine	free radical scavenger	203442_x_at	2.0441075	2.0441075	EML3
l-ergothioneine	free radical scavenger	201811_x_at	-2.5287783499999996	2.5287783499999996	SH3BP5
l-ergothioneine	free radical scavenger	201913_s_at	-3.21731365	3.21731365	COASY
l-ergothioneine	free radical scavenger	201391_at	2.57452635	2.57452635	TRAP1
l-ergothioneine	free radical scavenger	201555_at	3.58030355	3.58030355	MCM3
l-ergothioneine	free radical scavenger	203154_s_at	3.3929057499999997	3.3929057499999997	PAK4
l-ergothioneine	free radical scavenger	208647_at	-3.28447125	3.28447125	FDFT1
l-ergothioneine	free radical scavenger	202868_s_at	2.1096051	2.1096051	POP4
l-ergothioneine	free radical scavenger	201011_at	-6.2721269	6.2721269	RPN1
l-ergothioneine	free radical scavenger	212189_s_at	2.08559085	2.08559085	COG4
l-ergothioneine	free radical scavenger	202261_at	4.0094025	4.0094025	VPS72
l-ergothioneine	free radical scavenger	202887_s_at	-3.382849	3.382849	DDIT4
l-ergothioneine	free radical scavenger	207163_s_at	3.51791365	3.51791365	AKT1
l-ergothioneine	free radical scavenger	200071_at	-4.0991596	4.0991596	SMNDC1
l-ergothioneine	free radical scavenger	201098_at	2.9866125500000003	2.9866125500000003	COPB2
l-ergothioneine	free radical scavenger	206688_s_at	4.33305295	4.33305295	CPSF4
l-ergothioneine	free radical scavenger	201170_s_at	2.51111415	2.51111415	BHLHE40
l-ergothioneine	free radical scavenger	202635_s_at	-5.22514785	5.22514785	POLR2K
l-ergothioneine	free radical scavenger	204420_at	2.0748505	2.0748505	FOSL1
l-ergothioneine	free radical scavenger	211318_s_at	-3.09340265	3.09340265	RAE1
l-ergothioneine	free radical scavenger	201152_s_at	-4.69835475	4.69835475	MBNL1
l-ergothioneine	free radical scavenger	202647_s_at	-2.63123585	2.63123585	NRAS
l-ergothioneine	free radical scavenger	201334_s_at	3.0316149	3.0316149	ARHGEF12
l-ergothioneine	free radical scavenger	205379_at	-2.9496693499999997	2.9496693499999997	CBR3
l-ergothioneine	free radical scavenger	201693_s_at	4.2941255	4.2941255	EGR1
l-ergothioneine	free radical scavenger	201746_at	-2.6712526	2.6712526	TP53
l-ergothioneine	free radical scavenger	202950_at	-3.0328987	3.0328987	CRYZ
l-ergothioneine	free radical scavenger	201829_at	-3.6246649	3.6246649	NET1
l-ergothioneine	free radical scavenger	218292_s_at	2.6388149	2.6388149	PRKAG2
l-ergothioneine	free radical scavenger	202246_s_at	-2.53177915	2.53177915	CDK4
l-ergothioneine	free radical scavenger	205581_s_at	3.4087406	3.4087406	NOS3
l-ergothioneine	free radical scavenger	201849_at	3.00672985	3.00672985	BNIP3
l-ergothioneine	free radical scavenger	202677_at	4.8026672999999995	4.8026672999999995	RASA1
l-ergothioneine	free radical scavenger	204531_s_at	-2.29653385	2.29653385	BRCA1
l-ergothioneine	free radical scavenger	203557_s_at	2.9916625000000003	2.9916625000000003	PCBD1
l-ergothioneine	free radical scavenger	202174_s_at	-2.0696719999999997	2.0696719999999997	PCM1
l-ergothioneine	free radical scavenger	202659_at	-2.6762225500000003	2.6762225500000003	PSMB10
l-ergothioneine	free radical scavenger	202598_at	-2.07135925	2.07135925	S100A13
l-ergothioneine	free radical scavenger	205504_at	2.5535531000000002	2.5535531000000002	BTK
l-ergothioneine	free radical scavenger	204748_at	-3.839917	3.839917	PTGS2
l-ergothioneine	free radical scavenger	209341_s_at	-2.30128845	2.30128845	IKBKB
l-ergothioneine	free radical scavenger	203409_at	-2.3806633	2.3806633	DDB2
l-ergothioneine	free radical scavenger	207034_s_at	2.671978	2.671978	GLI2
l-ergothioneine	free radical scavenger	209682_at	3.4270451	3.4270451	CBLB
l-ergothioneine	free radical scavenger	213702_x_at	-2.3452802999999998	2.3452802999999998	ASAH1
l-ergothioneine	free radical scavenger	202990_at	2.6313896000000003	2.6313896000000003	PYGL
l-ergothioneine	free radical scavenger	209860_s_at	-4.0617621	4.0617621	ANXA7
l-ergothioneine	free radical scavenger	200059_s_at	4.89531835	4.89531835	RHOA
l-ergothioneine	free radical scavenger	205895_s_at	-2.449409	2.449409	NOLC1
l-ergothioneine	free radical scavenger	202447_at	-2.15285425	2.15285425	DECR1
l-ergothioneine	free radical scavenger	201412_at	2.13745245	2.13745245	LRP10
l-ergothioneine	free radical scavenger	203367_at	2.02423465	2.02423465	DUSP14
l-ergothioneine	free radical scavenger	204093_at	-3.0667778500000002	3.0667778500000002	CCNH
l-ergothioneine	free radical scavenger	201727_s_at	2.6700225	2.6700225	ELAVL1
l-ergothioneine	free radical scavenger	200078_s_at	-4.6097458499999995	4.6097458499999995	ATP6V0B
l-ergothioneine	free radical scavenger	217871_s_at	-2.4206996	2.4206996	MIF
l-ergothioneine	free radical scavenger	208025_s_at	-2.3789263	2.3789263	HMGA2
l-ergothioneine	free radical scavenger	201494_at	-3.3270070499999997	3.3270070499999997	PRCP
l-ergothioneine	free radical scavenger	200810_s_at	-3.37308595	3.37308595	CIRBP
l-ergothioneine	free radical scavenger	208936_x_at	3.1947826	3.1947826	LGALS8
l-ergothioneine	free radical scavenger	218847_at	-2.6724099	2.6724099	IGF2BP2
l-ergothioneine	free radical scavenger	212665_at	-3.1333961	3.1333961	TIPARP
lasalocid	bacterial permeability inducer	202230_s_at	2.19835565	2.19835565	CHERP
lasalocid	bacterial permeability inducer	218852_at	-3.4385719999999997	3.4385719999999997	PPP2R3C
lasalocid	bacterial permeability inducer	200083_at	-2.1676395	2.1676395	USP22
lasalocid	bacterial permeability inducer	209045_at	-5.7517038	5.7517038	XPNPEP1
lasalocid	bacterial permeability inducer	203341_at	-3.8403944999999995	3.8403944999999995	CEBPZ
lasalocid	bacterial permeability inducer	202735_at	-3.07848945	3.07848945	EBP
lasalocid	bacterial permeability inducer	207163_s_at	3.5238204	3.5238204	AKT1
lasalocid	bacterial permeability inducer	200617_at	2.1550318	2.1550318	MLEC
lasalocid	bacterial permeability inducer	203566_s_at	-3.14975815	3.14975815	AGL
lasalocid	bacterial permeability inducer	218001_at	3.12228145	3.12228145	MRPS2
lasalocid	bacterial permeability inducer	201811_x_at	-2.0820718	2.0820718	SH3BP5
lasalocid	bacterial permeability inducer	204531_s_at	-3.2178429	3.2178429	BRCA1
lasalocid	bacterial permeability inducer	217995_at	2.3612921	2.3612921	SQRDL
lasalocid	bacterial permeability inducer	200814_at	-3.059585	3.059585	PSME1
lasalocid	bacterial permeability inducer	212231_at	-3.1195221	3.1195221	FBXO21
lasalocid	bacterial permeability inducer	203442_x_at	2.8748895	2.8748895	EML3
lasalocid	bacterial permeability inducer	202927_at	2.8142025999999998	2.8142025999999998	PIN1
lasalocid	bacterial permeability inducer	208898_at	2.26868465	2.26868465	ATP6V1D
lasalocid	bacterial permeability inducer	202738_s_at	2.1801576	2.1801576	PHKB
lasalocid	bacterial permeability inducer	204662_at	-2.47593405	2.47593405	CCP110
lasalocid	bacterial permeability inducer	210719_s_at	3.9266371500000004	3.9266371500000004	HMG20B
lasalocid	bacterial permeability inducer	202109_at	4.05380765	4.05380765	ARFIP2
lasalocid	bacterial permeability inducer	200059_s_at	3.22075725	3.22075725	RHOA
lasalocid	bacterial permeability inducer	202811_at	-2.72240355	2.72240355	STAMBP
lasalocid	bacterial permeability inducer	218051_s_at	2.26820735	2.26820735	NT5DC2
lasalocid	bacterial permeability inducer	202963_at	-4.5152459	4.5152459	RFX5
lasalocid	bacterial permeability inducer	218755_at	2.45597625	2.45597625	KIF20A
lasalocid	bacterial permeability inducer	200614_at	2.22721385	2.22721385	CLTC
lasalocid	bacterial permeability inducer	209507_at	-4.6238621	4.6238621	RPA3
lasalocid	bacterial permeability inducer	202813_at	2.1189413	2.1189413	TARBP1
lasalocid	bacterial permeability inducer	202647_s_at	-3.74378465	3.74378465	NRAS
lasalocid	bacterial permeability inducer	208891_at	-2.87058975	2.87058975	DUSP6
lasalocid	bacterial permeability inducer	212899_at	2.35261605	2.35261605	CDK19
lasalocid	bacterial permeability inducer	201536_at	-4.2494355	4.2494355	DUSP3
lasalocid	bacterial permeability inducer	208905_at	-4.9171431000000005	4.9171431000000005	CYCS
lasalocid	bacterial permeability inducer	221641_s_at	-2.1009725	2.1009725	ACOT9
lasalocid	bacterial permeability inducer	218050_at	-3.3020992	3.3020992	UFM1
lasalocid	bacterial permeability inducer	211980_at	2.12125705	2.12125705	COL4A1
lasalocid	bacterial permeability inducer	205039_s_at	2.8243907999999998	2.8243907999999998	IKZF1
lasalocid	bacterial permeability inducer	218108_at	-5.21133055	5.21133055	UBR7
lasalocid	bacterial permeability inducer	204093_at	-3.0944541	3.0944541	CCNH
lasalocid	bacterial permeability inducer	217900_at	-2.8941819	2.8941819	IARS2
lasalocid	bacterial permeability inducer	208728_s_at	-2.6549336500000003	2.6549336500000003	CDC42
lasalocid	bacterial permeability inducer	203067_at	2.79174445	2.79174445	PDHX
lasalocid	bacterial permeability inducer	208687_x_at	-3.3143723	3.3143723	HSPA8
lasalocid	bacterial permeability inducer	218847_at	-2.05496825	2.05496825	IGF2BP2
lasalocid	bacterial permeability inducer	208510_s_at	-2.779444	2.779444	PPARG
lasalocid	bacterial permeability inducer	207515_s_at	-2.3428006000000003	2.3428006000000003	POLR1C
lasalocid	bacterial permeability inducer	218168_s_at	-2.0086513	2.0086513	ADCK3
lasalocid	bacterial permeability inducer	218292_s_at	2.6086017	2.6086017	PRKAG2
lasalocid	bacterial permeability inducer	202635_s_at	-6.063218	6.063218	POLR2K
lasalocid	bacterial permeability inducer	209682_at	2.5809919	2.5809919	CBLB
lasalocid	bacterial permeability inducer	201011_at	-2.83161885	2.83161885	RPN1
lasalocid	bacterial permeability inducer	205205_at	2.32785025	2.32785025	RELB
lasalocid	bacterial permeability inducer	200989_at	-2.58259215	2.58259215	HIF1A
lasalocid	bacterial permeability inducer	202623_at	-2.7264804500000004	2.7264804500000004	EAPP
lasalocid	bacterial permeability inducer	200807_s_at	-3.6268081	3.6268081	HSPD1
lasalocid	bacterial permeability inducer	203709_at	-2.01399785	2.01399785	PHKG2
lasalocid	bacterial permeability inducer	203358_s_at	3.345751	3.345751	EZH2
lasalocid	bacterial permeability inducer	217777_s_at	-2.0350085499999997	2.0350085499999997	PTPLAD1
lasalocid	bacterial permeability inducer	218245_at	2.59563255	2.59563255	TSKU
lasalocid	bacterial permeability inducer	202677_at	2.49489065	2.49489065	RASA1
lasalocid	bacterial permeability inducer	204999_s_at	-2.01588665	2.01588665	ATF5
lasalocid	bacterial permeability inducer	219390_at	-2.26566015	2.26566015	FKBP14
lasalocid	bacterial permeability inducer	209112_at	-3.7760628499999997	3.7760628499999997	CDKN1B
lasalocid	bacterial permeability inducer	213384_x_at	2.87783005	2.87783005	PLCB3
lasalocid	bacterial permeability inducer	217761_at	-2.8447708499999997	2.8447708499999997	ADI1
lasalocid	bacterial permeability inducer	201460_at	2.8024819	2.8024819	MAPKAPK2
lasalocid	bacterial permeability inducer	203303_at	-2.86016575	2.86016575	DYNLT3
lasalocid	bacterial permeability inducer	201819_at	2.71207655	2.71207655	SCARB1
lasalocid	bacterial permeability inducer	203288_at	-2.2245336	2.2245336	KIAA0355
lasalocid	bacterial permeability inducer	201393_s_at	2.2232841	2.2232841	IGF2R
lasalocid	bacterial permeability inducer	203367_at	2.20255665	2.20255665	DUSP14
lasalocid	bacterial permeability inducer	205895_s_at	-2.3216422999999997	2.3216422999999997	NOLC1
lasalocid	bacterial permeability inducer	217496_s_at	-2.37228775	2.37228775	IDE
lasalocid	bacterial permeability inducer	200078_s_at	-3.8348380000000004	3.8348380000000004	ATP6V0B
lasalocid	bacterial permeability inducer	205398_s_at	-2.40104615	2.40104615	SMAD3
lasalocid	bacterial permeability inducer	200810_s_at	-2.654814	2.654814	CIRBP
lasalocid	bacterial permeability inducer	201152_s_at	-2.42250505	2.42250505	MBNL1
lasalocid	bacterial permeability inducer	202446_s_at	-2.8934251	2.8934251	PLSCR1
lasalocid	bacterial permeability inducer	202854_at	-2.85334975	2.85334975	HPRT1
lasalocid	bacterial permeability inducer	218206_x_at	-3.15077835	3.15077835	SCAND1
lasalocid	bacterial permeability inducer	218034_at	3.4280367	3.4280367	FIS1
lasalocid	bacterial permeability inducer	201959_s_at	2.1847447	2.1847447	MYCBP2
lasalocid	bacterial permeability inducer	203054_s_at	2.4493324999999997	2.4493324999999997	TCTA
lasalocid	bacterial permeability inducer	202188_at	-5.2866907	5.2866907	NUP93
lasalocid	bacterial permeability inducer	201361_at	2.06557435	2.06557435	TMEM109
lasalocid	bacterial permeability inducer	202423_at	2.10492425	2.10492425	KAT6A
lasalocid	bacterial permeability inducer	211318_s_at	-2.7599171499999997	2.7599171499999997	RAE1
lasalocid	bacterial permeability inducer	211758_x_at	-4.4441466	4.4441466	TXNDC9
lasalocid	bacterial permeability inducer	211747_s_at	-5.8834602	5.8834602	LSM5
lasalocid	bacterial permeability inducer	201323_at	-2.1156943	2.1156943	EBNA1BP2
lasalocid	bacterial permeability inducer	204617_s_at	-2.05517125	2.05517125	ACD
lasalocid	bacterial permeability inducer	212485_at	2.0614605	2.0614605	GPATCH8
lasalocid	bacterial permeability inducer	201875_s_at	-2.4933887	2.4933887	MPZL1
lasalocid	bacterial permeability inducer	215884_s_at	-3.5391626499999997	3.5391626499999997	UBQLN2
lasalocid	bacterial permeability inducer	201494_at	-2.21848905	2.21848905	PRCP
lasalocid	bacterial permeability inducer	203301_s_at	-2.29680615	2.29680615	DMTF1
lasalocid	bacterial permeability inducer	221492_s_at	-3.0420925499999996	3.0420925499999996	ATG3
lasalocid	bacterial permeability inducer	202990_at	3.2229229999999998	3.2229229999999998	PYGL
lasalocid	bacterial permeability inducer	202801_at	2.6411851	2.6411851	PRKACA
lasalocid	bacterial permeability inducer	203897_at	-2.0923865	2.0923865	LYRM1
lasalocid	bacterial permeability inducer	201412_at	2.6466645	2.6466645	LRP10
lasalocid	bacterial permeability inducer	208936_x_at	2.913968	2.913968	LGALS8
lasalocid	bacterial permeability inducer	202447_at	-3.51943015	3.51943015	DECR1
lasalocid	bacterial permeability inducer	201829_at	-5.112367	5.112367	NET1
lasalocid	bacterial permeability inducer	203336_s_at	-2.816193	2.816193	ITGB1BP1
lasalocid	bacterial permeability inducer	201589_at	-2.01828455	2.01828455	SMC1A
lasalocid	bacterial permeability inducer	201984_s_at	3.49602835	3.49602835	EGFR
lasalocid	bacterial permeability inducer	212403_at	2.6297753999999998	2.6297753999999998	UBE3B
lasalocid	bacterial permeability inducer	202174_s_at	-2.910589	2.910589	PCM1
lasalocid	bacterial permeability inducer	201968_s_at	2.0393562000000003	2.0393562000000003	PGM1
lasalocid	bacterial permeability inducer	203138_at	-4.1891785	4.1891785	HAT1
