pert_iname	moa	L1000_probe	L1000_readout	L1000_abs_readout	gene_symbol
at13387	hsp antagonist	212723_at	2.82634235	2.82634235	JMJD6
at13387	hsp antagonist	202491_s_at	2.3592849	2.3592849	IKBKAP
at13387	hsp antagonist	202382_s_at	2.2291548	2.2291548	GNPDA1
at13387	hsp antagonist	202006_at	-5.5174769	5.5174769	PTPN12
at13387	hsp antagonist	201976_s_at	3.6424960000000004	3.6424960000000004	MYO10
at13387	hsp antagonist	203138_at	-3.3169223	3.3169223	HAT1
at13387	hsp antagonist	218290_at	-4.5756912	4.5756912	PLEKHJ1
at13387	hsp antagonist	201631_s_at	-6.0170496	6.0170496	IER3
at13387	hsp antagonist	201579_at	2.3793136	2.3793136	FAT1
at13387	hsp antagonist	201984_s_at	4.7833693	4.7833693	EGFR
at13387	hsp antagonist	203228_at	-2.2439654	2.2439654	PAFAH1B3
at13387	hsp antagonist	202733_at	6.71394225	6.71394225	P4HA2
at13387	hsp antagonist	201519_at	2.91201445	2.91201445	TOMM70A
at13387	hsp antagonist	218742_at	2.38094475	2.38094475	NARFL
at13387	hsp antagonist	220643_s_at	2.0803083	2.0803083	FAIM
at13387	hsp antagonist	202868_s_at	-2.43677825	2.43677825	POP4
at13387	hsp antagonist	209100_at	-3.2114020500000002	3.2114020500000002	IFRD2
at13387	hsp antagonist	201146_at	2.40714965	2.40714965	NFE2L2
at13387	hsp antagonist	203582_s_at	-3.0762067	3.0762067	RAB4A
at13387	hsp antagonist	210115_at	-2.6733394500000003	2.6733394500000003	RPL39L
at13387	hsp antagonist	203405_at	-2.18779255	2.18779255	PSMG1
at13387	hsp antagonist	202153_s_at	-2.32250995	2.32250995	NUP62
at13387	hsp antagonist	211015_s_at	2.2058997	2.2058997	HSPA4
at13387	hsp antagonist	204542_at	-2.8544675500000003	2.8544675500000003	ST6GALNAC2
at13387	hsp antagonist	208398_s_at	-2.12974355	2.12974355	TBPL1
at13387	hsp antagonist	201719_s_at	-3.2637076	3.2637076	EPB41L2
at13387	hsp antagonist	209515_s_at	-2.66564915	2.66564915	RAB27A
at13387	hsp antagonist	202651_at	-2.4216383500000003	2.4216383500000003	LPGAT1
at13387	hsp antagonist	200981_x_at	-2.16777615	2.16777615	GNAS
at13387	hsp antagonist	201774_s_at	2.1140181499999997	2.1140181499999997	NCAPD2
at13387	hsp antagonist	201361_at	-3.14227715	3.14227715	TMEM109
at13387	hsp antagonist	202889_x_at	2.13065205	2.13065205	MAP7
at13387	hsp antagonist	221750_at	-2.64797935	2.64797935	HMGCS1
at13387	hsp antagonist	202756_s_at	2.07036275	2.07036275	GPC1
at13387	hsp antagonist	202119_s_at	2.45603645	2.45603645	CPNE3
at13387	hsp antagonist	209112_at	4.9837666	4.9837666	CDKN1B
at13387	hsp antagonist	202996_at	-5.323923349999999	5.323923349999999	POLD4
at13387	hsp antagonist	218168_s_at	2.03154795	2.03154795	ADCK3
at13387	hsp antagonist	211518_s_at	2.09026715	2.09026715	BMP4
at13387	hsp antagonist	202599_s_at	-3.02585595	3.02585595	NRIP1
at13387	hsp antagonist	201202_at	-3.813382	3.813382	PCNA
at13387	hsp antagonist	202705_at	-2.9711939999999997	2.9711939999999997	CCNB2
at13387	hsp antagonist	204420_at	-2.3522095	2.3522095	FOSL1
at13387	hsp antagonist	204014_at	-2.734198325	2.734198325	DUSP4
at13387	hsp antagonist	217871_s_at	-2.4087301500000002	2.4087301500000002	MIF
at13387	hsp antagonist	203665_at	5.0485796999999994	5.0485796999999994	HMOX1
at13387	hsp antagonist	211297_s_at	3.38050245	3.38050245	CDK7
at13387	hsp antagonist	218581_at	3.7911652	3.7911652	ABHD4
at13387	hsp antagonist	208510_s_at	-2.4691021500000003	2.4691021500000003	PPARG
at13387	hsp antagonist	217911_s_at	4.1020224	4.1020224	BAG3
at13387	hsp antagonist	201746_at	2.49959275	2.49959275	TP53
at13387	hsp antagonist	209263_x_at	-3.8717439	3.8717439	TSPAN4
at13387	hsp antagonist	216321_s_at	2.59680275	2.59680275	NR3C1
at13387	hsp antagonist	202246_s_at	-2.76399615	2.76399615	CDK4
at13387	hsp antagonist	200807_s_at	3.09291175	3.09291175	HSPD1
at13387	hsp antagonist	205909_at	-2.9802294999999996	2.9802294999999996	POLE2
at13387	hsp antagonist	209380_s_at	2.23137185	2.23137185	ABCC5
at13387	hsp antagonist	204748_at	-6.04384665	6.04384665	PTGS2
at13387	hsp antagonist	218995_s_at	-2.715395	2.715395	EDN1
at13387	hsp antagonist	201841_s_at	2.3418669000000003	2.3418669000000003	HSPB1
at13387	hsp antagonist	202732_at	-2.4557523000000003	2.4557523000000003	PKIG
at13387	hsp antagonist	221060_s_at	-2.01669775	2.01669775	TLR4
at13387	hsp antagonist	208891_at	-2.7255620499999997	2.7255620499999997	DUSP6
at13387	hsp antagonist	218102_at	-3.33341955	3.33341955	DERA
at13387	hsp antagonist	213384_x_at	-2.1663210999999998	2.1663210999999998	PLCB3
at13387	hsp antagonist	200799_at	6.7119788	6.7119788	HSPA1A
at13387	hsp antagonist	205393_s_at	-2.07267765	2.07267765	CHEK1
at13387	hsp antagonist	201460_at	2.4045360000000002	2.4045360000000002	MAPKAPK2
brequinar	dihydroorotate dehydrogenase inhibitor	201853_s_at	-2.0592017499999997	2.0592017499999997	CDC25B
brequinar	dihydroorotate dehydrogenase inhibitor	209380_s_at	3.2408246999999997	3.2408246999999997	ABCC5
brequinar	dihydroorotate dehydrogenase inhibitor	209050_s_at	2.29401385	2.29401385	RALGDS
brequinar	dihydroorotate dehydrogenase inhibitor	208708_x_at	-2.60818415	2.60818415	EIF5
brequinar	dihydroorotate dehydrogenase inhibitor	212281_s_at	-2.0799717500000003	2.0799717500000003	TMEM97
brequinar	dihydroorotate dehydrogenase inhibitor	221081_s_at	3.21758225	3.21758225	DENND2D
brequinar	dihydroorotate dehydrogenase inhibitor	205450_at	-2.07137445	2.07137445	PHKA1
brequinar	dihydroorotate dehydrogenase inhibitor	203291_at	-2.9970454	2.9970454	CNOT4
brequinar	dihydroorotate dehydrogenase inhibitor	218193_s_at	-3.4070413	3.4070413	GOLT1B
brequinar	dihydroorotate dehydrogenase inhibitor	205500_at	-2.4979051500000002	2.4979051500000002	C5
brequinar	dihydroorotate dehydrogenase inhibitor	203727_at	2.39026335	2.39026335	SKIV2L
brequinar	dihydroorotate dehydrogenase inhibitor	208025_s_at	-2.1919387500000003	2.1919387500000003	HMGA2
brequinar	dihydroorotate dehydrogenase inhibitor	217168_s_at	-3.16129625	3.16129625	HERPUD1
brequinar	dihydroorotate dehydrogenase inhibitor	201611_s_at	2.3840624000000004	2.3840624000000004	ICMT
brequinar	dihydroorotate dehydrogenase inhibitor	202382_s_at	2.0923484	2.0923484	GNPDA1
brequinar	dihydroorotate dehydrogenase inhibitor	214259_s_at	2.4177435	2.4177435	AKR7A2
brequinar	dihydroorotate dehydrogenase inhibitor	208992_s_at	2.12869785	2.12869785	STAT3
brequinar	dihydroorotate dehydrogenase inhibitor	203521_s_at	2.16276485	2.16276485	ZNF318
brequinar	dihydroorotate dehydrogenase inhibitor	201032_at	2.67246495	2.67246495	BLCAP
brequinar	dihydroorotate dehydrogenase inhibitor	218346_s_at	3.1680061	3.1680061	SESN1
brequinar	dihydroorotate dehydrogenase inhibitor	206687_s_at	2.47341285	2.47341285	PTPN6
brequinar	dihydroorotate dehydrogenase inhibitor	202847_at	-2.4320685	2.4320685	PCK2
brequinar	dihydroorotate dehydrogenase inhibitor	202722_s_at	-3.7129061000000005	3.7129061000000005	GFPT1
brequinar	dihydroorotate dehydrogenase inhibitor	212500_at	-3.70558645	3.70558645	ADO
brequinar	dihydroorotate dehydrogenase inhibitor	210788_s_at	2.48136735	2.48136735	DHRS7
brequinar	dihydroorotate dehydrogenase inhibitor	201614_s_at	-2.20176835	2.20176835	RUVBL1
brequinar	dihydroorotate dehydrogenase inhibitor	212871_at	-3.3828895	3.3828895	MAPKAPK5
brequinar	dihydroorotate dehydrogenase inhibitor	203188_at	2.26344935	2.26344935	B3GNT1
brequinar	dihydroorotate dehydrogenase inhibitor	202812_at	3.089129	3.089129	GAA
brequinar	dihydroorotate dehydrogenase inhibitor	218175_at	3.3470863499999997	3.3470863499999997	CCDC92
brequinar	dihydroorotate dehydrogenase inhibitor	202431_s_at	-3.8886891500000003	3.8886891500000003	MYC
brequinar	dihydroorotate dehydrogenase inhibitor	202733_at	3.6617800000000003	3.6617800000000003	P4HA2
brequinar	dihydroorotate dehydrogenase inhibitor	204826_at	2.33272815	2.33272815	CCNF
brequinar	dihydroorotate dehydrogenase inhibitor	202677_at	-2.98796125	2.98796125	RASA1
brequinar	dihydroorotate dehydrogenase inhibitor	200810_s_at	-2.89360915	2.89360915	CIRBP
brequinar	dihydroorotate dehydrogenase inhibitor	201152_s_at	-5.084171850000001	5.084171850000001	MBNL1
brequinar	dihydroorotate dehydrogenase inhibitor	209166_s_at	2.1539512	2.1539512	MAN2B1
brequinar	dihydroorotate dehydrogenase inhibitor	209191_at	3.7583798	3.7583798	TUBB6
brequinar	dihydroorotate dehydrogenase inhibitor	217496_s_at	-2.4071790999999996	2.4071790999999996	IDE
brequinar	dihydroorotate dehydrogenase inhibitor	203952_at	-2.41402145	2.41402145	ATF6
brequinar	dihydroorotate dehydrogenase inhibitor	203367_at	2.3250829	2.3250829	DUSP14
brequinar	dihydroorotate dehydrogenase inhibitor	201000_at	-2.1993537	2.1993537	AARS
brequinar	dihydroorotate dehydrogenase inhibitor	204039_at	2.7602688499999997	2.7602688499999997	CEBPA
brequinar	dihydroorotate dehydrogenase inhibitor	218316_at	-3.68211745	3.68211745	TIMM9
brequinar	dihydroorotate dehydrogenase inhibitor	201985_at	-2.260043	2.260043	KIAA0196
brequinar	dihydroorotate dehydrogenase inhibitor	204458_at	2.2141014	2.2141014	PLA2G15
brequinar	dihydroorotate dehydrogenase inhibitor	201746_at	2.1510656	2.1510656	TP53
brequinar	dihydroorotate dehydrogenase inhibitor	201761_at	-5.00455215	5.00455215	MTHFD2
brequinar	dihydroorotate dehydrogenase inhibitor	203192_at	2.3390367999999997	2.3390367999999997	ABCB6
brequinar	dihydroorotate dehydrogenase inhibitor	202284_s_at	5.7524915	5.7524915	CDKN1A
brequinar	dihydroorotate dehydrogenase inhibitor	200981_x_at	-8.01773	8.01773	GNAS
brequinar	dihydroorotate dehydrogenase inhibitor	218104_at	-2.1415907	2.1415907	TEX10
brequinar	dihydroorotate dehydrogenase inhibitor	202794_at	2.8863838	2.8863838	INPP1
brequinar	dihydroorotate dehydrogenase inhibitor	201709_s_at	-2.06140065	2.06140065	NIPSNAP1
brequinar	dihydroorotate dehydrogenase inhibitor	218595_s_at	-4.3084069	4.3084069	HEATR1
brequinar	dihydroorotate dehydrogenase inhibitor	218743_at	2.308669015	2.308669015	CHMP6
brequinar	dihydroorotate dehydrogenase inhibitor	204748_at	-4.0192775	4.0192775	PTGS2
brequinar	dihydroorotate dehydrogenase inhibitor	202950_at	-2.2077548	2.2077548	CRYZ
brequinar	dihydroorotate dehydrogenase inhibitor	201664_at	-5.00313605	5.00313605	SMC4
brequinar	dihydroorotate dehydrogenase inhibitor	202813_at	-3.5785545	3.5785545	TARBP1
brequinar	dihydroorotate dehydrogenase inhibitor	207042_at	4.13231825	4.13231825	E2F2
brequinar	dihydroorotate dehydrogenase inhibitor	204825_at	-2.18159425	2.18159425	MELK
brequinar	dihydroorotate dehydrogenase inhibitor	217989_at	-2.22898845	2.22898845	HSD17B11
brequinar	dihydroorotate dehydrogenase inhibitor	203931_s_at	-3.9493239	3.9493239	MRPL12
brequinar	dihydroorotate dehydrogenase inhibitor	202220_at	2.5713424	2.5713424	KIAA0907
brequinar	dihydroorotate dehydrogenase inhibitor	203379_at	3.61675685	3.61675685	RPS6KA1
brequinar	dihydroorotate dehydrogenase inhibitor	207334_s_at	3.6173347499999995	3.6173347499999995	TGFBR2
brequinar	dihydroorotate dehydrogenase inhibitor	202732_at	-2.4437025	2.4437025	PKIG
brequinar	dihydroorotate dehydrogenase inhibitor	209608_s_at	2.96403595	2.96403595	ACAT2
brequinar	dihydroorotate dehydrogenase inhibitor	203409_at	3.07775965	3.07775965	DDB2
brequinar	dihydroorotate dehydrogenase inhibitor	217900_at	-4.43549715	4.43549715	IARS2
brequinar	dihydroorotate dehydrogenase inhibitor	208905_at	2.2885168499999997	2.2885168499999997	CYCS
brequinar	dihydroorotate dehydrogenase inhibitor	204126_s_at	-2.80134695	2.80134695	CDC45
brequinar	dihydroorotate dehydrogenase inhibitor	213384_x_at	2.0211905	2.0211905	PLCB3
brequinar	dihydroorotate dehydrogenase inhibitor	202630_at	-3.1701740999999997	3.1701740999999997	APPBP2
brequinar	dihydroorotate dehydrogenase inhibitor	213150_at	2.9808521	2.9808521	HOXA10
brequinar	dihydroorotate dehydrogenase inhibitor	202809_s_at	-4.20178615	4.20178615	INTS3
brequinar	dihydroorotate dehydrogenase inhibitor	221779_at	2.93471835	2.93471835	MICALL1
brequinar	dihydroorotate dehydrogenase inhibitor	210058_at	3.8797833500000003	3.8797833500000003	MAPK13
brequinar	dihydroorotate dehydrogenase inhibitor	203221_at	-3.01743305	3.01743305	TLE1
brequinar	dihydroorotate dehydrogenase inhibitor	204256_at	-5.748861	5.748861	ELOVL6
brequinar	dihydroorotate dehydrogenase inhibitor	203073_at	-2.836894	2.836894	COG2
brequinar	dihydroorotate dehydrogenase inhibitor	200757_s_at	-2.55260195	2.55260195	CALU
brequinar	dihydroorotate dehydrogenase inhibitor	222103_at	2.4146324000000003	2.4146324000000003	ATF1
brequinar	dihydroorotate dehydrogenase inhibitor	219888_at	-3.8140016	3.8140016	SPAG4
brequinar	dihydroorotate dehydrogenase inhibitor	218571_s_at	-2.59720755	2.59720755	CHMP4A
brequinar	dihydroorotate dehydrogenase inhibitor	200678_x_at	2.40164065	2.40164065	GRN
brequinar	dihydroorotate dehydrogenase inhibitor	202911_at	-2.45117735	2.45117735	MSH6
brequinar	dihydroorotate dehydrogenase inhibitor	213844_at	2.2221394	2.2221394	HOXA5
brequinar	dihydroorotate dehydrogenase inhibitor	201976_s_at	-3.076225	3.076225	MYO10
brequinar	dihydroorotate dehydrogenase inhibitor	201855_s_at	-3.331684	3.331684	ATMIN
brequinar	dihydroorotate dehydrogenase inhibitor	202705_at	-3.33388615	3.33388615	CCNB2
brequinar	dihydroorotate dehydrogenase inhibitor	204781_s_at	3.6278555	3.6278555	FAS
brequinar	dihydroorotate dehydrogenase inhibitor	207871_s_at	-2.9680501	2.9680501	ST7
brequinar	dihydroorotate dehydrogenase inhibitor	201397_at	-2.15368345	2.15368345	PHGDH
brequinar	dihydroorotate dehydrogenase inhibitor	205055_at	-2.6827212	2.6827212	ITGAE
brequinar	dihydroorotate dehydrogenase inhibitor	218290_at	-4.68548965	4.68548965	PLEKHJ1
brequinar	dihydroorotate dehydrogenase inhibitor	205393_s_at	-5.6760665	5.6760665	CHEK1
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	203343_at	2.0800482	2.0800482	UGDH
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	218168_s_at	2.6807714999999996	2.6807714999999996	ADCK3
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	208905_at	3.2410889000000003	3.2410889000000003	CYCS
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	205376_at	2.1972312499999997	2.1972312499999997	INPP4B
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	202705_at	-4.4685281	4.4685281	CCNB2
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	200981_x_at	-3.9187585	3.9187585	GNAS
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	209464_at	-2.8196157	2.8196157	AURKB
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	205811_at	-3.40208175	3.40208175	POLG2
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	209095_at	-2.1337121	2.1337121	DLD
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	217752_s_at	-2.32861065	2.32861065	CNDP2
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	208872_s_at	-2.2811983	2.2811983	REEP5
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	204826_at	3.1569190000000003	3.1569190000000003	CCNF
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	219270_at	-2.4950232	2.4950232	CHAC1
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	208708_x_at	-4.02720615	4.02720615	EIF5
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	207334_s_at	2.4575235500000003	2.4575235500000003	TGFBR2
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	202454_s_at	2.15496185	2.15496185	ERBB3
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	202889_x_at	2.7098589000000004	2.7098589000000004	MAP7
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	205039_s_at	2.29993895	2.29993895	IKZF1
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	202491_s_at	3.39626175	3.39626175	IKBKAP
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	217956_s_at	-2.45742505	2.45742505	ENOPH1
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	203911_at	2.93431555	2.93431555	RAP1GAP
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	217900_at	-3.9727691	3.9727691	IARS2
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	212851_at	2.0237219	2.0237219	DCUN1D4
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	218852_at	-2.031749	2.031749	PPP2R3C
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	202678_at	-2.12375005	2.12375005	GTF2A2
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	205451_at	2.0394347	2.0394347	FOXO4
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	203418_at	-2.0098652	2.0098652	CCNA2
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	202732_at	-3.2091685	3.2091685	PKIG
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	203973_s_at	3.08031965	3.08031965	CEBPD
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	209364_at	2.22714745	2.22714745	BAD
dasatinib	kit inhibitor|src inhibitor|bcr-abl kinase inhibitor|ephrin inhibitor|pdgfr tyrosine kinase receptor inhibitor|tyrosine kinase inhibitor	202599_s_at	-2.64419495	2.64419495	NRIP1
