compound	no_of_replicates	dose	p_value	matching_score	assay	normalization	category
dacarbazine	5	0.04 uM	0.486	0.0183392725055812	Cell Painting	non_spherized	all_data
dacinostat	5	0.04 uM	0.006	0.3495103461136675	Cell Painting	non_spherized	all_data
dacomitinib	5	0.04 uM	0.004	0.3730049886215376	Cell Painting	non_spherized	all_data
danazol	5	0.04 uM	0.55	0.0013485488362178	Cell Painting	non_spherized	all_data
danegaptide	5	0.04 uM	0.545	0.0022533863585805	Cell Painting	non_spherized	all_data
dantrolene	5	0.04 uM	0.368	0.0470123910003967	Cell Painting	non_spherized	all_data
danusertib	5	0.04 uM	0.529	0.0058255656024853	Cell Painting	non_spherized	all_data
dapagliflozin	5	0.04 uM	0.547	0.0019770012273165	Cell Painting	non_spherized	all_data
dapivirine	5	0.04 uM	0.511	0.0115656976113079	Cell Painting	non_spherized	all_data
dapsone	5	0.04 uM	0.59	-0.0096455203088192	Cell Painting	non_spherized	all_data
darifenacin	5	0.04 uM	0.55	0.001344086021496	Cell Painting	non_spherized	all_data
darunavir	5	0.04 uM	0.55	0.0014418206929904	Cell Painting	non_spherized	all_data
dasabuvir	4	0.04 uM	0.477	0.0176709409771261	Cell Painting	non_spherized	all_data
dasatinib	5	0.04 uM	0.0	0.4875373436533141	Cell Painting	non_spherized	all_data
dazoxiben	5	0.04 uM	0.084	0.1834111717617172	Cell Painting	non_spherized	all_data
decitabine	5	0.04 uM	0.463	0.0244968196676906	Cell Painting	non_spherized	all_data
defactinib	2	0.04 uM	0.541	0.0024202887791482	Cell Painting	non_spherized	all_data
deferasirox	5	0.04 uM	0.543	0.0034729935145642	Cell Painting	non_spherized	all_data
deferiprone	5	0.04 uM	0.514	0.0107059606076399	Cell Painting	non_spherized	all_data
deforolimus	5	0.04 uM	0.168	0.1244222329657317	Cell Painting	non_spherized	all_data
dehydroepiandrosterone	5	0.04 uM	0.532	0.0055305793794699	Cell Painting	non_spherized	all_data
delanzomib	5	0.04 uM	0.062	0.2017284393953923	Cell Painting	non_spherized	all_data
delivert	5	0.04 uM	0.556	-0.0023746869496908	Cell Painting	non_spherized	all_data
deoxycholic-acid	5	0.04 uM	0.553	-0.0013458354489067	Cell Painting	non_spherized	all_data
dequalinium	5	0.04 uM	0.542	0.0035805351411541	Cell Painting	non_spherized	all_data
desmopressin-acetate	5	0.04 uM	0.549	0.0018354837114644	Cell Painting	non_spherized	all_data
dexamethasone	10	0.04 uM	0.506	0.0226259284796015	Cell Painting	non_spherized	all_data
dexfenfluramine	5	0.04 uM	0.036	0.2461403120704451	Cell Painting	non_spherized	all_data
dexloxiglumide	5	0.04 uM	0.552	-0.0005456066777002	Cell Painting	non_spherized	all_data
dexniguldipine	2	0.04 uM	0.535	0.0076605653155562	Cell Painting	non_spherized	all_data
dextromethorphan	5	0.04 uM	0.595	-0.0106112915016678	Cell Painting	non_spherized	all_data
diacerein	5	0.04 uM	0.553	-0.0010796067951837	Cell Painting	non_spherized	all_data
diazepam	5	0.04 uM	0.519	0.0095591385414647	Cell Painting	non_spherized	all_data
diazoxide	5	0.04 uM	0.157	0.1308761859577931	Cell Painting	non_spherized	all_data
diclofenac	5	0.04 uM	0.552	-0.0004253293265213	Cell Painting	non_spherized	all_data
diclofensine	5	0.04 uM	0.021	0.2793637333336755	Cell Painting	non_spherized	all_data
dicloxacillin	5	0.04 uM	0.55	0.00134408602151	Cell Painting	non_spherized	all_data
dicoumarol	5	0.04 uM	0.544	0.0030174863899079	Cell Painting	non_spherized	all_data
dideoxyadenosine	5	0.04 uM	0.55	0.001458927367284	Cell Painting	non_spherized	all_data
dienogest	5	0.04 uM	0.224	0.0990117882753804	Cell Painting	non_spherized	all_data
diethylcarbamazine	5	0.04 uM	0.559	-0.0033130151351007	Cell Painting	non_spherized	all_data
diethylstilbestrol	5	0.04 uM	0.549	0.0016962084955847	Cell Painting	non_spherized	all_data
diflunisal	5	0.04 uM	0.551	0.0008489795791778	Cell Painting	non_spherized	all_data
dihydroergocristine	5	0.04 uM	0.554	-0.0018393776595913	Cell Painting	non_spherized	all_data
dihydroergotamine	5	0.04 uM	0.352	0.0528552632746043	Cell Painting	non_spherized	all_data
dilazep	5	0.04 uM	0.421	0.0337023434873755	Cell Painting	non_spherized	all_data
diltiazem	5	0.04 uM	0.561	-0.003758841999015	Cell Painting	non_spherized	all_data
dimesna	5	0.04 uM	0.237	0.0926836085152078	Cell Painting	non_spherized	all_data
dimethyl-fumarate	5	0.04 uM	0.547	0.0019005097882017	Cell Painting	non_spherized	all_data
diminazene-aceturate	5	0.04 uM	0.504	0.0136880697521934	Cell Painting	non_spherized	all_data
dinaciclib	5	0.04 uM	0.499	0.0153320042667247	Cell Painting	non_spherized	all_data
dinoprost	5	0.04 uM	0.472	0.0213395572093843	Cell Painting	non_spherized	all_data
diosmin	5	0.04 uM	0.552	0.0001307957580859	Cell Painting	non_spherized	all_data
diphenidol	4	0.04 uM	0.299	0.0849348011231361	Cell Painting	non_spherized	all_data
dipraglurant	5	0.04 uM	0.551	0.0006871593382608	Cell Painting	non_spherized	all_data
dipyridamole	5	0.04 uM	0.404	0.0364060581019509	Cell Painting	non_spherized	all_data
disopyramide	5	0.04 uM	0.487	0.0180465748485738	Cell Painting	non_spherized	all_data
disulfiram	5	0.04 uM	0.543	0.0034452932926525	Cell Painting	non_spherized	all_data
dmp-777	5	0.04 uM	0.539	0.0044418259938129	Cell Painting	non_spherized	all_data
docetaxel	5	0.04 uM	0.0	0.76328401513255	Cell Painting	non_spherized	all_data
dofequidar	5	0.04 uM	0.062	0.2039320657697257	Cell Painting	non_spherized	all_data
dolutegravir	5	0.04 uM	0.54	0.0039587357946912	Cell Painting	non_spherized	all_data
donepezil	5	0.04 uM	0.552	0.0003723664658974	Cell Painting	non_spherized	all_data
donitriptan	5	0.04 uM	0.544	0.0024923160201442	Cell Painting	non_spherized	all_data
dopamine	2	0.04 uM	0.494	0.0293856204312802	Cell Painting	non_spherized	all_data
doramapimod	5	0.04 uM	0.0	0.4740925253691377	Cell Painting	non_spherized	all_data
dorzolamide	5	0.04 uM	0.553	-0.0008647778255046	Cell Painting	non_spherized	all_data
doxapram	5	0.04 uM	0.542	0.0036224459789025	Cell Painting	non_spherized	all_data
doxazosin	5	0.04 uM	0.122	0.1474852604721364	Cell Painting	non_spherized	all_data
doxepin	5	0.04 uM	0.553	-0.0013770758300248	Cell Painting	non_spherized	all_data
doxifluridine	5	0.04 uM	0.007	0.3443574963960293	Cell Painting	non_spherized	all_data
doxofylline	5	0.04 uM	0.552	-0.0005486148882343	Cell Painting	non_spherized	all_data
doxorubicin	5	0.04 uM	0.0	0.6438912410919416	Cell Painting	non_spherized	all_data
doxycycline-hyclate	5	0.04 uM	0.542	0.0035900462373954	Cell Painting	non_spherized	all_data
dpcpx	4	0.04 uM	0.344	0.0667392896051382	Cell Painting	non_spherized	all_data
dpi-201106	5	0.04 uM	0.021	0.2803892997039109	Cell Painting	non_spherized	all_data
dronedarone	5	0.04 uM	0.526	0.0063932748321322	Cell Painting	non_spherized	all_data
droperidol	5	0.04 uM	0.006	0.3517825040058225	Cell Painting	non_spherized	all_data
drospirenone	4	0.04 uM	0.029	0.2923756199732269	Cell Painting	non_spherized	all_data
du-728	5	0.04 uM	0.59	-0.0096260462022881	Cell Painting	non_spherized	all_data
duloxetine	5	0.04 uM	0.553	-0.0013087776136356	Cell Painting	non_spherized	all_data
dutasteride	5	0.04 uM	0.0	0.5460455479883796	Cell Painting	non_spherized	all_data
e-2012	5	0.04 uM	0.54	0.003792152603737	Cell Painting	non_spherized	all_data
ebselen	5	0.04 uM	0.472	0.021761671239522	Cell Painting	non_spherized	all_data
econazole	5	0.04 uM	0.554	-0.0017288967928324	Cell Painting	non_spherized	all_data
edoxaban	5	0.04 uM	0.554	-0.0016382517100258	Cell Painting	non_spherized	all_data
edoxudine	5	0.04 uM	0.193	0.1136649121740383	Cell Painting	non_spherized	all_data
efaproxiral	2	0.04 uM	0.635	-0.0594333166591083	Cell Painting	non_spherized	all_data
efavirenz	2	0.04 uM	0.691	-0.1117566308171983	Cell Painting	non_spherized	all_data
eflornithine	5	0.04 uM	0.553	-0.0013440860211117	Cell Painting	non_spherized	all_data
elesclomol	5	0.04 uM	0.514	0.0105489122976376	Cell Painting	non_spherized	all_data
ellagic-acid	5	0.04 uM	0.554	-0.0016178788901342	Cell Painting	non_spherized	all_data
emd-1214063	5	0.04 uM	0.01	0.3172166838794471	Cell Painting	non_spherized	all_data
emd-53998	5	0.04 uM	0.56	-0.0036193467101217	Cell Painting	non_spherized	all_data
emedastine	5	0.04 uM	0.468	0.0239298482909128	Cell Painting	non_spherized	all_data
emtricitabine	5	0.04 uM	0.554	-0.0019341613086836	Cell Painting	non_spherized	all_data
enalapril	5	0.04 uM	0.11	0.1586916324457647	Cell Painting	non_spherized	all_data
enoxacin	5	0.04 uM	0.554	-0.001525679567728	Cell Painting	non_spherized	all_data
entecavir	5	0.04 uM	0.486	0.0182965214183104	Cell Painting	non_spherized	all_data
entinostat	5	0.04 uM	0.506	0.0130464235585036	Cell Painting	non_spherized	all_data
enzalutamide	5	0.04 uM	0.553	-0.0013440860215054	Cell Painting	non_spherized	all_data
enzastaurin	5	0.04 uM	0.554	-0.001709801156485	Cell Painting	non_spherized	all_data
eperezolid	5	0.04 uM	0.55	0.0013440860215043	Cell Painting	non_spherized	all_data
epinastine	5	0.04 uM	0.544	0.0024996717181964	Cell Painting	non_spherized	all_data
epinephrine	5	0.04 uM	0.552	-0.0005256427100092	Cell Painting	non_spherized	all_data
epirizole	2	0.04 uM	0.541	0.0022476455779231	Cell Painting	non_spherized	all_data
epirubicin	5	0.04 uM	0.0	0.5787808584348236	Cell Painting	non_spherized	all_data
epitiostanol	4	0.04 uM	0.199	0.1288363507074398	Cell Painting	non_spherized	all_data
epothilone-b	5	0.04 uM	0.544	0.0025153454558792	Cell Painting	non_spherized	all_data
equol	5	0.04 uM	0.001	0.4417308876855647	Cell Painting	non_spherized	all_data
ercalcitriol	5	0.04 uM	0.523	0.0075824506577129	Cell Painting	non_spherized	all_data
erlotinib	5	0.04 uM	0.0	0.505574487418932	Cell Painting	non_spherized	all_data
erteberel	5	0.04 uM	0.538	0.0045897156750724	Cell Painting	non_spherized	all_data
erythromycin	10	0.04 uM	0.626	0.0066349386503486	Cell Painting	non_spherized	all_data
escitalopram	5	0.04 uM	0.544	0.0026585551664125	Cell Painting	non_spherized	all_data
esmolol	5	0.04 uM	0.551	0.0006077235227676	Cell Painting	non_spherized	all_data
estramustine	5	0.04 uM	0.554	-0.0015795016569397	Cell Painting	non_spherized	all_data
estramustine-phosphate	4	0.04 uM	0.008	0.3576712636609516	Cell Painting	non_spherized	all_data
estriol	5	0.04 uM	0.127	0.1461729057174344	Cell Painting	non_spherized	all_data
estrone	2	0.04 uM	0.6	-0.0340236351232006	Cell Painting	non_spherized	all_data
etacrynic-acid	5	0.04 uM	0.565	-0.005027420344494	Cell Painting	non_spherized	all_data
etanidazole	5	0.04 uM	0.558	-0.0030951921305281	Cell Painting	non_spherized	all_data
etazolate	5	0.04 uM	0.283	0.0749936914822762	Cell Painting	non_spherized	all_data
ethinyl-estradiol	4	0.04 uM	0.09	0.2081740572914669	Cell Painting	non_spherized	all_data
ethylenediaminetetraacetic-acid	5	0.04 uM	0.552	5.627768216720508e-15	Cell Painting	non_spherized	all_data
etizolam	5	0.04 uM	0.352	0.0529502694401061	Cell Painting	non_spherized	all_data
etodolac	5	0.04 uM	0.552	2.497654549106281e-06	Cell Painting	non_spherized	all_data
etofylline-clofibrate	5	0.04 uM	0.084	0.1833896140343451	Cell Painting	non_spherized	all_data
etomidate	5	0.04 uM	0.069	0.1945393763573544	Cell Painting	non_spherized	all_data
etomoxir	5	0.04 uM	0.177	0.1208057605350653	Cell Painting	non_spherized	all_data
etoposide	5	0.04 uM	0.0	0.7500427450027425	Cell Painting	non_spherized	all_data
etoricoxib	5	0.04 uM	0.01	0.3193590370767852	Cell Painting	non_spherized	all_data
etravirine	5	0.04 uM	0.0	0.4700414023203403	Cell Painting	non_spherized	all_data
eugenol	5	0.04 uM	0.422	0.0333072170250761	Cell Painting	non_spherized	all_data
everolimus	5	0.04 uM	0.0	0.8370341976774001	Cell Painting	non_spherized	all_data
evp-6124	5	0.04 uM	0.554	-0.001637452372102	Cell Painting	non_spherized	all_data
exalamide	5	0.04 uM	0.504	0.0134951038930509	Cell Painting	non_spherized	all_data
exemestane	5	0.04 uM	0.49	0.017792859890879	Cell Painting	non_spherized	all_data
exherin	5	0.04 uM	0.552	5.24969091055081e-05	Cell Painting	non_spherized	all_data
fadrozole	5	0.04 uM	0.552	-0.0002338807329434	Cell Painting	non_spherized	all_data
famciclovir	5	0.04 uM	0.54	0.0040215878665121	Cell Painting	non_spherized	all_data
famotidine	4	0.04 uM	0.116	0.1878299912762874	Cell Painting	non_spherized	all_data
faropenem	5	0.04 uM	0.552	0.0001834366891153	Cell Painting	non_spherized	all_data
fasudil	5	0.04 uM	0.552	-1.8030282128433934e-16	Cell Painting	non_spherized	all_data
favipiravir	5	0.04 uM	0.026	0.269440149900063	Cell Painting	non_spherized	all_data
fdcyd	5	0.04 uM	0.0	0.6547410380835956	Cell Painting	non_spherized	all_data
febuxostat	5	0.04 uM	0.132	0.1437019671073236	Cell Painting	non_spherized	all_data
felbinac	5	0.04 uM	0.104	0.1689202992192073	Cell Painting	non_spherized	all_data
felodipine	5	0.04 uM	0.544	0.003099334744815	Cell Painting	non_spherized	all_data
fenobam	5	0.04 uM	0.553	-0.0013440860214955	Cell Painting	non_spherized	all_data
fenoterol	5	0.04 uM	0.01	0.3195029729901323	Cell Painting	non_spherized	all_data
fenticonazole	5	0.04 uM	0.242	0.0909818928639756	Cell Painting	non_spherized	all_data
fexofenadine	5	0.04 uM	0.553	-0.0011813499846746	Cell Painting	non_spherized	all_data
fiacitabine	5	0.04 uM	0.553	-0.0009575518043622	Cell Painting	non_spherized	all_data
fidarestat	5	0.04 uM	0.566	-0.0050769636229911	Cell Painting	non_spherized	all_data
fidaxomicin	5	0.04 uM	0.335	0.0587818802765905	Cell Painting	non_spherized	all_data
filgotinib	5	0.04 uM	0.01	0.3182236800422066	Cell Painting	non_spherized	all_data
finasteride	5	0.04 uM	0.0	0.6736989355886709	Cell Painting	non_spherized	all_data
fipronil	5	0.04 uM	0.0	0.5063988398324601	Cell Painting	non_spherized	all_data
firategrast	5	0.04 uM	0.554	-0.0016049166712235	Cell Painting	non_spherized	all_data
flavoxate	5	0.04 uM	0.553	-0.0008648779396205	Cell Painting	non_spherized	all_data
flecainide	5	0.04 uM	0.599	-0.0126525196487329	Cell Painting	non_spherized	all_data
floxuridine	5	0.04 uM	0.0	0.8915684205247578	Cell Painting	non_spherized	all_data
fluconazole	5	0.04 uM	0.003	0.3975944565931608	Cell Painting	non_spherized	all_data
fludarabine-phosphate	5	0.04 uM	0.345	0.0552946532315166	Cell Painting	non_spherized	all_data
fludroxycortide	5	0.04 uM	0.419	0.0338699789970351	Cell Painting	non_spherized	all_data
flumatinib	5	0.04 uM	0.554	-0.001726151976436	Cell Painting	non_spherized	all_data
flumazenil	5	0.04 uM	0.549	0.0017007406704542	Cell Painting	non_spherized	all_data
fluocinonide	5	0.04 uM	0.0	0.7532878491246056	Cell Painting	non_spherized	all_data
fluorometholone	5	0.04 uM	0.553	-0.0013440860214995	Cell Painting	non_spherized	all_data
fluorouracil	5	0.04 uM	0.539	0.004582490635437	Cell Painting	non_spherized	all_data
fluoxetine	5	0.04 uM	0.544	0.0032527708327055	Cell Painting	non_spherized	all_data
fluphenazine	5	0.04 uM	0.11	0.1588638078689938	Cell Painting	non_spherized	all_data
fluspirilene	5	0.04 uM	0.004	0.3793543078718266	Cell Painting	non_spherized	all_data
flutamide	5	0.04 uM	0.036	0.2508298583078192	Cell Painting	non_spherized	all_data
fluticasone	5	0.04 uM	0.01	0.3188535919917385	Cell Painting	non_spherized	all_data
flutrimazole	4	0.04 uM	0.004	0.4062770758847024	Cell Painting	non_spherized	all_data
fluvoxamine	5	0.04 uM	0.553	-0.0013440860215053	Cell Painting	non_spherized	all_data
folic-acid	5	0.04 uM	0.0	0.7357394783372632	Cell Painting	non_spherized	all_data
fomepizole	5	0.04 uM	0.066	0.1988314317136421	Cell Painting	non_spherized	all_data
fomocaine	5	0.04 uM	0.548	0.0018935977007161	Cell Painting	non_spherized	all_data
foretinib	4	0.04 uM	0.0	0.77102249001145	Cell Painting	non_spherized	all_data
formestane	5	0.04 uM	0.553	-0.001295825138748	Cell Painting	non_spherized	all_data
formoterol	5	0.04 uM	0.551	0.0010336411756101	Cell Painting	non_spherized	all_data
forskolin	5	0.04 uM	0.554	-0.0016136010852677	Cell Painting	non_spherized	all_data
fosfomycin	5	0.04 uM	0.419	0.0341812650494344	Cell Painting	non_spherized	all_data
fostamatinib	5	0.04 uM	0.55	0.0011115389122715	Cell Painting	non_spherized	all_data
fpl-62064	5	0.04 uM	0.005	0.3579012968072194	Cell Painting	non_spherized	all_data
ftorafur	5	0.04 uM	0.562	-0.0042958129098179	Cell Painting	non_spherized	all_data
fulvestrant	4	0.04 uM	0.053	0.2398484289113798	Cell Painting	non_spherized	all_data
fusidic-acid	5	0.04 uM	0.553	-0.001344086021498	Cell Painting	non_spherized	all_data
gabapentin	5	0.04 uM	0.545	0.0021366545691757	Cell Painting	non_spherized	all_data
galeterone	5	0.04 uM	0.547	0.001894698397882	Cell Painting	non_spherized	all_data
ganaxolone	5	0.04 uM	0.542	0.0036177315313075	Cell Painting	non_spherized	all_data
gatifloxacin	5	0.04 uM	0.551	0.0006788442103898	Cell Painting	non_spherized	all_data
gdc-0068	5	0.04 uM	0.498	0.015598851621977	Cell Painting	non_spherized	all_data
gdc-0152	5	0.04 uM	0.552	0.0002965022349954	Cell Painting	non_spherized	all_data
gdc-0199	5	0.04 uM	0.004	0.3654576461475734	Cell Painting	non_spherized	all_data
gdc-0834	5	0.04 uM	0.55	0.0012788386415121	Cell Painting	non_spherized	all_data
gefitinib	5	0.04 uM	0.549	0.0018070771927524	Cell Painting	non_spherized	all_data
gemcitabine	5	0.04 uM	0.0	0.6054694356111994	Cell Painting	non_spherized	all_data
gemfibrozil	5	0.04 uM	0.54	0.0040645852365003	Cell Painting	non_spherized	all_data
gemifloxacin	2	0.04 uM	0.578	-0.0186579943317757	Cell Painting	non_spherized	all_data
genz-644282	5	0.04 uM	0.242	0.0908699512615788	Cell Painting	non_spherized	all_data
gestrinone	5	0.04 uM	0.621	-0.0190206566560156	Cell Painting	non_spherized	all_data
gimeracil	5	0.04 uM	0.552	6.511935088382437e-15	Cell Painting	non_spherized	all_data
ginkgolide-b	5	0.04 uM	0.483	0.0193095140437527	Cell Painting	non_spherized	all_data
glasdegib	5	0.04 uM	0.019	0.2924296900843854	Cell Painting	non_spherized	all_data
gliclazide	5	0.04 uM	0.553	-0.0011069000237815	Cell Painting	non_spherized	all_data
glimepiride	5	0.04 uM	0.545	0.0021754319000194	Cell Painting	non_spherized	all_data
glipizide	5	0.04 uM	0.349	0.0540134739321493	Cell Painting	non_spherized	all_data
gliquidone	5	0.04 uM	0.506	0.0128941771835047	Cell Painting	non_spherized	all_data
glycitein	5	0.04 uM	0.55	0.0013427657135138	Cell Painting	non_spherized	all_data
glycopyrrolate	5	0.04 uM	0.544	0.0024972943880349	Cell Painting	non_spherized	all_data
golvatinib	5	0.04 uM	0.506	0.0129377620171228	Cell Painting	non_spherized	all_data
goserelin-acetate	5	0.04 uM	0.55	0.0015360639419398	Cell Painting	non_spherized	all_data
granisetron	5	0.04 uM	0.552	6.56557041353818e-05	Cell Painting	non_spherized	all_data
grazoprevir	5	0.04 uM	0.553	-0.001337748593319	Cell Painting	non_spherized	all_data
griseofulvin	5	0.04 uM	0.463	0.0246795005990295	Cell Painting	non_spherized	all_data
gsk1292263	5	0.04 uM	0.554	-0.0017648997700355	Cell Painting	non_spherized	all_data
gsk2110183	5	0.04 uM	0.121	0.149556775307022	Cell Painting	non_spherized	all_data
gsk256066	2	0.04 uM	0.546	-0.0002338025425871	Cell Painting	non_spherized	all_data
gsk2636771	5	0.04 uM	0.55	0.0014201096353371	Cell Painting	non_spherized	all_data
guanabenz	5	0.04 uM	0.553	-0.001321079276381	Cell Painting	non_spherized	all_data
guanadrel	5	0.04 uM	0.001	0.4475898401098789	Cell Painting	non_spherized	all_data
guanethidine	5	0.04 uM	0.544	0.0030778135168619	Cell Painting	non_spherized	all_data
gw842166	5	0.04 uM	0.004	0.3829115894911573	Cell Painting	non_spherized	all_data
halcinonide	5	0.04 uM	0.55	0.0013440860231165	Cell Painting	non_spherized	all_data
haloperidol	5	0.04 uM	0.0	0.6890677106295168	Cell Painting	non_spherized	all_data
hc-030031	5	0.04 uM	0.55	0.0013081846890952	Cell Painting	non_spherized	all_data
hesperidin	5	0.04 uM	0.554	-0.0014774591773324	Cell Painting	non_spherized	all_data
hexachlorophene	5	0.04 uM	0.546	0.0020281934856797	Cell Painting	non_spherized	all_data
histamine	4	0.04 uM	0.035	0.273149122099721	Cell Painting	non_spherized	all_data
