compound	no_of_replicates	dose	p_value	matching_score	assay	normalization	category
dienogest	5	1.11 uM	0.006	0.0526429966533257	Cell Painting	spherized	all_data
diethylcarbamazine	5	1.11 uM	0.011	0.0470007025692204	Cell Painting	spherized	all_data
diethylstilbestrol	5	1.11 uM	0.055	0.0306675078142468	Cell Painting	spherized	all_data
diflunisal	5	1.11 uM	0.028	0.0375511625219282	Cell Painting	spherized	all_data
dihydroergocristine	5	1.11 uM	0.006	0.0527027629160075	Cell Painting	spherized	all_data
dihydroergotamine	5	1.11 uM	0.021	0.04039369743347	Cell Painting	spherized	all_data
dilazep	5	1.11 uM	0.0	0.1773872811484376	Cell Painting	spherized	all_data
diltiazem	5	1.11 uM	0.011	0.0457485006127199	Cell Painting	spherized	all_data
dimesna	5	1.11 uM	0.018	0.0418276098626084	Cell Painting	spherized	all_data
diminazene-aceturate	5	1.11 uM	0.46	0.004586860961334	Cell Painting	spherized	all_data
dinaciclib	5	1.11 uM	0.0	0.7405792318036457	Cell Painting	spherized	all_data
diosmin	5	1.11 uM	0.012	0.0444141922375981	Cell Painting	spherized	all_data
diphenidol	4	1.11 uM	0.338	0.0098507045202285	Cell Painting	spherized	all_data
dipraglurant	5	1.11 uM	0.487	0.0036850053799683	Cell Painting	spherized	all_data
disopyramide	5	1.11 uM	0.002	0.0569440914432276	Cell Painting	spherized	all_data
disulfiram	5	1.11 uM	0.0	0.5571419139953121	Cell Painting	spherized	all_data
dmp-777	5	1.11 uM	0.0	0.0694326296447885	Cell Painting	spherized	all_data
docetaxel	5	1.11 uM	0.0	0.6843933734316359	Cell Painting	spherized	all_data
dofequidar	5	1.11 uM	0.0	0.112840256151536	Cell Painting	spherized	all_data
donepezil	5	1.11 uM	0.006	0.0546566729803362	Cell Painting	spherized	all_data
donitriptan	5	1.11 uM	0.437	0.0054892093522449	Cell Painting	spherized	all_data
dopamine	2	1.11 uM	0.051	0.0756617382065114	Cell Painting	spherized	all_data
doramapimod	5	1.11 uM	0.0	0.2222788298978389	Cell Painting	spherized	all_data
dorzolamide	5	1.11 uM	0.428	0.0058183034696717	Cell Painting	spherized	all_data
doxapram	5	1.11 uM	0.009	0.0510784012583975	Cell Painting	spherized	all_data
doxazosin	5	1.11 uM	0.006	0.0527949340930389	Cell Painting	spherized	all_data
doxepin	5	1.11 uM	0.0	0.0812275598346811	Cell Painting	spherized	all_data
doxifluridine	5	1.11 uM	0.258	0.0140359472747158	Cell Painting	spherized	all_data
doxofylline	5	1.11 uM	0.0	0.0755776199492524	Cell Painting	spherized	all_data
doxorubicin	5	1.11 uM	0.0	0.5610551356695286	Cell Painting	spherized	all_data
doxycycline-hyclate	5	1.11 uM	0.204	0.0163656788396362	Cell Painting	spherized	all_data
dpcpx	4	1.11 uM	0.001	0.082668634426437	Cell Painting	spherized	all_data
dpi-201106	5	1.11 uM	0.053	0.0311409574174567	Cell Painting	spherized	all_data
dronedarone	5	1.11 uM	0.0	0.1554011881215605	Cell Painting	spherized	all_data
droperidol	5	1.11 uM	0.071	0.0283717988942824	Cell Painting	spherized	all_data
drospirenone	4	1.11 uM	0.826	-0.0170024503796958	Cell Painting	spherized	all_data
du-728	5	1.11 uM	0.041	0.0336397545035778	Cell Painting	spherized	all_data
duloxetine	5	1.11 uM	0.008	0.0514654260866593	Cell Painting	spherized	all_data
dutasteride	5	1.11 uM	0.0	0.0811233964542333	Cell Painting	spherized	all_data
e-2012	5	1.11 uM	0.0	0.0859978658629505	Cell Painting	spherized	all_data
ebselen	5	1.11 uM	0.009	0.0489288498001722	Cell Painting	spherized	all_data
econazole	5	1.11 uM	0.0	0.2000987709618336	Cell Painting	spherized	all_data
edoxaban	5	1.11 uM	0.0	0.091852600090978	Cell Painting	spherized	all_data
edoxudine	5	1.11 uM	0.0	0.0815405329753958	Cell Painting	spherized	all_data
efaproxiral	2	1.11 uM	0.645	-0.0124510669324936	Cell Painting	spherized	all_data
efavirenz	2	1.11 uM	0.865	-0.0440564202878234	Cell Painting	spherized	all_data
eflornithine	5	1.11 uM	0.071	0.0282890893759111	Cell Painting	spherized	all_data
elesclomol	5	1.11 uM	0.0	0.6936722696008515	Cell Painting	spherized	all_data
emd-53998	5	1.11 uM	0.001	0.0608841982008191	Cell Painting	spherized	all_data
emedastine	5	1.11 uM	0.19	0.0174423129837855	Cell Painting	spherized	all_data
emtricitabine	5	1.11 uM	0.006	0.0531390044634902	Cell Painting	spherized	all_data
enalapril	5	1.11 uM	0.394	0.0074530888668221	Cell Painting	spherized	all_data
enoxacin	5	1.11 uM	0.313	0.0108587969576963	Cell Painting	spherized	all_data
entecavir	5	1.11 uM	0.0	0.1087776643473907	Cell Painting	spherized	all_data
enzalutamide	5	1.11 uM	0.0	0.1681960419361307	Cell Painting	spherized	all_data
eperezolid	5	1.11 uM	0.315	0.0108077723820637	Cell Painting	spherized	all_data
epinastine	5	1.11 uM	0.0	0.0663910544456917	Cell Painting	spherized	all_data
epinephrine	5	1.11 uM	0.0	0.0664333764402293	Cell Painting	spherized	all_data
epirizole	2	1.11 uM	0.21	0.0350665187827625	Cell Painting	spherized	all_data
epirubicin	5	1.11 uM	0.0	0.7262389107923642	Cell Painting	spherized	all_data
epitiostanol	4	1.11 uM	0.0	0.2415529978397498	Cell Painting	spherized	all_data
epothilone-b	5	1.11 uM	0.0	0.5977195458102502	Cell Painting	spherized	all_data
equol	5	1.11 uM	0.0	0.0645823999312191	Cell Painting	spherized	all_data
ercalcitriol	5	1.11 uM	0.0	0.108606026059435	Cell Painting	spherized	all_data
erlotinib	5	1.11 uM	0.0	0.4328202770443971	Cell Painting	spherized	all_data
erteberel	5	1.11 uM	0.0	0.0734232963336274	Cell Painting	spherized	all_data
erythromycin	10	1.11 uM	0.069	0.0164911068988737	Cell Painting	spherized	all_data
escitalopram	5	1.11 uM	0.072	0.0277635097226272	Cell Painting	spherized	all_data
esmolol	5	1.11 uM	0.845	-0.0116409987111239	Cell Painting	spherized	all_data
estramustine	5	1.11 uM	0.0	0.2609405487752889	Cell Painting	spherized	all_data
estrone	2	1.11 uM	0.738	-0.0242925747026922	Cell Painting	spherized	all_data
etacrynic-acid	5	1.11 uM	0.151	0.0202207278831453	Cell Painting	spherized	all_data
etanidazole	5	1.11 uM	0.578	0.0001222206809382	Cell Painting	spherized	all_data
etazolate	5	1.11 uM	0.0	0.085154417775883	Cell Painting	spherized	all_data
ethinyl-estradiol	4	1.11 uM	0.001	0.071008125291924	Cell Painting	spherized	all_data
ethylenediaminetetraacetic-acid	5	1.11 uM	0.0	0.1446836530695356	Cell Painting	spherized	all_data
etizolam	5	1.11 uM	0.0	0.0742475192451489	Cell Painting	spherized	all_data
etodolac	5	1.11 uM	0.01	0.0472031171314172	Cell Painting	spherized	all_data
etofylline-clofibrate	5	1.11 uM	0.0	0.1217892814302942	Cell Painting	spherized	all_data
etomidate	5	1.11 uM	0.087	0.0261206511635955	Cell Painting	spherized	all_data
etomoxir	5	1.11 uM	0.0	0.0817399700908742	Cell Painting	spherized	all_data
etoricoxib	5	1.11 uM	0.016	0.0431219819276944	Cell Painting	spherized	all_data
etravirine	5	1.11 uM	0.0	0.1004214340261945	Cell Painting	spherized	all_data
eugenol	5	1.11 uM	0.0	0.0660311441932657	Cell Painting	spherized	all_data
everolimus	5	1.11 uM	0.0	0.5681288539748167	Cell Painting	spherized	all_data
evp-6124	5	1.11 uM	0.01	0.0472388975085963	Cell Painting	spherized	all_data
exalamide	5	1.11 uM	0.0	0.0941789371690315	Cell Painting	spherized	all_data
exherin	5	1.11 uM	0.031	0.0369975817087084	Cell Painting	spherized	all_data
fadrozole	5	1.11 uM	0.018	0.0412147922283152	Cell Painting	spherized	all_data
famciclovir	5	1.11 uM	0.0	0.1965084327915496	Cell Painting	spherized	all_data
famotidine	4	1.11 uM	0.001	0.0682435284845309	Cell Painting	spherized	all_data
faropenem	5	1.11 uM	0.018	0.0419836913121112	Cell Painting	spherized	all_data
fasudil	5	1.11 uM	0.006	0.0532501784445099	Cell Painting	spherized	all_data
favipiravir	5	1.11 uM	0.0	0.1015251079138777	Cell Painting	spherized	all_data
febuxostat	5	1.11 uM	0.072	0.0280891661460508	Cell Painting	spherized	all_data
felodipine	5	1.11 uM	0.074	0.0274362779423727	Cell Painting	spherized	all_data
fenobam	5	1.11 uM	0.018	0.041325962121207	Cell Painting	spherized	all_data
fenoterol	5	1.11 uM	0.006	0.0529549506182851	Cell Painting	spherized	all_data
fenticonazole	5	1.11 uM	0.174	0.01869858952986	Cell Painting	spherized	all_data
fexofenadine	5	1.11 uM	0.023	0.0398448044111259	Cell Painting	spherized	all_data
fiacitabine	5	1.11 uM	0.048	0.0327572245370567	Cell Painting	spherized	all_data
fidarestat	5	1.11 uM	0.226	0.0153062366357991	Cell Painting	spherized	all_data
fidaxomicin	5	1.11 uM	0.0	0.0703260765074831	Cell Painting	spherized	all_data
filgotinib	5	1.11 uM	0.0	0.2497589177199616	Cell Painting	spherized	all_data
fipronil	5	1.11 uM	0.001	0.06058799472736	Cell Painting	spherized	all_data
firategrast	5	1.11 uM	0.0	0.1537283482697643	Cell Painting	spherized	all_data
flavoxate	5	1.11 uM	0.0	0.0781866338305526	Cell Painting	spherized	all_data
flecainide	5	1.11 uM	0.0	0.0647620686979639	Cell Painting	spherized	all_data
fluconazole	5	1.11 uM	0.081	0.0263716921683833	Cell Painting	spherized	all_data
fludarabine-phosphate	5	1.11 uM	0.002	0.0575834533025248	Cell Painting	spherized	all_data
fludroxycortide	5	1.11 uM	0.0	0.35777446729723	Cell Painting	spherized	all_data
flumatinib	5	1.11 uM	0.0	0.2036622129917398	Cell Painting	spherized	all_data
flumazenil	5	1.11 uM	0.0	0.0922888899601226	Cell Painting	spherized	all_data
fluorometholone	5	1.11 uM	0.0	0.6783956570909573	Cell Painting	spherized	all_data
fluorouracil	5	1.11 uM	0.0	0.4327153814600552	Cell Painting	spherized	all_data
fluphenazine	5	1.11 uM	0.0	0.1389248984563449	Cell Painting	spherized	all_data
fluspirilene	5	1.11 uM	0.0	0.5239348742549808	Cell Painting	spherized	all_data
fluticasone	5	1.11 uM	0.0	0.5000090615290292	Cell Painting	spherized	all_data
flutrimazole	4	1.11 uM	0.045	0.0381864408713025	Cell Painting	spherized	all_data
fluvoxamine	5	1.11 uM	0.14	0.0209588111119826	Cell Painting	spherized	all_data
folic-acid	5	1.11 uM	0.0	0.0976295321048064	Cell Painting	spherized	all_data
fomepizole	5	1.11 uM	0.052	0.0319941153985917	Cell Painting	spherized	all_data
fomocaine	5	1.11 uM	0.0	0.0792227389417327	Cell Painting	spherized	all_data
formestane	5	1.11 uM	0.0	0.3237248019647039	Cell Painting	spherized	all_data
formoterol	5	1.11 uM	0.005	0.0559836790209605	Cell Painting	spherized	all_data
forskolin	5	1.11 uM	0.0	0.1038114973846384	Cell Painting	spherized	all_data
fosfomycin	5	1.11 uM	0.031	0.0370421796754913	Cell Painting	spherized	all_data
fostamatinib	5	1.11 uM	0.0	0.1467847131958439	Cell Painting	spherized	all_data
fpl-62064	5	1.11 uM	0.0	0.2029572050427769	Cell Painting	spherized	all_data
ftorafur	5	1.11 uM	0.01	0.0475145662587449	Cell Painting	spherized	all_data
fulvestrant	4	1.11 uM	0.011	0.0543955558597452	Cell Painting	spherized	all_data
fusidic-acid	5	1.11 uM	0.263	0.0137797721348023	Cell Painting	spherized	all_data
gabapentin	5	1.11 uM	0.0	0.4309901692373984	Cell Painting	spherized	all_data
ganaxolone	5	1.11 uM	0.193	0.0171693046396158	Cell Painting	spherized	all_data
gatifloxacin	5	1.11 uM	0.168	0.0189747755295286	Cell Painting	spherized	all_data
gdc-0068	5	1.11 uM	0.0	0.2299472354215918	Cell Painting	spherized	all_data
gdc-0152	5	1.11 uM	0.0	0.2338326320623793	Cell Painting	spherized	all_data
gdc-0199	5	1.11 uM	0.0	0.3044874431329628	Cell Painting	spherized	all_data
gdc-0834	5	1.11 uM	0.0	0.092287346919556	Cell Painting	spherized	all_data
gefitinib	5	1.11 uM	0.0	0.2578751519464951	Cell Painting	spherized	all_data
gemcitabine	5	1.11 uM	0.0	0.6902140656835904	Cell Painting	spherized	all_data
gemfibrozil	5	1.11 uM	0.0	0.584346635242027	Cell Painting	spherized	all_data
gemifloxacin	2	1.11 uM	0.709	-0.020864259610863	Cell Painting	spherized	all_data
genz-644282	5	1.11 uM	0.0	0.616054671036802	Cell Painting	spherized	all_data
gimeracil	5	1.11 uM	0.001	0.0595770595634753	Cell Painting	spherized	all_data
ginkgolide-b	5	1.11 uM	0.084	0.0261711339872998	Cell Painting	spherized	all_data
glasdegib	5	1.11 uM	0.0	0.0824524026823451	Cell Painting	spherized	all_data
glimepiride	5	1.11 uM	0.127	0.0221327013276806	Cell Painting	spherized	all_data
glipizide	5	1.11 uM	0.006	0.0534032155521334	Cell Painting	spherized	all_data
gliquidone	5	1.11 uM	0.051	0.0325252780580729	Cell Painting	spherized	all_data
glycitein	5	1.11 uM	0.357	0.0088135187746317	Cell Painting	spherized	all_data
glycopyrrolate	5	1.11 uM	0.0	0.0790405190910233	Cell Painting	spherized	all_data
golvatinib	5	1.11 uM	0.078	0.0268856124875202	Cell Painting	spherized	all_data
goserelin-acetate	5	1.11 uM	0.289	0.0122887229345954	Cell Painting	spherized	all_data
granisetron	5	1.11 uM	0.199	0.0168086523756763	Cell Painting	spherized	all_data
grazoprevir	5	1.11 uM	0.011	0.0470973259856452	Cell Painting	spherized	all_data
griseofulvin	5	1.11 uM	0.0	0.0807794286257205	Cell Painting	spherized	all_data
gsk1292263	5	1.11 uM	0.0	0.0702006939267154	Cell Painting	spherized	all_data
gsk256066	2	1.11 uM	0.943	-0.0642609390360832	Cell Painting	spherized	all_data
gsk2636771	5	1.11 uM	0.0	0.0808103696281861	Cell Painting	spherized	all_data
guanabenz	5	1.11 uM	0.0	0.0644037704551282	Cell Painting	spherized	all_data
guanadrel	5	1.11 uM	0.0	0.0861896795052644	Cell Painting	spherized	all_data
guanethidine	5	1.11 uM	0.027	0.0380263429078802	Cell Painting	spherized	all_data
gw842166	5	1.11 uM	0.052	0.0319772745681773	Cell Painting	spherized	all_data
halcinonide	5	1.11 uM	0.0	0.3746795322417375	Cell Painting	spherized	all_data
haloperidol	5	1.11 uM	0.093	0.0254607804763395	Cell Painting	spherized	all_data
hc-030031	5	1.11 uM	0.068	0.0289328065678464	Cell Painting	spherized	all_data
hesperidin	5	1.11 uM	0.031	0.0370872463615554	Cell Painting	spherized	all_data
hexachlorophene	5	1.11 uM	0.0	0.5471755374579754	Cell Painting	spherized	all_data
histamine	4	1.11 uM	0.016	0.0508051274319539	Cell Painting	spherized	all_data
homochlorcyclizine	5	1.11 uM	0.0	0.1321765109230671	Cell Painting	spherized	all_data
homoharringtonine	5	1.11 uM	0.0	0.7342292562941494	Cell Painting	spherized	all_data
hydrocortisone	5	1.11 uM	0.0	0.5155388845675698	Cell Painting	spherized	all_data
hydroxyurea	5	1.11 uM	0.051	0.0324756139876713	Cell Painting	spherized	all_data
hymecromone	5	1.11 uM	0.0	0.069826145507806	Cell Painting	spherized	all_data
hypericin	5	1.11 uM	0.011	0.0467416365752183	Cell Painting	spherized	all_data
ib-meca	5	1.11 uM	0.044	0.033451760354313	Cell Painting	spherized	all_data
ibrutinib	5	1.11 uM	0.0	0.3279287056821143	Cell Painting	spherized	all_data
ibudilast	5	1.11 uM	0.023	0.0387235915950544	Cell Painting	spherized	all_data
ibuprofen	5	1.11 uM	0.013	0.0438498167059287	Cell Painting	spherized	all_data
ibutamoren	5	1.11 uM	0.023	0.0398140981954904	Cell Painting	spherized	all_data
ici-162846	5	1.11 uM	0.289	0.0123004870035151	Cell Painting	spherized	all_data
ici-185,282	5	1.11 uM	0.101	0.0248585364896063	Cell Painting	spherized	all_data
ici-192605	5	1.11 uM	0.053	0.0313361880596914	Cell Painting	spherized	all_data
idalopirdine	5	1.11 uM	0.0	0.0810513642691592	Cell Painting	spherized	all_data
idelalisib	5	1.11 uM	0.0	0.1401050976288567	Cell Painting	spherized	all_data
idoxuridin	5	1.11 uM	0.0	0.1848122391257569	Cell Painting	spherized	all_data
iguratimod	5	1.11 uM	0.0	0.1496126022798273	Cell Painting	spherized	all_data
ilomastat	5	1.11 uM	0.0	0.0615978434346773	Cell Painting	spherized	all_data
imexon	5	1.11 uM	0.0	0.0707673140767246	Cell Painting	spherized	all_data
imiloxan	5	1.11 uM	0.0	0.0962085521697936	Cell Painting	spherized	all_data
imipramine	2	1.11 uM	0.816	-0.0369868365955244	Cell Painting	spherized	all_data
imiquimod	5	1.11 uM	0.01	0.0475491750372066	Cell Painting	spherized	all_data
indacaterol	5	1.11 uM	0.024	0.0383178702510762	Cell Painting	spherized	all_data
indapamide	5	1.11 uM	0.068	0.0290970761060181	Cell Painting	spherized	all_data
indibulin	5	1.11 uM	0.0	0.6601934725845631	Cell Painting	spherized	all_data
indinavir	5	1.11 uM	0.303	0.0112935376228412	Cell Painting	spherized	all_data
indiplon	5	1.11 uM	0.732	-0.0064463518891061	Cell Painting	spherized	all_data
indirubin	5	1.11 uM	0.0	0.1816097633917928	Cell Painting	spherized	all_data
indobufen	5	1.11 uM	0.0	0.0946138745059103	Cell Painting	spherized	all_data
indole	4	1.11 uM	0.0	0.1348187615539306	Cell Painting	spherized	all_data
indoprofen	2	1.11 uM	0.085	0.0619210490997548	Cell Painting	spherized	all_data
indoramin	5	1.11 uM	0.038	0.0345674662430999	Cell Painting	spherized	all_data
ingenol-mebutate	5	1.11 uM	0.0	0.6405234898903094	Cell Painting	spherized	all_data
inosine	5	1.11 uM	0.072	0.0281840705864923	Cell Painting	spherized	all_data
iowh032	5	1.11 uM	0.016	0.0427996877318677	Cell Painting	spherized	all_data
ipratropium	5	1.11 uM	0.455	0.0047621619576338	Cell Painting	spherized	all_data
ipriflavone	5	1.11 uM	0.0	0.0749808886636428	Cell Painting	spherized	all_data
irinotecan	5	1.11 uM	0.0	0.2038392630402193	Cell Painting	spherized	all_data
isbufylline	5	1.11 uM	0.074	0.027413172644631	Cell Painting	spherized	all_data
isoconazole	5	1.11 uM	0.023	0.0397139894660868	Cell Painting	spherized	all_data
isosorbide	5	1.11 uM	0.007	0.0523973780008697	Cell Painting	spherized	all_data
isradipine	5	1.11 uM	0.001	0.0579298859245395	Cell Painting	spherized	all_data
istaroxime	5	1.11 uM	0.036	0.0354775805636974	Cell Painting	spherized	all_data
itopride	5	1.11 uM	0.0	0.0655685538951004	Cell Painting	spherized	all_data
ivabradine	5	1.11 uM	0.0	0.1166354088016773	Cell Painting	spherized	all_data
ivacaftor	5	1.11 uM	0.0	0.104078245838903	Cell Painting	spherized	all_data
ivermectin	5	1.11 uM	0.0	0.3002485347394457	Cell Painting	spherized	all_data
ixabepilone	5	1.11 uM	0.0	0.7183675804210958	Cell Painting	spherized	all_data
josamycin	5	1.11 uM	0.012	0.0440620890454231	Cell Painting	spherized	all_data
kakonein	5	1.11 uM	0.0	0.0947676683082618	Cell Painting	spherized	all_data
kbg	4	1.11 uM	0.001	0.0861839619700415	Cell Painting	spherized	all_data
kd-023	5	1.11 uM	0.0	0.2157176422446239	Cell Painting	spherized	all_data
kd025	5	1.11 uM	0.0	0.0765012507144607	Cell Painting	spherized	all_data
ketoconazole	5	1.11 uM	0.0	0.1069324812041602	Cell Painting	spherized	all_data
ketoprofen	5	1.11 uM	0.028	0.0376709111436205	Cell Painting	spherized	all_data
ketorolac	2	1.11 uM	0.023	0.1008490830256585	Cell Painting	spherized	all_data
ketotifen	5	1.11 uM	0.0	0.0649028223327024	Cell Painting	spherized	all_data
kpt-330	5	1.11 uM	0.0	0.9036162315102534	Cell Painting	spherized	all_data
kw-2449	5	1.11 uM	0.0	0.4599210949164947	Cell Painting	spherized	all_data
kw-2478	2	1.11 uM	0.0	0.4131793896683244	Cell Painting	spherized	all_data
kx2-391	5	1.11 uM	0.0	0.7036754540868279	Cell Painting	spherized	all_data
l-citrulline	5	1.11 uM	0.0	0.1406325400854318	Cell Painting	spherized	all_data
l-name	5	1.11 uM	0.0	0.0692164712152021	Cell Painting	spherized	all_data
labetalol	5	1.11 uM	0.386	0.0076964663251824	Cell Painting	spherized	all_data
lacitol	5	1.11 uM	0.047	0.0330317025931491	Cell Painting	spherized	all_data
lacosamide	5	1.11 uM	0.0	0.0691781753034735	Cell Painting	spherized	all_data
lamivudine	4	1.11 uM	0.18	0.0201356695998644	Cell Painting	spherized	all_data
lamotrigine	5	1.11 uM	0.023	0.0391953415115135	Cell Painting	spherized	all_data
lapatinib	5	1.11 uM	0.0	0.1171701932359753	Cell Painting	spherized	all_data
latanoprost	5	1.11 uM	0.0	0.0721066862746902	Cell Painting	spherized	all_data
lcl-161	5	1.11 uM	0.0	0.4005215541304763	Cell Painting	spherized	all_data
ledipasvir	5	1.11 uM	0.0	0.1074370815633915	Cell Painting	spherized	all_data
leflunomide	5	1.11 uM	0.0	0.3183878196797507	Cell Painting	spherized	all_data
lenalidomide	5	1.11 uM	0.0	0.1112736562382409	Cell Painting	spherized	all_data
lenvatinib	2	1.11 uM	0.909	-0.0527097748322718	Cell Painting	spherized	all_data
lerisetron	5	1.11 uM	0.127	0.0221250974389843	Cell Painting	spherized	all_data
lestaurtinib	5	1.11 uM	0.0	0.8171190488423847	Cell Painting	spherized	all_data
letermovir	5	1.11 uM	0.001	0.0589431465591099	Cell Painting	spherized	all_data
levalbuterol	5	1.11 uM	0.068	0.0289529483117597	Cell Painting	spherized	all_data
levamisole	5	1.11 uM	0.223	0.0153687963806816	Cell Painting	spherized	all_data
levcromakalim	5	1.11 uM	0.01	0.0480088638863555	Cell Painting	spherized	all_data
