compound	no_of_replicates	dose	p_value	matching_score	assay	normalization	category
ct-7758	3	10 uM	0.001	0.2248135471752531	Cell Painting	spherized	subsampled
cts-1027	3	10 uM	0.0	0.504055313469433	Cell Painting	spherized	subsampled
curcumin	3	10 uM	0.0	0.271164585391653	Cell Painting	spherized	subsampled
cx-4945	3	10 uM	0.0	0.5653782255992092	Cell Painting	spherized	subsampled
cx-5461	3	10 uM	0.0	0.7246904733728329	Cell Painting	spherized	subsampled
cx516	3	10 uM	0.137	0.0486319805001328	Cell Painting	spherized	subsampled
cyanocobalamin	2	10 uM	0.002	0.3769393609968419	Cell Painting	spherized	subsampled
cyclizine	2	10 uM	0.013	0.2013364179988939	Cell Painting	spherized	subsampled
cyclobenzaprine	2	10 uM	0.006	0.2863758141120332	Cell Painting	spherized	subsampled
cyclosporin-a	3	10 uM	0.0	0.4776949477686136	Cell Painting	spherized	subsampled
cyproheptadine	3	10 uM	0.003	0.1998307715858255	Cell Painting	spherized	subsampled
cyproterone-acetate	2	10 uM	0.006	0.2645529775231139	Cell Painting	spherized	subsampled
cytarabine	3	10 uM	0.006	0.132197655501634	Cell Painting	spherized	subsampled
cytisine	3	10 uM	0.097	0.058700471102353	Cell Painting	spherized	subsampled
d-serine	3	10 uM	0.247	0.0342745577367296	Cell Painting	spherized	subsampled
dabigatran-etexilate	3	10 uM	0.0	0.5255942700014695	Cell Painting	spherized	subsampled
dabrafenib	3	10 uM	0.0	0.5175591730465078	Cell Painting	spherized	subsampled
dacarbazine	2	10 uM	0.014	0.1948174710384217	Cell Painting	spherized	subsampled
dacinostat	3	10 uM	0.0	0.7544256365349179	Cell Painting	spherized	subsampled
dacomitinib	3	10 uM	0.0	0.611017023960842	Cell Painting	spherized	subsampled
danazol	3	10 uM	0.012	0.1103413615082035	Cell Painting	spherized	subsampled
danegaptide	3	10 uM	0.273	0.0317621492756624	Cell Painting	spherized	subsampled
dantrolene	3	10 uM	0.005	0.136478196293642	Cell Painting	spherized	subsampled
danusertib	3	10 uM	0.0	0.6746450210044337	Cell Painting	spherized	subsampled
dapagliflozin	3	10 uM	0.006	0.131379190224557	Cell Painting	spherized	subsampled
dapivirine	3	10 uM	0.0	0.3584178588683104	Cell Painting	spherized	subsampled
dapsone	3	10 uM	0.447	0.014380844981104	Cell Painting	spherized	subsampled
darifenacin	3	10 uM	0.001	0.2467422599614873	Cell Painting	spherized	subsampled
darunavir	3	10 uM	0.01	0.1167110177155344	Cell Painting	spherized	subsampled
dasabuvir	3	10 uM	0.003	0.1903022180449687	Cell Painting	spherized	subsampled
dasatinib	2	10 uM	0.0	0.816853927822109	Cell Painting	spherized	subsampled
dazoxiben	3	10 uM	0.011	0.1136860725944607	Cell Painting	spherized	subsampled
decitabine	3	10 uM	0.0	0.5132985847497477	Cell Painting	spherized	subsampled
defactinib	2	10 uM	0.002	0.3485603032142401	Cell Painting	spherized	subsampled
deferasirox	3	10 uM	0.001	0.2292888034169959	Cell Painting	spherized	subsampled
deferiprone	3	10 uM	0.018	0.0994936665079154	Cell Painting	spherized	subsampled
deforolimus	3	10 uM	0.0	0.5981205010369004	Cell Painting	spherized	subsampled
dehydroepiandrosterone	2	10 uM	0.002	0.327274195119356	Cell Painting	spherized	subsampled
delanzomib	3	10 uM	0.0	0.8573976285313628	Cell Painting	spherized	subsampled
delivert	2	10 uM	0.28	0.0395494684780773	Cell Painting	spherized	subsampled
deoxycholic-acid	3	10 uM	0.541	0.0061613636696065	Cell Painting	spherized	subsampled
dequalinium	3	10 uM	0.0	0.532051511579961	Cell Painting	spherized	subsampled
desmopressin-acetate	2	10 uM	0.13	0.0745174450773407	Cell Painting	spherized	subsampled
dexamethasone	6	10 uM	0.0	0.3566697279484548	Cell Painting	spherized	subsampled
dexfenfluramine	3	10 uM	0.46	0.0133829143391342	Cell Painting	spherized	subsampled
dexloxiglumide	3	10 uM	0.384	0.0198425873363647	Cell Painting	spherized	subsampled
dexniguldipine	2	10 uM	0.0	0.5559360764224258	Cell Painting	spherized	subsampled
dextromethorphan	3	10 uM	0.018	0.0992269761764656	Cell Painting	spherized	subsampled
diacerein	3	10 uM	0.009	0.1199045352563454	Cell Painting	spherized	subsampled
diazepam	2	10 uM	0.058	0.1141505295963018	Cell Painting	spherized	subsampled
diazoxide	3	10 uM	0.0	0.5315189930996027	Cell Painting	spherized	subsampled
diclofenac	3	10 uM	0.111	0.0541825722638632	Cell Painting	spherized	subsampled
diclofensine	3	10 uM	0.001	0.2576226755416923	Cell Painting	spherized	subsampled
dicloxacillin	3	10 uM	0.005	0.1356442052143106	Cell Painting	spherized	subsampled
dicoumarol	3	10 uM	0.328	0.0250423593571988	Cell Painting	spherized	subsampled
dideoxyadenosine	3	10 uM	0.011	0.1149241127346256	Cell Painting	spherized	subsampled
dienogest	3	10 uM	0.001	0.2242290630816908	Cell Painting	spherized	subsampled
diethylcarbamazine	3	10 uM	0.0	0.2757979810177659	Cell Painting	spherized	subsampled
diethylstilbestrol	2	10 uM	0.002	0.3295411136288943	Cell Painting	spherized	subsampled
diflunisal	3	10 uM	0.101	0.0570577979603511	Cell Painting	spherized	subsampled
dihydroergocristine	2	10 uM	0.0	0.5252848949532499	Cell Painting	spherized	subsampled
dihydroergotamine	3	10 uM	0.961	-0.046370287644538	Cell Painting	spherized	subsampled
dilazep	3	10 uM	0.0	0.4466554109421757	Cell Painting	spherized	subsampled
diltiazem	3	10 uM	0.013	0.1082195604522449	Cell Painting	spherized	subsampled
dimesna	2	10 uM	0.597	-0.0007947127753884	Cell Painting	spherized	subsampled
dimethyl-fumarate	3	10 uM	0.011	0.1162728674429865	Cell Painting	spherized	subsampled
diminazene-aceturate	2	10 uM	0.117	0.0785716855531155	Cell Painting	spherized	subsampled
dinaciclib	3	10 uM	0.0	0.4413399896083019	Cell Painting	spherized	subsampled
dinoprost	3	10 uM	0.031	0.0836332185955978	Cell Painting	spherized	subsampled
diosmin	3	10 uM	0.0	0.3912709730879035	Cell Painting	spherized	subsampled
diphenidol	3	10 uM	0.594	0.001846407945038	Cell Painting	spherized	subsampled
dipraglurant	2	10 uM	0.192	0.0558898480207378	Cell Painting	spherized	subsampled
dipyridamole	3	10 uM	0.239	0.0347700256700092	Cell Painting	spherized	subsampled
disopyramide	3	10 uM	0.076	0.0640284900157246	Cell Painting	spherized	subsampled
disulfiram	3	10 uM	0.0	0.6683641296366749	Cell Painting	spherized	subsampled
dmp-777	3	10 uM	0.0	0.3929914927360916	Cell Painting	spherized	subsampled
docetaxel	3	10 uM	0.0	0.8021617819713578	Cell Painting	spherized	subsampled
dofequidar	3	10 uM	0.0	0.3088388230760974	Cell Painting	spherized	subsampled
dolutegravir	2	10 uM	0.007	0.2513397585359425	Cell Painting	spherized	subsampled
donepezil	2	10 uM	0.37	0.0290536927114019	Cell Painting	spherized	subsampled
donitriptan	3	10 uM	0.359	0.0214387501859544	Cell Painting	spherized	subsampled
dopamine	2	10 uM	0.785	-0.0251268234615214	Cell Painting	spherized	subsampled
doramapimod	2	10 uM	0.001	0.3918824982295789	Cell Painting	spherized	subsampled
dorzolamide	3	10 uM	0.003	0.1657858406024457	Cell Painting	spherized	subsampled
doxapram	3	10 uM	0.004	0.1438757762781004	Cell Painting	spherized	subsampled
doxazosin	2	10 uM	0.0	0.6997921484464106	Cell Painting	spherized	subsampled
doxepin	2	10 uM	0.02	0.1697904848815237	Cell Painting	spherized	subsampled
doxifluridine	2	10 uM	0.01	0.2200515410953639	Cell Painting	spherized	subsampled
doxofylline	3	10 uM	0.003	0.1654828136201144	Cell Painting	spherized	subsampled
doxorubicin	3	10 uM	0.0	0.3862330952375304	Cell Painting	spherized	subsampled
doxycycline-hyclate	2	10 uM	0.0	0.7757752435816565	Cell Painting	spherized	subsampled
dpcpx	3	10 uM	0.008	0.125419393061608	Cell Painting	spherized	subsampled
dpi-201106	3	10 uM	0.0	0.3737436883663281	Cell Painting	spherized	subsampled
dronedarone	3	10 uM	0.0	0.3643750134653647	Cell Painting	spherized	subsampled
droperidol	3	10 uM	0.013	0.1095622901490115	Cell Painting	spherized	subsampled
drospirenone	3	10 uM	0.011	0.1122569809831308	Cell Painting	spherized	subsampled
du-728	3	10 uM	0.06	0.0699821051949479	Cell Painting	spherized	subsampled
duloxetine	3	10 uM	0.001	0.2247736206015926	Cell Painting	spherized	subsampled
dutasteride	3	10 uM	0.003	0.1969132172661034	Cell Painting	spherized	subsampled
e-2012	3	10 uM	0.0	0.6472725256260174	Cell Painting	spherized	subsampled
ebselen	3	10 uM	0.0	0.6120502154107383	Cell Painting	spherized	subsampled
econazole	3	10 uM	0.0	0.475934070310112	Cell Painting	spherized	subsampled
edoxaban	3	10 uM	0.012	0.1111130712716971	Cell Painting	spherized	subsampled
edoxudine	3	10 uM	0.003	0.1713649808406838	Cell Painting	spherized	subsampled
efaproxiral	2	10 uM	0.254	0.0439826067184133	Cell Painting	spherized	subsampled
efavirenz	2	10 uM	0.011	0.2067588638021738	Cell Painting	spherized	subsampled
eflornithine	3	10 uM	0.963	-0.0478754911823948	Cell Painting	spherized	subsampled
elesclomol	3	10 uM	0.004	0.1465542555283949	Cell Painting	spherized	subsampled
ellagic-acid	3	10 uM	0.099	0.0575592252672509	Cell Painting	spherized	subsampled
emd-1214063	3	10 uM	0.0	0.6035135993905467	Cell Painting	spherized	subsampled
emd-53998	3	10 uM	0.001	0.2273178633264245	Cell Painting	spherized	subsampled
emedastine	2	10 uM	0.114	0.08048003988483	Cell Painting	spherized	subsampled
emtricitabine	3	10 uM	0.042	0.0771130337765608	Cell Painting	spherized	subsampled
enalapril	3	10 uM	0.213	0.0368392420160859	Cell Painting	spherized	subsampled
enoxacin	2	10 uM	0.461	0.0162130433857766	Cell Painting	spherized	subsampled
entecavir	2	10 uM	0.007	0.2533203319328835	Cell Painting	spherized	subsampled
entinostat	3	10 uM	0.008	0.1243936947134036	Cell Painting	spherized	subsampled
enzalutamide	3	10 uM	0.031	0.083430219148526	Cell Painting	spherized	subsampled
enzastaurin	2	10 uM	0.0	0.6154584353636018	Cell Painting	spherized	subsampled
eperezolid	3	10 uM	0.049	0.07236161555926	Cell Painting	spherized	subsampled
epinastine	3	10 uM	0.235	0.0350830036805755	Cell Painting	spherized	subsampled
epinephrine	3	10 uM	0.015	0.1030573023594287	Cell Painting	spherized	subsampled
epirizole	2	10 uM	0.158	0.0626845187868677	Cell Painting	spherized	subsampled
epirubicin	3	10 uM	0.0	0.7949734377321128	Cell Painting	spherized	subsampled
epitiostanol	4	10 uM	0.0	0.2153910326104617	Cell Painting	spherized	subsampled
epothilone-b	3	10 uM	0.0	0.7571368106973816	Cell Painting	spherized	subsampled
equol	3	10 uM	0.081	0.0626432699789075	Cell Painting	spherized	subsampled
ercalcitriol	3	10 uM	0.003	0.1760140899399746	Cell Painting	spherized	subsampled
erlotinib	3	10 uM	0.0	0.2819411788023731	Cell Painting	spherized	subsampled
erteberel	3	10 uM	0.001	0.2224462475702382	Cell Painting	spherized	subsampled
erythromycin	6	10 uM	0.977	-0.0187714773278727	Cell Painting	spherized	subsampled
escitalopram	3	10 uM	0.024	0.090714075652841	Cell Painting	spherized	subsampled
esmolol	3	10 uM	0.0	0.2857109278919646	Cell Painting	spherized	subsampled
estramustine	3	10 uM	0.0	0.4274298365388593	Cell Painting	spherized	subsampled
estramustine-phosphate	4	10 uM	0.283	0.0239606263769495	Cell Painting	spherized	subsampled
estriol	3	10 uM	0.007	0.128209544481893	Cell Painting	spherized	subsampled
estrone	2	10 uM	0.08	0.0936591554266314	Cell Painting	spherized	subsampled
etacrynic-acid	3	10 uM	0.007	0.128468421578839	Cell Painting	spherized	subsampled
etanidazole	2	10 uM	0.002	0.352191574476683	Cell Painting	spherized	subsampled
etazolate	3	10 uM	0.039	0.0784183772528727	Cell Painting	spherized	subsampled
ethinyl-estradiol	3	10 uM	0.0	0.3586368736703296	Cell Painting	spherized	subsampled
ethylenediaminetetraacetic-acid	3	10 uM	0.009	0.1194904999178168	Cell Painting	spherized	subsampled
etizolam	3	10 uM	0.003	0.1944123040604568	Cell Painting	spherized	subsampled
etodolac	3	10 uM	0.003	0.1997158658769341	Cell Painting	spherized	subsampled
etofylline-clofibrate	3	10 uM	0.002	0.2175563744889539	Cell Painting	spherized	subsampled
etomidate	3	10 uM	0.107	0.0546023591377132	Cell Painting	spherized	subsampled
etomoxir	3	10 uM	0.0	0.3567399128674618	Cell Painting	spherized	subsampled
etoposide	3	10 uM	0.0	0.678129044701369	Cell Painting	spherized	subsampled
etoricoxib	3	10 uM	0.062	0.0692768373300735	Cell Painting	spherized	subsampled
etravirine	3	10 uM	0.0	0.8503993101787101	Cell Painting	spherized	subsampled
eugenol	3	10 uM	0.965	-0.0491639632774912	Cell Painting	spherized	subsampled
everolimus	2	10 uM	0.0	0.5805718710655716	Cell Painting	spherized	subsampled
evp-6124	3	10 uM	0.0	0.26259008258402	Cell Painting	spherized	subsampled
exalamide	3	10 uM	0.0	0.2955382853500167	Cell Painting	spherized	subsampled
exemestane	2	10 uM	0.001	0.4506933598834413	Cell Painting	spherized	subsampled
exherin	2	10 uM	0.474	0.0153132149329333	Cell Painting	spherized	subsampled
fadrozole	3	10 uM	0.004	0.1438808041426249	Cell Painting	spherized	subsampled
famciclovir	3	10 uM	0.003	0.1868548927269764	Cell Painting	spherized	subsampled
famotidine	3	10 uM	0.593	0.002027813933063	Cell Painting	spherized	subsampled
faropenem	3	10 uM	0.015	0.1043703870945381	Cell Painting	spherized	subsampled
fasudil	2	10 uM	0.127	0.0764184304058605	Cell Painting	spherized	subsampled
favipiravir	3	10 uM	0.29	0.0294604538425039	Cell Painting	spherized	subsampled
fdcyd	3	10 uM	0.0	0.6973600061138884	Cell Painting	spherized	subsampled
febuxostat	2	10 uM	0.001	0.4281824344694922	Cell Painting	spherized	subsampled
felbinac	3	10 uM	0.35	0.0226494696283404	Cell Painting	spherized	subsampled
felodipine	3	10 uM	0.008	0.1239418927606723	Cell Painting	spherized	subsampled
fenobam	2	10 uM	0.878	-0.0395581139686673	Cell Painting	spherized	subsampled
fenoterol	3	10 uM	0.103	0.0557145230248741	Cell Painting	spherized	subsampled
fenticonazole	3	10 uM	0.0	0.3129162561815469	Cell Painting	spherized	subsampled
fexofenadine	3	10 uM	0.611	0.0008185983591857	Cell Painting	spherized	subsampled
fiacitabine	3	10 uM	0.0	0.3394651484235876	Cell Painting	spherized	subsampled
fidarestat	3	10 uM	0.168	0.0439642864579308	Cell Painting	spherized	subsampled
fidaxomicin	2	10 uM	0.0	0.6078638194213092	Cell Painting	spherized	subsampled
filgotinib	3	10 uM	0.0	0.4555148679380812	Cell Painting	spherized	subsampled
finasteride	3	10 uM	0.0	0.4270211914787505	Cell Painting	spherized	subsampled
fipronil	2	10 uM	0.002	0.3312458475726304	Cell Painting	spherized	subsampled
firategrast	3	10 uM	0.018	0.0988315539654329	Cell Painting	spherized	subsampled
flavoxate	2	10 uM	0.017	0.1803232858134227	Cell Painting	spherized	subsampled
flecainide	3	10 uM	0.004	0.1528261856344135	Cell Painting	spherized	subsampled
floxuridine	3	10 uM	0.0	0.5499553856940258	Cell Painting	spherized	subsampled
fluconazole	3	10 uM	0.753	-0.0120601754249159	Cell Painting	spherized	subsampled
fludarabine-phosphate	3	10 uM	0.0	0.2684180678462787	Cell Painting	spherized	subsampled
fludroxycortide	3	10 uM	0.0	0.5582074913227894	Cell Painting	spherized	subsampled
flumatinib	3	10 uM	0.0	0.6654700007935666	Cell Painting	spherized	subsampled
flumazenil	3	10 uM	0.002	0.2131260799892203	Cell Painting	spherized	subsampled
fluocinonide	3	10 uM	0.0	0.2714510793844619	Cell Painting	spherized	subsampled
fluorometholone	2	10 uM	0.009	0.243253030524746	Cell Painting	spherized	subsampled
fluorouracil	3	10 uM	0.0	0.4546957100310435	Cell Painting	spherized	subsampled
fluoxetine	3	10 uM	0.0	0.5281455235135087	Cell Painting	spherized	subsampled
fluphenazine	3	10 uM	0.0	0.5104844759786109	Cell Painting	spherized	subsampled
fluspirilene	2	10 uM	0.0	0.7382042685076919	Cell Painting	spherized	subsampled
flutamide	2	10 uM	0.042	0.1293447909795792	Cell Painting	spherized	subsampled
fluticasone	3	10 uM	0.0	0.2639393595353556	Cell Painting	spherized	subsampled
flutrimazole	3	10 uM	0.004	0.1441956797058043	Cell Painting	spherized	subsampled
fluvoxamine	3	10 uM	0.001	0.2585532346835283	Cell Painting	spherized	subsampled
folic-acid	3	10 uM	0.042	0.0778109124289896	Cell Painting	spherized	subsampled
fomepizole	3	10 uM	0.029	0.0868789306546963	Cell Painting	spherized	subsampled
fomocaine	3	10 uM	0.005	0.139508381629364	Cell Painting	spherized	subsampled
foretinib	4	10 uM	0.0	0.4566848346838843	Cell Painting	spherized	subsampled
formestane	3	10 uM	0.001	0.2226535122377402	Cell Painting	spherized	subsampled
formoterol	2	10 uM	0.006	0.2577103262120367	Cell Painting	spherized	subsampled
forskolin	3	10 uM	0.002	0.2092760270468062	Cell Painting	spherized	subsampled
fosfomycin	2	10 uM	0.06	0.1127509439109046	Cell Painting	spherized	subsampled
fostamatinib	3	10 uM	0.0	0.4485443700337218	Cell Painting	spherized	subsampled
fpl-62064	3	10 uM	0.0	0.6270437909252927	Cell Painting	spherized	subsampled
ftorafur	3	10 uM	0.032	0.0831394824834467	Cell Painting	spherized	subsampled
fulvestrant	4	10 uM	0.0	0.3507775580516274	Cell Painting	spherized	subsampled
fusidic-acid	3	10 uM	0.004	0.147695291989367	Cell Painting	spherized	subsampled
gabapentin	3	10 uM	0.529	0.0076642468418062	Cell Painting	spherized	subsampled
galeterone	3	10 uM	0.0	0.4452754989651023	Cell Painting	spherized	subsampled
ganaxolone	3	10 uM	0.011	0.1135611377974016	Cell Painting	spherized	subsampled
gatifloxacin	3	10 uM	0.064	0.0689335527925843	Cell Painting	spherized	subsampled
gdc-0068	2	10 uM	0.004	0.2922047287856911	Cell Painting	spherized	subsampled
gdc-0152	3	10 uM	0.002	0.209942019040539	Cell Painting	spherized	subsampled
gdc-0199	3	10 uM	0.0	0.7186630263762326	Cell Painting	spherized	subsampled
gdc-0834	3	10 uM	0.0	0.5466316521088357	Cell Painting	spherized	subsampled
gefitinib	3	10 uM	0.0	0.3090270718146533	Cell Painting	spherized	subsampled
gemcitabine	3	10 uM	0.0	0.7142158271021262	Cell Painting	spherized	subsampled
gemfibrozil	3	10 uM	0.018	0.100105671117802	Cell Painting	spherized	subsampled
gemifloxacin	2	10 uM	0.206	0.0522616086116356	Cell Painting	spherized	subsampled
genz-644282	3	10 uM	0.0	0.5522172921937979	Cell Painting	spherized	subsampled
gestrinone	3	10 uM	0.017	0.1016532671449747	Cell Painting	spherized	subsampled
gimeracil	3	10 uM	0.156	0.0456708562478651	Cell Painting	spherized	subsampled
ginkgolide-b	3	10 uM	0.249	0.0342529905745649	Cell Painting	spherized	subsampled
glasdegib	3	10 uM	0.003	0.1979958306161906	Cell Painting	spherized	subsampled
gliclazide	3	10 uM	0.005	0.136000208706728	Cell Painting	spherized	subsampled
glimepiride	3	10 uM	0.0	0.3934087235960881	Cell Painting	spherized	subsampled
glipizide	3	10 uM	0.003	0.2042559522144751	Cell Painting	spherized	subsampled
gliquidone	3	10 uM	0.047	0.073608750947529	Cell Painting	spherized	subsampled
glycitein	3	10 uM	0.0	0.3658508562611309	Cell Painting	spherized	subsampled
glycopyrrolate	3	10 uM	0.018	0.1008610993783973	Cell Painting	spherized	subsampled
golvatinib	3	10 uM	0.0	0.5726775296459261	Cell Painting	spherized	subsampled
goserelin-acetate	3	10 uM	0.183	0.0408366459718106	Cell Painting	spherized	subsampled
granisetron	2	10 uM	0.002	0.330342644277111	Cell Painting	spherized	subsampled
grazoprevir	3	10 uM	0.0	0.6809765289872926	Cell Painting	spherized	subsampled
griseofulvin	3	10 uM	0.0	0.5403040003046989	Cell Painting	spherized	subsampled
gsk1292263	2	10 uM	0.042	0.1284406755839571	Cell Painting	spherized	subsampled
gsk2110183	3	10 uM	0.0	0.627102119067001	Cell Painting	spherized	subsampled
gsk256066	2	10 uM	0.195	0.0555354617543584	Cell Painting	spherized	subsampled
gsk2636771	2	10 uM	0.072	0.1010195968467264	Cell Painting	spherized	subsampled
guanabenz	3	10 uM	0.003	0.198284594482552	Cell Painting	spherized	subsampled
guanadrel	3	10 uM	0.003	0.1671477234079849	Cell Painting	spherized	subsampled
guanethidine	2	10 uM	0.062	0.1091688407105879	Cell Painting	spherized	subsampled
gw842166	3	10 uM	0.075	0.0652270267121934	Cell Painting	spherized	subsampled
halcinonide	3	10 uM	0.0	0.4996837935744904	Cell Painting	spherized	subsampled
haloperidol	3	10 uM	0.0	0.4710762234512994	Cell Painting	spherized	subsampled
hc-030031	3	10 uM	0.003	0.2028140306726215	Cell Painting	spherized	subsampled
hesperidin	3	10 uM	0.611	0.0005809468097088	Cell Painting	spherized	subsampled
hexachlorophene	3	10 uM	0.003	0.173680748512698	Cell Painting	spherized	subsampled
histamine	4	10 uM	0.003	0.1262845075133965	Cell Painting	spherized	subsampled
homochlorcyclizine	3	10 uM	0.0	0.3668081778339645	Cell Painting	spherized	subsampled
homoharringtonine	2	10 uM	0.0	0.81550913765792	Cell Painting	spherized	subsampled
honokiol	3	10 uM	0.036	0.0807470655051406	Cell Painting	spherized	subsampled
hydrocortisone	2	10 uM	0.0	0.6992111563110981	Cell Painting	spherized	subsampled
hydroxyurea	3	10 uM	0.0	0.2919887527289649	Cell Painting	spherized	subsampled
hymecromone	2	10 uM	0.011	0.2033815995709597	Cell Painting	spherized	subsampled
hypericin	3	10 uM	0.0	0.4350114235986754	Cell Painting	spherized	subsampled
i-bet-762	2	10 uM	0.0	0.6397187335099926	Cell Painting	spherized	subsampled
ib-meca	3	10 uM	0.252	0.0338399757381463	Cell Painting	spherized	subsampled
ibrutinib	3	10 uM	0.0	0.3780898104898241	Cell Painting	spherized	subsampled
ibudilast	3	10 uM	0.223	0.0360358511165184	Cell Painting	spherized	subsampled
ibuprofen	3	10 uM	0.406	0.0186558704010608	Cell Painting	spherized	subsampled
ibutamoren	3	10 uM	0.004	0.1536944547198605	Cell Painting	spherized	subsampled
ici-162846	3	10 uM	0.46	0.0133955320694883	Cell Painting	spherized	subsampled
ici-185,282	3	10 uM	0.005	0.1372170152635179	Cell Painting	spherized	subsampled
ici-192605	3	10 uM	0.678	-0.0053611878562085	Cell Painting	spherized	subsampled
idalopirdine	3	10 uM	0.13	0.0506677003009498	Cell Painting	spherized	subsampled
idelalisib	3	10 uM	0.0	0.4272708275902397	Cell Painting	spherized	subsampled
idoxuridin	3	10 uM	0.0	0.3269824103906003	Cell Painting	spherized	subsampled
ifosfamide	3	10 uM	0.002	0.212814971037102	Cell Painting	spherized	subsampled
iguratimod	2	10 uM	0.233	0.0474161998894163	Cell Painting	spherized	subsampled
ilomastat	3	10 uM	0.001	0.2282429033086325	Cell Painting	spherized	subsampled
imatinib	3	10 uM	0.0	0.3395151128101875	Cell Painting	spherized	subsampled
imexon	3	10 uM	0.277	0.0314207549405443	Cell Painting	spherized	subsampled
imiloxan	3	10 uM	0.008	0.1226202423534305	Cell Painting	spherized	subsampled
imipramine	2	10 uM	0.234	0.0471529126582806	Cell Painting	spherized	subsampled
imiquimod	2	10 uM	0.728	-0.0176642773981709	Cell Painting	spherized	subsampled
indacaterol	3	10 uM	0.007	0.1287077021164183	Cell Painting	spherized	subsampled
indapamide	3	10 uM	0.07	0.0673128528216016	Cell Painting	spherized	subsampled
indibulin	3	10 uM	0.0	0.310325918891684	Cell Painting	spherized	subsampled
indinavir	3	10 uM	0.552	0.0053554354486663	Cell Painting	spherized	subsampled
indiplon	3	10 uM	0.008	0.1225516662410554	Cell Painting	spherized	subsampled
indirubin	2	10 uM	0.009	0.2373513304808228	Cell Painting	spherized	subsampled
indobufen	3	10 uM	0.031	0.0836614487120018	Cell Painting	spherized	subsampled
indole	4	10 uM	0.003	0.1243169573205267	Cell Painting	spherized	subsampled
indoprofen	2	10 uM	0.009	0.2452885625901759	Cell Painting	spherized	subsampled
indoramin	2	10 uM	0.031	0.1502787113042204	Cell Painting	spherized	subsampled
ingenol-mebutate	3	10 uM	0.0	0.6612951883574355	Cell Painting	spherized	subsampled
iniparib	3	10 uM	0.005	0.1405451932424359	Cell Painting	spherized	subsampled
inosine	3	10 uM	0.025	0.0898487735661191	Cell Painting	spherized	subsampled
inositol	3	10 uM	0.146	0.0472056891463883	Cell Painting	spherized	subsampled
iowh032	3	10 uM	0.0	0.3647758289911896	Cell Painting	spherized	subsampled
ipratropium	2	10 uM	0.21	0.0512054347055211	Cell Painting	spherized	subsampled
ipriflavone	3	10 uM	0.043	0.0757248540160684	Cell Painting	spherized	subsampled
irinotecan	3	10 uM	0.0	0.5968491783734323	Cell Painting	spherized	subsampled
isbufylline	3	10 uM	0.642	-0.0023753526408221	Cell Painting	spherized	subsampled
isoconazole	3	10 uM	0.075	0.0651641120208481	Cell Painting	spherized	subsampled
isofloxythepin	3	10 uM	0.003	0.160959240828576	Cell Painting	spherized	subsampled
isosorbide	3	10 uM	0.011	0.1119682002795166	Cell Painting	spherized	subsampled
isradipine	2	10 uM	0.356	0.030975371987418	Cell Painting	spherized	subsampled
istaroxime	2	10 uM	0.0	0.7156159338656137	Cell Painting	spherized	subsampled
itopride	3	10 uM	0.069	0.0673735679862688	Cell Painting	spherized	subsampled
ivabradine	3	10 uM	0.002	0.2091918881372458	Cell Painting	spherized	subsampled
ivacaftor	3	10 uM	0.0	0.7457550589299674	Cell Painting	spherized	subsampled
ivermectin	3	10 uM	0.0	0.7796895523700673	Cell Painting	spherized	subsampled
ixabepilone	3	10 uM	0.001	0.2309956240089888	Cell Painting	spherized	subsampled
josamycin	3	10 uM	0.003	0.1688451308764181	Cell Painting	spherized	subsampled
kakonein	3	10 uM	0.058	0.0701933129147655	Cell Painting	spherized	subsampled
kbg	4	10 uM	0.136	0.0377174154048819	Cell Painting	spherized	subsampled
kd-023	3	10 uM	0.002	0.2128543690099889	Cell Painting	spherized	subsampled
kd025	3	10 uM	0.003	0.1952759343718228	Cell Painting	spherized	subsampled
ketoconazole	3	10 uM	0.0	0.3591619050522665	Cell Painting	spherized	subsampled
ketoprofen	3	10 uM	0.262	0.0332081955574699	Cell Painting	spherized	subsampled
ketorolac	2	10 uM	0.006	0.2641866348085696	Cell Painting	spherized	subsampled
ketotifen	3	10 uM	0.078	0.0633984051781091	Cell Painting	spherized	subsampled
kpt-330	3	10 uM	0.0	0.3230354189981616	Cell Painting	spherized	subsampled
kw-2449	3	10 uM	0.0	0.7270181273398848	Cell Painting	spherized	subsampled
kw-2478	2	10 uM	0.01	0.2201956327472209	Cell Painting	spherized	subsampled
kx2-391	3	10 uM	0.0	0.6326565037349325	Cell Painting	spherized	subsampled
l-citrulline	3	10 uM	0.721	-0.0093783787693045	Cell Painting	spherized	subsampled
l-ergothioneine	2	10 uM	0.007	0.2531090346688875	Cell Painting	spherized	subsampled
l-name	3	10 uM	0.064	0.0689873226101905	Cell Painting	spherized	subsampled
labetalol	3	10 uM	0.075	0.0642810371271755	Cell Painting	spherized	subsampled
lacitol	3	10 uM	0.026	0.0892295020968897	Cell Painting	spherized	subsampled
lacosamide	3	10 uM	0.254	0.0337343286907101	Cell Painting	spherized	subsampled
lafutidine	3	10 uM	0.0	0.5211891213638284	Cell Painting	spherized	subsampled
lamivudine	4	10 uM	0.019	0.0732569042273921	Cell Painting	spherized	subsampled
lamotrigine	2	10 uM	0.534	0.007352199424584	Cell Painting	spherized	subsampled
lapatinib	3	10 uM	0.0	0.7735658058906129	Cell Painting	spherized	subsampled
lasalocid	3	10 uM	0.0	0.7648495193867432	Cell Painting	spherized	subsampled
